Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.5	0.58	2.3	-0.52	-0.39	0.1
0.13	-0.28	0.12	0.76	0.98	-1.15	0.2
0.22	-0.44	0.6	0.61	-0.71	0.09	-1.24
0.16	0.07	0.59	0.19	-0.76	-0.33	-1.13
0.15	-0.51	-0.06	-0.95	-0.19	-0.56	-0.72
0.34	0.9	1.92	1.35	-0.1	0.45	-0.5
0.27	-1.4	-0.05	-0.39	-0.62	-0.81	-0.13
0.1	-0.69	0.53	0.54	1.07	-1.21	0.5
0.27	0.46	0.52	1.9	-1.05	-0.52	0.46
0.57	0.57	-0.05	0.3	-0.35	-1.08	-0.26
0.15	0.06	0.68	1.91	-0.42	-0.27	-0.07
0.11	-0.14	0.87	0.53	-0.83	0.01	-1.08
0.29	0.6	0.54	1.11	0.43	0.32	0.1
0.35	0.26	-1.05	1.7	0.42	-0.65	0.69
0.15	-0.29	0.27	0.37	0.16	0.2	1.49
0.14	0.5	0.21	1.69	0.0	-0.39	-0.32
0.47	-0.24	0.18	0.34	0.67	1.06	0.31
1.05	-0.12	0.75	0.44	-0.78	-0.11	-1.16
0.25	0.41	0.57	1.68	-1.35	-0.71	0.31
0.33	0.49	0.46	1.75	-1.31	-0.75	0.39
0.59	0.03	0.39	0.27	-0.25	-1.62	-0.24
0.39	0.17	0.1	0.34	-0.34	2.7	-0.31
0.39	0.7	0.44	1.72	-1.26	-0.35	0.39
1.71	0.04	0.36	0.38	-1.58	0.88	0.18
0.1	0.14	0.15	0.42	1.57	-0.07	1.07
0.18	-0.02	0.14	0.14	1.71	-0.85	0.58
0.1	-0.06	0.19	-0.09	0.58	0.68	0.28
0.52	0.45	0.23	1.4	-0.38	-0.45	-0.37
0.22	-0.57	1.77	0.79	-1.35	1.24	-0.53
0.22	0.64	1.38	1.58	-0.34	0.82	0.06
0.18	0.28	-0.39	-0.13	-0.52	-1.43	-1.88
0.27	-0.7	0.64	0.09	0.98	-0.76	0.22
0.16	-0.49	-0.14	0.75	-0.18	0.19	1.03
0.17	0.5	0.37	1.07	-1.23	-0.36	-0.62
0.35	0.75	0.95	1.9	0.09	-0.13	-0.6
0.7	0.39	0.99	1.58	-1.45	-0.73	0.11
0.8	0.43	0.13	1.57	-0.45	-0.44	0.19
0.11	0.37	1.88	1.25	-0.67	1.27	0.02
1.12	0.39	1.0	1.58	0.09	1.09	-0.11
0.3	-0.1	0.18	-0.16	0.34	-0.27	0.3
0.18	-0.04	0.6	0.24	1.96	-0.4	-0.54
0.54	0.6	1.17	1.36	-0.55	0.5	-0.17
0.16	0.8	0.87	1.93	-0.91	1.01	0.31
0.18	0.12	0.05	0.22	1.95	-1.24	0.82
0.64	-0.07	-0.07	0.79	2.11	-0.14	1.43
0.4	-0.13	0.37	0.53	-0.7	1.27	-0.19
0.37	-0.1	0.52	0.37	0.17	-1.21	-0.31
0.17	0.54	0.14	1.67	-0.57	-0.51	-0.12
0.17	0.44	0.63	0.88	-0.06	-0.63	-0.33
0.13	-0.71	0.52	0.16	0.15	-0.68	-0.23
0.4	-0.54	0.96	0.54	1.35	0.43	0.35
0.14	0.09	0.45	0.49	-0.58	0.76	0.1
0.1	0.53	0.18	1.43	-0.21	-0.31	-0.99
0.16	0.3	-0.77	-0.24	-0.74	-2.38	-1.58
3.01	-0.39	-0.18	0.64	-0.0	0.34	0.92
0.49	-0.4	-0.18	0.61	-0.14	0.39	1.15
0.86	0.16	0.09	0.3	0.13	1.97	0.63
2.32	-0.17	0.14	0.76	1.45	-0.21	1.29
0.22	0.13	-0.95	-0.05	0.6	0.24	-0.78
0.18	-0.29	-0.0	0.57	0.11	0.92	0.97
0.28	-0.14	-0.43	-0.53	-0.29	0.14	-0.67
0.18	-0.19	0.33	0.41	0.0	0.56	-1.26
0.3	-1.29	-0.13	0.9	-0.55	0.65	1.56
0.17	0.06	0.2	0.34	1.58	-1.45	0.93
1.17	-0.15	0.43	0.35	0.28	-1.36	-0.15
0.18	0.23	0.23	0.24	0.28	-0.35	0.59
0.11	-0.03	0.21	-0.08	1.51	-1.47	0.98
34.38	-0.09	0.26	0.4	1.59	-0.56	0.5
5.3	-0.08	0.28	0.41	3.14	-0.29	0.76
0.54	-0.53	0.51	1.03	-0.58	-0.46	-1.17
0.58	-0.12	0.48	0.41	-1.52	-1.1	-0.88
0.1	0.01	0.42	0.3	0.11	-1.52	0.08
0.17	-0.09	0.22	0.44	0.92	-1.82	0.65
0.24	0.21	0.47	1.54	-1.49	-0.3	-0.01
