Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.1	-0.81	-4.83	0.06	-0.11	-0.52
0.13	-0.56	1.24	-2.01	0.12	0.18	-0.13
0.22	0.53	-1.13	0.84	-0.3	0.13	-0.63
0.16	-0.82	0.48	0.4	-0.12	-1.02	-1.12
0.15	-0.16	2.06	1.62	0.54	-0.2	-0.29
0.34	0.19	-1.56	2.35	0.25	0.23	0.36
0.27	-0.95	1.97	1.86	-0.65	0.14	0.32
0.1	4.6	1.94	0.91	0.08	0.2	0.14
0.27	1.19	0.74	-2.93	0.63	0.33	-0.12
0.57	1.18	0.93	1.44	-0.05	-0.93	-0.25
0.15	-1.66	-1.4	-4.69	-0.29	-0.21	-0.35
0.11	-0.08	1.02	0.97	-0.41	0.53	-0.03
0.29	0.52	-0.09	-0.16	0.65	0.15	-0.56
0.35	-0.37	0.64	0.02	-1.75	0.46	-0.1
0.15	0.13	0.2	0.44	-0.21	2.14	-0.6
0.14	-3.53	-1.51	-1.92	-0.1	-0.05	0.04
0.47	-2.96	-8.14	2.31	-0.76	-1.93	0.39
1.05	0.28	-0.41	7.71	0.14	0.09	0.86
0.25	1.36	0.6	-2.93	0.51	0.35	0.01
0.33	1.03	0.47	-3.13	0.65	0.36	-0.14
0.59	-1.68	-2.91	0.52	-0.1	-0.4	-0.14
0.39	-0.44	-0.59	-0.05	-0.28	-1.57	-0.92
0.39	1.32	0.11	-4.2	0.44	0.03	-0.33
1.71	-1.14	0.02	-0.3	-0.92	-1.02	-0.24
0.1	-0.02	-0.79	0.47	-0.57	0.48	-0.06
0.18	0.75	-0.34	-0.04	1.98	-0.09	0.8
0.1	0.35	0.15	0.61	-1.08	-0.53	0.28
0.52	-4.1	-3.42	-2.82	-0.31	-0.31	-0.17
0.22	-7.88	6.96	-3.19	-0.89	0.57	-0.53
0.22	4.52	-2.69	4.3	1.21	-0.53	0.85
0.18	0.14	0.3	0.51	-0.82	0.02	-1.05
0.27	1.25	-0.85	-0.75	0.24	-0.16	-0.05
0.16	2.62	-1.39	-0.35	-0.43	-0.09	-0.03
0.17	0.46	0.88	-0.04	0.75	1.13	-1.2
0.35	-4.81	0.9	-3.65	-0.54	0.35	-0.39
0.7	-0.16	-0.02	0.47	-0.33	-0.83	-0.78
0.8	-4.43	-1.25	-3.33	-0.25	0.35	-0.39
0.11	-3.39	5.52	-0.02	-0.38	0.16	-0.21
1.12	-0.15	-0.02	0.47	0.02	-0.86	-1.02
0.3	0.28	-0.9	-4.57	0.02	-0.37	-0.92
0.18	-0.46	-0.59	-0.88	-0.13	0.28	-0.11
0.54	-0.9	-2.76	-3.56	-0.19	-0.03	-0.39
0.16	-2.62	0.85	-1.79	0.15	-0.65	-0.51
0.18	-1.0	1.71	2.04	-0.14	0.23	0.18
0.64	4.63	1.35	0.01	0.05	0.04	-0.2
0.4	1.65	0.2	1.62	0.23	-0.49	0.27
0.37	-3.12	0.19	-2.21	-0.47	-0.0	-0.75
0.17	-4.02	-2.08	-2.72	-0.35	-0.28	-0.16
0.17	0.26	-0.68	-0.07	-0.72	0.68	0.7
0.13	-1.08	-0.04	0.56	-0.64	0.31	-0.56
0.4	0.06	-3.28	0.05	-0.48	0.13	-0.21
0.14	0.44	0.88	0.81	-0.12	0.79	0.7
0.1	-1.74	1.39	-0.93	-0.27	-0.15	-0.32
0.16	-6.01	-10.2	-8.78	-0.84	-1.17	-1.1
3.01	0.77	0.07	-0.34	0.24	-0.42	0.55
0.49	0.77	0.06	-0.39	0.02	-0.27	0.76
0.86	0.02	0.03	0.56	0.37	0.07	0.06
2.32	-0.28	-0.03	0.75	0.07	0.14	-0.05
0.22	-0.19	0.45	-0.38	-0.52	-0.16	1.12
0.18	1.13	-1.0	-1.63	0.15	-0.41	0.05
0.28	-0.48	-0.21	0.49	-0.34	0.14	-0.19
0.18	0.04	-1.34	-0.58	0.82	-0.92	0.29
0.3	-1.02	3.68	7.52	0.16	0.43	0.65
0.17	0.07	-0.28	-0.43	1.09	0.32	-0.47
1.17	3.96	2.31	1.57	0.1	0.39	0.02
0.18	-0.06	0.03	-1.48	0.09	0.34	-1.43
0.11	3.81	0.22	4.88	0.19	0.21	0.27
34.38	-0.11	-0.06	-0.03	-0.97	0.45	1.85
5.3	-0.01	-0.02	0.01	1.14	2.03	0.92
0.54	0.16	-0.16	0.4	-1.35	-0.75	0.31
0.58	0.79	0.89	-1.64	-0.46	0.34	-0.69
0.1	-0.75	-2.39	0.47	0.16	-0.74	-0.23
