Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.15	-0.46	-2.64	0.14	-0.14	-1.08
0.13	-0.69	0.08	0.08	-0.4	0.69	-1.65
0.22	-0.3	0.32	0.2	1.66	0.83	1.2
0.16	1.08	0.93	1.86	-0.56	0.46	0.16
0.15	-1.32	1.48	1.63	0.18	0.56	0.29
0.34	-0.39	-0.91	0.19	-0.0	-1.1	1.13
0.27	0.6	-0.3	-0.17	0.54	1.31	0.68
0.1	3.91	1.18	0.51	0.39	0.37	0.13
0.27	-0.79	-0.47	-1.61	0.67	0.44	-0.92
0.57	0.42	2.41	1.23	0.44	-0.06	0.32
0.15	-0.7	-0.65	-3.19	-0.39	-0.32	-0.78
0.11	-0.61	0.51	0.47	-0.84	0.05	-0.33
0.29	-0.37	0.49	1.03	-0.86	0.42	0.82
0.35	1.52	-1.33	1.97	0.05	0.37	-0.41
0.15	-0.09	-0.1	-0.0	-0.69	-1.08	1.24
0.14	-2.74	-1.13	-1.79	-0.49	-0.23	-0.14
0.47	-0.71	-2.37	1.12	-0.84	-2.2	0.49
1.05	-0.14	-0.63	4.98	0.14	0.06	1.07
0.25	-0.45	-0.57	-2.01	0.68	0.43	-0.76
0.33	-0.94	-0.65	-1.78	0.63	0.35	-0.89
0.59	-0.69	-0.68	0.61	-0.82	-1.42	0.19
0.39	1.93	0.8	1.34	-0.29	0.19	0.09
0.39	-0.11	-0.07	-2.62	0.56	0.12	-0.86
1.71	1.3	-0.37	1.43	0.13	0.64	-0.22
0.1	-0.05	-0.37	0.17	0.87	-0.36	0.28
0.18	-0.24	1.37	1.8	-0.47	0.13	-0.41
0.1	0.13	-0.46	0.36	0.44	-0.81	-0.44
0.52	-2.98	-2.3	-2.12	-0.51	-0.5	-0.33
0.22	-5.25	5.24	-1.65	-0.96	0.64	-0.55
0.22	0.77	-0.94	1.55	1.5	-0.83	1.23
0.18	-1.74	0.99	-1.0	0.48	0.14	0.17
0.27	0.15	0.08	0.3	0.25	-0.11	1.43
0.16	2.95	-0.75	-0.15	0.21	-0.34	-0.12
0.17	-0.6	-1.77	0.98	0.06	0.14	0.31
0.35	-2.92	-0.19	-2.25	-0.84	0.39	-0.63
0.7	0.27	-1.33	0.3	0.01	0.54	-0.1
0.8	-2.77	-0.52	-2.52	-0.83	-0.35	-0.39
0.11	-2.15	4.79	0.59	-0.49	0.36	-0.21
1.12	0.28	-1.33	0.3	0.11	0.32	-0.36
0.3	-0.01	0.17	-1.1	0.17	-0.3	-1.72
0.18	-0.62	0.63	0.89	0.11	0.55	0.39
0.54	-0.31	-2.25	-2.06	-0.21	-0.4	-0.71
0.16	-2.32	2.12	-0.02	-0.36	-0.23	-0.68
0.18	0.13	0.37	0.59	1.18	-0.45	-0.16
0.64	4.02	1.13	0.61	0.41	0.12	-0.23
0.4	-0.74	-0.01	-0.1	0.59	1.22	-0.09
0.37	-0.25	0.22	0.45	-2.75	0.21	-1.68
0.17	-2.56	-1.17	-2.15	-0.68	-0.35	-0.24
0.17	0.05	0.11	0.02	1.15	-0.74	-1.34
0.13	-0.76	-0.11	0.64	-0.01	-0.23	-0.78
0.4	1.29	-2.76	0.59	-0.34	-0.49	-0.16
0.14	0.13	0.03	-0.04	-1.76	-0.41	-0.03
0.1	-0.03	-0.2	0.57	0.75	1.81	0.04
0.16	-3.57	-6.81	-5.58	-0.86	-1.21	-1.14
3.01	0.6	-0.98	1.05	-0.77	0.24	-0.12
0.49	0.6	-0.97	1.03	-1.18	0.53	-0.71
0.86	1.59	0.07	1.17	-0.7	-0.2	-0.19
2.32	-0.16	0.29	0.47	2.28	-0.7	-1.01
0.22	-0.54	0.22	1.26	0.92	-0.85	-0.14
0.18	-0.11	0.45	0.14	0.82	0.07	-2.02
0.28	-0.07	0.16	0.39	1.92	4.34	1.62
0.18	-0.26	1.54	1.03	-0.62	-0.08	-0.78
0.3	-1.44	2.37	5.48	0.13	0.5	0.8
0.17	0.03	-0.6	-0.13	1.13	0.04	-0.02
1.17	3.59	1.23	1.43	0.36	0.35	0.04
0.18	2.18	0.52	0.98	-0.24	-0.26	-0.56
0.11	3.04	-0.38	3.81	0.36	0.2	0.5
34.38	-0.14	0.3	0.52	-0.65	-0.15	-0.31
5.3	-0.15	0.31	0.52	-1.81	1.22	0.59
0.54	0.08	-1.16	-0.54	-0.34	0.52	0.55
0.58	-0.33	0.29	0.83	1.8	-0.64	1.23
0.1	0.87	0.84	0.29	-1.23	-0.13	-0.24
