Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.66	0.69	2.23	-0.51	-0.32	0.34
0.13	-0.43	0.46	0.57	0.2	-0.85	1.05
0.22	-0.16	0.49	0.93	-1.06	0.56	-0.77
0.16	0.26	0.54	0.57	-0.51	0.53	-1.19
0.15	-0.42	0.08	-0.7	-0.42	-0.26	-0.92
0.34	0.92	1.76	1.49	-0.05	0.6	-0.44
0.27	-1.16	0.19	-0.35	-0.92	-0.77	-0.16
0.1	-0.94	0.86	0.38	0.62	-0.92	0.59
0.27	0.79	0.66	1.7	-1.07	-0.33	0.93
0.57	0.53	0.28	0.38	0.57	-0.85	-0.28
0.15	0.2	0.75	1.9	-0.51	-0.17	0.18
0.11	0.12	0.78	0.83	-0.89	0.58	-0.83
0.29	0.67	0.45	1.14	-0.54	0.63	-0.72
0.35	0.13	-0.83	1.47	0.41	-0.8	0.86
0.15	-0.11	0.27	0.17	-0.56	0.11	0.03
0.14	0.51	0.35	1.73	-0.09	-0.52	0.0
0.47	-0.26	0.01	0.29	-0.22	0.28	0.14
1.05	0.12	0.66	0.76	-0.81	0.58	-0.91
0.25	0.83	0.76	1.51	-1.34	-0.44	0.82
0.33	0.89	0.66	1.57	-1.22	-0.57	0.85
0.59	0.03	0.65	0.43	0.15	-0.37	-0.54
0.39	0.14	-0.13	0.21	0.62	0.96	-0.07
0.39	1.06	0.54	1.54	-1.06	-0.23	0.84
1.71	0.24	0.05	0.36	-0.46	1.72	0.35
0.1	-0.29	0.16	0.05	1.25	-0.02	1.01
0.18	-0.48	0.37	0.13	1.4	-0.81	-0.82
0.1	-0.18	-0.08	-0.09	0.13	1.0	-0.17
0.52	0.61	0.35	1.41	-0.57	-0.46	0.55
0.22	-0.15	1.36	0.94	-1.42	1.46	-0.46
0.22	0.73	1.09	1.54	-0.29	1.08	0.24
0.18	0.18	0.1	0.26	0.69	-1.21	-0.78
0.27	-0.94	0.83	0.03	0.62	-0.47	0.14
0.16	-0.32	-0.15	0.33	-0.93	-0.11	1.71
0.17	0.71	0.43	1.16	-0.81	1.12	0.72
0.35	0.71	0.96	2.05	0.14	0.02	-0.36
0.7	0.56	0.83	1.54	-0.85	0.77	0.44
0.8	0.59	0.3	1.42	-0.63	-0.77	0.79
0.11	0.57	1.46	1.23	-0.65	1.47	0.1
1.12	0.56	0.83	1.54	-0.42	0.66	0.17
0.3	-0.14	0.15	-0.17	-0.01	0.32	-0.22
0.18	-0.59	0.49	0.42	1.46	1.08	-0.29
0.54	0.75	0.96	1.38	-0.48	0.89	0.02
0.16	1.06	0.54	1.79	-0.78	1.15	0.62
0.18	-0.45	0.43	0.13	1.95	-1.06	-0.42
0.64	-0.63	0.07	0.24	1.25	-0.8	1.97
0.4	0.15	-0.07	0.33	-1.29	1.66	1.43
0.37	-0.18	0.66	0.47	0.25	0.1	-0.13
0.17	0.71	0.33	1.62	-0.57	-0.7	0.49
0.17	0.5	0.73	0.98	-0.27	-0.07	-0.35
0.13	-0.67	0.67	0.24	-0.43	-0.24	-0.3
0.4	-0.9	0.78	0.42	1.01	0.77	0.45
0.14	0.18	0.03	0.31	0.29	1.73	1.52
0.1	0.55	0.3	1.65	-0.11	-0.43	-0.42
0.16	0.27	-0.07	0.1	0.99	-0.29	0.19
3.01	-0.3	-0.2	0.29	-0.55	-0.24	1.32
0.49	-0.31	-0.2	0.25	-0.8	-0.13	1.23
0.86	0.17	-0.15	0.26	0.04	-0.53	0.43
2.32	-0.51	0.31	0.25	1.19	-2.61	0.94
0.22	-0.05	-0.93	0.17	0.58	-0.34	-0.62
0.18	-0.22	-0.2	0.25	-0.45	0.4	1.06
0.28	-0.22	-0.37	-0.49	-0.18	0.17	1.82
0.18	-0.01	0.05	0.35	-0.92	0.99	0.69
0.3	-1.08	-0.31	0.4	-0.84	0.54	1.71
0.17	-0.52	0.56	0.25	2.17	-0.26	-0.16
1.17	-0.16	0.62	0.42	0.2	-0.13	-0.16
0.18	0.05	0.17	0.22	0.55	0.87	-0.3
0.11	-0.46	0.58	-0.3	1.28	-0.97	0.5
34.38	-0.53	0.4	0.26	1.29	-0.3	0.6
5.3	-0.51	0.38	0.27	-0.65	0.02	-0.58
0.54	-0.31	0.63	1.33	-0.82	-0.29	-0.83
0.58	0.31	0.62	0.64	-1.29	-0.1	-0.62
0.1	-0.05	0.64	0.36	0.27	-0.18	-0.3
0.17	-0.53	0.4	0.26	-2.79	-2.69	1.71
0.24	0.7	0.55	1.47	-1.65	-0.47	0.44
