Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.25	-0.21	1.29	-0.22	-0.36	-1.31
0.13	1.53	0.49	0.22	0.24	0.62	0.45
0.22	0.04	-0.75	-0.5	-0.26	-0.93	0.27
0.16	1.01	-0.51	0.25	0.89	0.27	0.66
0.15	-0.26	-0.46	-0.64	0.15	-0.47	1.81
0.34	0.51	1.96	0.29	-0.32	-0.41	-0.64
0.27	-1.42	-1.26	-0.58	0.47	-0.44	-0.07
0.1	2.23	0.07	0.39	1.1	0.51	-0.09
0.27	-1.0	-0.53	1.31	-0.6	-0.46	-0.9
0.57	-0.53	1.13	0.1	0.14	1.27	0.39
0.15	0.01	-0.08	0.19	0.28	-0.05	-2.06
0.11	-0.06	-0.78	0.22	0.07	-0.18	0.62
0.29	-0.61	-0.55	-0.31	0.16	-0.44	-0.73
0.35	0.94	-1.66	2.34	0.35	-0.12	0.12
0.15	0.63	0.03	0.26	-0.21	-0.46	0.26
0.14	-0.55	-0.13	-0.82	-1.39	-0.5	-1.02
0.47	1.49	-0.4	0.92	-0.12	-0.46	-0.05
1.05	-0.4	-0.61	1.62	-0.04	-0.18	1.73
0.25	-1.14	-0.68	0.79	-0.4	-0.5	-1.05
0.33	-1.2	-0.65	1.06	-0.57	-0.42	-0.94
0.59	0.99	-0.03	0.89	-0.84	0.31	0.52
0.39	1.09	0.02	0.79	1.42	0.32	0.26
0.39	-1.08	-0.25	0.66	-0.43	-0.27	-1.39
1.71	0.08	-0.61	0.48	0.57	-0.84	0.87
0.1	1.05	-0.19	1.09	-0.46	0.6	1.07
0.18	0.89	0.35	0.85	-0.25	-1.27	-0.12
0.1	-0.55	0.95	1.27	-0.49	0.21	0.05
0.52	-1.09	-0.52	-0.9	-1.19	-1.04	-0.79
0.22	-2.65	3.45	-0.21	-1.09	0.8	-0.58
0.22	-0.04	1.9	1.13	-0.41	-0.16	-0.47
0.18	-1.8	-0.21	-1.15	-0.67	0.66	-0.07
0.27	1.1	0.39	0.82	-0.79	0.73	-0.1
0.16	1.28	0.39	0.43	1.37	-0.43	-0.47
0.17	-0.38	-0.31	-0.5	0.45	-1.34	0.06
0.35	0.19	-0.42	-0.12	-1.05	-1.12	-1.05
0.7	-0.18	0.26	0.28	-1.17	-2.85	0.79
0.8	-0.18	0.17	-0.55	-1.08	-0.04	-1.49
0.11	-0.75	3.49	1.08	-0.61	0.7	-0.16
1.12	-0.18	0.27	0.28	-0.06	-2.09	0.45
0.3	0.95	0.34	0.94	1.21	0.11	-0.43
0.18	1.07	-0.37	1.29	-0.29	0.46	0.47
0.54	-0.32	0.24	0.24	0.35	-1.89	-0.99
0.16	-0.81	2.03	1.6	-0.83	0.36	-0.49
0.18	0.93	0.4	0.89	-1.35	0.18	-0.59
0.64	2.49	0.64	1.29	0.81	0.35	-0.2
0.4	0.08	-0.4	0.23	-0.64	-1.04	0.48
0.37	1.85	0.14	0.81	0.23	0.31	0.06
0.17	-0.1	0.07	-0.59	-0.99	-0.42	-1.5
0.17	0.57	0.03	0.16	-0.49	0.39	0.12
0.13	0.58	-0.39	0.27	0.19	0.32	0.29
0.4	1.58	-0.6	0.82	0.29	-1.34	0.02
0.14	0.04	0.13	0.2	-0.63	1.19	-0.16
0.1	-0.46	0.0	-0.38	-1.02	-0.62	0.11
0.16	-1.31	-3.58	-2.58	-0.92	-1.36	-1.23
3.01	1.35	0.09	0.68	0.74	-1.02	0.13
0.49	1.33	0.1	0.66	0.71	-1.02	0.58
0.86	1.05	-0.02	0.62	1.19	0.55	0.18
2.32	1.53	0.44	0.26	-0.26	0.36	-0.02
0.22	-0.46	0.82	-0.32	-0.69	0.61	0.73
0.18	0.63	0.74	0.24	0.22	-0.63	-0.29
0.28	-0.15	0.35	0.32	1.55	1.31	1.45
0.18	1.13	0.17	1.4	-0.08	0.93	0.82
0.3	-1.63	0.98	3.14	-0.01	0.6	1.08
0.17	0.92	0.12	0.83	-1.46	-1.46	-0.28
1.17	2.24	0.14	1.03	0.62	0.6	0.45
0.18	1.6	0.73	1.8	0.64	0.11	0.07
0.11	1.76	-0.76	2.09	0.7	0.03	0.93
34.38	0.85	0.16	0.88	0.02	0.25	-0.11
5.3	0.86	0.15	0.9	-0.38	0.1	0.68
0.54	0.37	-0.87	-0.85	0.37	-0.73	-0.35
0.58	0.06	-0.83	-1.1	-0.2	0.39	-0.62
0.1	1.8	-0.01	1.13	0.44	0.53	-0.16
0.17	2.76	-1.77	1.59	1.3	-0.84	0.5
