Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.17	-0.43	-2.41	0.14	-0.14	-1.15
0.13	-0.55	-0.05	0.44	-0.95	0.48	-1.82
0.22	-0.56	0.11	0.03	0.97	1.09	0.51
0.16	1.19	0.83	1.82	-0.5	0.5	0.26
0.15	-1.35	1.36	1.57	0.12	0.61	0.33
0.34	-0.38	-0.66	-0.04	-0.11	-1.35	1.1
0.27	0.47	-0.55	-0.29	0.75	1.15	0.5
0.1	3.83	1.11	0.49	0.41	0.38	0.11
0.27	-0.93	-0.56	-1.41	0.62	0.38	-1.01
0.57	0.33	2.42	1.16	0.45	0.01	0.34
0.15	-0.62	-0.59	-3.02	-0.4	-0.32	-0.84
0.11	-0.38	0.45	0.53	-1.5	0.67	-0.18
0.29	-0.17	0.36	0.8	-1.07	0.94	1.54
0.35	1.5	-1.4	2.05	0.09	0.33	-0.36
0.15	0.08	0.07	-0.14	-0.83	-0.78	0.28
0.14	-2.64	-1.08	-1.76	-0.53	-0.25	-0.16
0.47	-0.54	-1.92	1.01	-0.86	-2.28	0.51
1.05	-0.17	-0.64	4.76	0.14	0.06	1.1
0.25	-0.59	-0.65	-1.85	0.65	0.41	-0.84
0.33	-1.06	-0.71	-1.59	0.59	0.31	-0.96
0.59	-0.5	-0.37	0.57	-1.05	-1.72	0.29
0.39	1.98	0.76	1.32	-0.21	0.23	0.13
0.39	-0.22	-0.1	-2.44	0.57	0.14	-0.92
1.71	1.27	-0.5	1.47	0.23	0.59	-0.12
0.1	-0.19	-0.17	0.12	0.46	-1.51	0.09
0.18	-0.14	1.33	1.87	-0.49	0.2	-0.31
0.1	0.02	-0.23	0.43	0.6	-1.5	-0.23
0.52	-2.88	-2.19	-2.05	-0.53	-0.52	-0.35
0.22	-5.05	5.11	-1.54	-0.96	0.65	-0.55
0.22	0.46	-0.76	1.29	1.55	-0.94	1.36
0.18	-1.83	0.96	-1.03	0.43	0.19	0.14
0.27	0.02	0.08	0.06	0.87	0.27	0.81
0.16	2.9	-0.68	-0.12	0.27	-0.36	-0.13
0.17	-0.61	-1.79	0.91	0.04	0.06	0.34
0.35	-2.74	-0.27	-2.12	-0.89	0.39	-0.65
0.7	0.26	-1.4	0.36	0.04	0.38	-0.09
0.8	-2.61	-0.45	-2.43	-0.26	-0.55	-0.54
0.11	-2.05	4.72	0.63	-0.5	0.38	-0.21
1.12	0.26	-1.4	0.35	0.14	0.17	-0.35
0.3	-0.04	0.22	-0.73	0.18	-0.23	-1.95
0.18	-0.62	0.49	0.79	-0.22	0.83	0.63
0.54	-0.27	-2.17	-1.91	-0.19	-0.44	-0.74
0.16	-2.24	2.17	0.12	-0.39	-0.19	-0.68
0.18	-0.2	0.34	0.56	1.85	1.13	0.55
0.64	3.93	1.1	0.66	0.45	0.13	-0.23
0.4	-0.83	-0.25	-0.06	0.33	1.12	-0.27
0.37	0.28	0.32	0.64	-1.96	-0.52	-0.53
0.17	-2.42	-1.1	-2.1	-0.71	-0.37	-0.27
0.17	-0.24	0.24	0.41	3.1	-0.6	-2.44
0.13	-0.71	-0.04	0.78	-0.42	-0.46	-0.56
0.4	1.35	-2.66	0.62	-0.31	-0.54	-0.15
0.14	0.44	0.1	0.01	-1.27	-0.28	-0.38
0.1	-0.19	-0.5	0.54	0.75	1.2	0.25
0.16	-3.4	-6.56	-5.35	-0.87	-1.22	-1.14
3.01	0.77	-1.02	1.08	-0.74	0.15	-0.19
0.49	0.75	-1.01	1.06	-0.85	0.14	0.22
0.86	1.72	0.11	1.2	-0.6	-0.21	-0.12
2.32	-0.29	0.33	0.77	-0.1	0.85	-0.46
0.22	-0.71	0.39	1.25	0.74	-0.79	0.14
0.18	-0.27	0.27	0.59	0.39	1.95	-1.81
0.28	-0.26	0.25	0.38	0.14	-0.91	-3.0
0.18	-0.13	1.55	1.19	-0.65	0.06	-0.71
0.3	-1.47	2.26	5.31	0.12	0.5	0.81
0.17	-0.2	-0.57	-0.1	1.12	-0.28	-0.19
1.17	3.53	1.15	1.42	0.37	0.33	0.06
0.18	2.22	0.57	1.09	-0.15	-0.23	-0.54
0.11	2.96	-0.42	3.7	0.38	0.19	0.52
34.38	-0.08	0.17	0.45	-0.01	1.39	0.58
5.3	-0.08	0.18	0.46	2.24	-1.7	0.02
0.54	0.15	-1.25	-0.65	-0.34	0.4	0.47
0.58	-0.61	0.35	0.53	0.95	-0.09	1.66
0.1	1.1	0.85	0.34	-1.05	0.01	-0.31
0.17	5.54	-3.53	2.62	1.1	-0.69	0.4
