Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.05	-0.72	-4.35	0.06	-0.12	-0.64
0.13	-0.64	1.04	-1.81	0.06	0.32	-0.37
0.22	0.68	-1.07	1.24	-0.08	-0.27	-0.34
0.16	-0.42	1.08	1.21	-0.72	-0.44	-0.81
0.15	-0.59	2.11	1.79	0.5	0.05	-0.12
0.34	-0.01	-1.68	1.97	0.25	0.06	0.57
0.27	-0.37	1.76	1.53	-0.76	0.39	0.49
0.1	4.5	1.76	0.8	0.17	0.23	0.14
0.27	0.65	0.44	-2.76	0.68	0.39	-0.28
0.57	1.12	1.6	1.56	0.19	-0.7	-0.04
0.15	-1.42	-1.21	-4.37	-0.32	-0.24	-0.43
0.11	0.29	0.17	0.59	-0.83	0.92	1.39
0.29	-0.48	0.06	0.55	1.01	-0.54	-1.07
0.35	0.94	-0.08	0.57	-0.97	0.9	-1.04
0.15	0.19	-0.85	0.01	0.21	0.63	0.67
0.14	-3.41	-1.45	-1.93	-0.19	-0.09	-0.01
0.47	-2.34	-6.56	1.99	-0.77	-1.96	0.4
1.05	0.16	-0.48	6.99	0.15	0.08	0.91
0.25	0.9	0.29	-2.87	0.59	0.38	-0.15
0.33	0.48	0.16	-2.95	0.69	0.39	-0.31
0.59	-1.56	-2.51	0.62	-0.2	-0.57	-0.1
0.39	0.39	0.63	0.91	-1.41	-0.6	-0.83
0.39	0.95	0.08	-3.89	0.47	0.04	-0.44
1.71	-0.05	0.68	0.05	-1.64	-0.35	-0.69
0.1	0.3	-0.8	0.32	-0.22	-0.42	0.33
0.18	-0.58	0.51	0.12	0.57	-1.26	-1.15
0.1	0.04	0.21	0.36	1.41	-0.05	-0.65
0.52	-3.83	-3.15	-2.67	-0.35	-0.35	-0.21
0.22	-7.14	6.49	-2.76	-0.9	0.59	-0.53
0.22	3.52	-2.25	3.59	1.25	-0.55	0.89
0.18	-0.07	0.53	-0.02	1.22	-1.07	1.2
0.27	0.92	-0.61	-0.65	0.56	-0.42	-0.24
0.16	2.9	-1.28	-0.32	-0.25	-0.17	-0.05
0.17	-0.11	-0.44	0.94	0.48	1.37	-0.65
0.35	-4.35	0.6	-3.31	-0.6	0.37	-0.43
0.7	0.08	0.14	0.5	1.02	0.35	-0.23
0.8	-4.04	-1.06	-3.16	-0.38	-0.48	-0.2
0.11	-3.07	5.37	0.15	-0.41	0.21	-0.21
1.12	0.08	0.14	0.5	0.88	0.01	-0.43
0.3	0.25	-0.59	-3.76	0.08	-0.39	-1.06
0.18	-0.17	-0.68	-0.5	-0.52	-0.18	-0.8
0.54	-0.74	-2.7	-3.22	-0.19	-0.11	-0.46
0.16	-2.68	1.33	-1.34	0.0	-0.53	-0.59
0.18	-0.83	1.44	1.81	-0.27	0.44	0.41
0.64	4.55	1.31	0.17	0.14	0.06	-0.21
0.4	1.34	0.57	1.3	0.58	-0.4	0.53
0.37	-2.65	0.2	-1.55	-0.75	-0.06	-0.82
0.17	-3.7	-1.84	-2.57	-0.42	-0.32	-0.21
0.17	0.65	-0.93	-0.5	-0.28	0.01	0.36
0.13	-0.19	-0.18	0.82	-1.66	-0.21	0.16
0.4	0.44	-3.31	0.21	-0.47	-0.05	-0.2
0.14	0.03	-0.19	0.33	1.3	1.24	0.01
0.1	-1.44	1.44	-0.62	-0.47	0.05	-0.44
0.16	-5.32	-9.25	-7.87	-0.85	-1.18	-1.11
3.01	0.28	0.32	-0.54	0.98	-0.14	-0.19
0.49	0.28	0.3	-0.59	0.73	-0.03	-0.05
0.86	-0.03	0.37	0.03	0.07	-0.29	0.2
2.32	0.02	0.04	0.29	-0.49	0.68	0.72
0.22	0.32	0.41	-0.71	-0.54	0.34	-0.13
0.18	0.96	-0.61	-1.56	0.29	-0.54	-0.23
0.28	0.01	0.33	0.4	0.28	-1.72	0.07
0.18	-0.59	-0.34	-0.64	0.59	-1.51	-0.23
0.3	-1.15	3.32	6.98	0.15	0.44	0.68
0.17	-0.31	0.2	0.44	-0.26	-0.75	-1.08
1.17	3.94	2.0	1.53	0.09	0.26	0.03
0.18	0.3	-0.16	-0.16	-2.08	-0.29	-0.23
0.11	3.64	0.05	4.63	0.23	0.21	0.33
34.38	-0.05	-0.19	-0.21	-1.07	0.27	0.55
5.3	-0.11	-0.16	-0.2	1.41	-1.84	0.15
0.54	-0.0	0.8	0.68	0.84	-0.29	-0.16
0.58	1.09	0.55	-0.95	-0.25	0.52	-1.01
0.1	-0.84	-1.65	0.61	0.04	-1.1	-0.1
