Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.19	-0.97	-5.46	0.07	-0.11	-0.38
0.13	-0.34	1.33	-1.91	0.18	-0.06	0.26
0.22	-0.22	-0.51	-0.54	-0.55	0.87	-0.77
0.16	0.43	-0.75	-0.61	1.21	-0.33	-0.06
0.15	0.57	1.41	1.0	0.45	-0.71	-0.6
0.34	0.52	-1.07	2.62	0.21	0.44	0.02
0.27	-1.74	1.91	2.26	-0.49	-0.11	0.29
0.1	4.61	2.19	1.1	-0.06	0.15	0.13
0.27	2.03	1.12	-2.94	0.53	0.21	0.11
0.57	0.65	-0.52	0.63	-0.84	-0.97	-1.01
0.15	-2.05	-1.68	-5.11	-0.25	-0.18	-0.24
0.11	-0.51	1.01	0.48	-0.16	-0.58	-0.6
0.29	0.07	0.1	0.07	-1.51	-0.05	1.13
0.35	-2.14	0.59	-0.12	-0.85	-0.26	-0.08
0.15	-0.37	0.1	-0.29	-0.01	-1.35	0.51
0.14	-3.55	-1.53	-1.81	0.07	0.02	0.12
0.47	-4.03	-10.88	2.86	-0.74	-1.89	0.38
1.05	0.48	-0.28	8.9	0.14	0.09	0.8
0.25	1.98	1.08	-2.78	0.36	0.32	0.17
0.33	1.89	0.96	-3.16	0.56	0.32	0.09
0.59	-1.73	-3.3	0.29	0.03	-0.15	-0.18
0.39	-0.49	-2.13	-0.89	0.05	-0.73	-0.42
0.39	1.91	0.14	-4.57	0.38	0.01	-0.19
1.71	-1.55	-1.32	-0.43	0.23	-0.72	0.08
0.1	0.12	0.59	0.14	0.45	-0.16	0.35
0.18	2.89	-0.24	1.1	1.23	0.11	0.75
0.1	-0.08	0.05	-0.54	-0.13	-0.16	0.18
0.52	-4.5	-3.82	-3.03	-0.25	-0.25	-0.13
0.22	-9.13	7.76	-3.94	-0.87	0.55	-0.52
0.22	6.21	-3.42	5.48	1.16	-0.5	0.81
0.18	-0.15	-0.74	0.94	0.21	-1.64	1.22
0.27	1.17	-0.81	-0.55	-0.38	0.2	0.3
0.16	1.76	-1.39	-0.35	-0.8	0.09	0.04
0.17	1.2	1.95	-1.44	0.37	0.54	-0.83
0.35	-5.53	1.39	-4.16	-0.47	0.33	-0.33
0.7	-0.42	0.3	0.83	-0.09	0.34	1.36
0.8	-5.0	-1.56	-3.54	-0.33	-0.39	-0.09
0.11	-3.9	5.69	-0.33	-0.33	0.09	-0.21
1.12	-0.41	0.3	0.83	-0.71	-0.36	1.47
0.3	0.3	-1.41	-5.78	0.01	-0.34	-0.78
0.18	-0.22	0.17	-0.04	0.65	0.52	1.94
0.54	-1.19	-2.63	-4.0	-0.17	0.18	-0.19
0.16	-2.19	-0.17	-2.34	0.42	-0.73	-0.25
0.18	-1.08	1.85	1.99	-0.01	0.02	-0.21
0.64	4.59	1.38	-0.27	-0.1	-0.0	-0.18
0.4	1.76	-0.46	1.71	-0.08	-0.41	-0.1
0.37	-3.68	0.17	-3.2	-0.33	-0.03	-0.63
0.17	-4.45	-2.44	-2.92	-0.26	-0.22	-0.11
0.17	0.82	0.71	0.35	0.9	0.07	0.04
0.13	-1.03	0.3	-0.32	0.73	0.06	-0.52
0.4	-0.62	-2.83	-0.24	-0.45	0.49	-0.19
0.14	-0.0	1.4	1.35	-0.39	0.05	0.11
0.1	-1.9	0.97	-1.25	0.06	-0.44	-0.12
0.16	-7.21	-11.87	-10.34	-0.83	-1.16	-1.09
3.01	-0.44	0.17	0.46	-1.15	1.25	-0.66
0.49	-0.41	0.16	0.41	-1.18	1.44	-0.65
0.86	-0.74	0.95	0.03	-0.23	-0.0	-0.1
2.32	0.35	0.61	-0.41	0.06	0.58	0.13
0.22	0.62	-0.15	0.0	0.24	-0.24	-0.12
0.18	1.14	-1.42	-1.28	-0.13	-0.15	0.42
0.28	0.92	0.33	0.3	0.71	0.13	0.27
0.18	1.07	-2.12	0.05	0.6	-0.24	0.49
0.3	-0.79	4.27	8.42	0.17	0.4	0.6
0.17	0.65	0.38	0.17	-0.44	0.21	0.89
1.17	3.9	2.8	1.8	-0.18	0.06	0.39
0.18	0.04	0.43	-3.11	0.06	0.24	-0.94
0.11	4.03	0.53	5.21	0.13	0.21	0.19
34.38	-0.08	0.19	0.26	-1.17	1.67	1.19
5.3	-0.78	-0.31	-0.13	-0.22	0.34	-0.0
0.54	-0.06	0.17	-0.17	-0.24	-0.29	1.04
0.58	0.02	1.21	-2.33	-0.58	0.12	-0.3
0.1	-0.44	-3.14	0.09	0.25	-0.34	-0.29
