Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.17	-0.93	-5.3	0.07	-0.11	-0.41
0.13	-0.42	1.34	-2.0	0.17	0.01	0.14
0.22	0.01	-0.78	-0.15	-0.57	0.43	-1.09
0.16	-0.09	-0.56	-0.52	1.3	-0.65	-0.38
0.15	0.38	1.67	1.22	0.49	-0.55	-0.49
0.34	0.43	-1.24	2.6	0.22	0.39	0.12
0.27	-1.54	1.95	2.13	-0.53	-0.1	0.35
0.1	4.63	2.13	1.05	-0.02	0.17	0.14
0.27	1.8	1.03	-2.97	0.57	0.24	0.04
0.57	0.93	-0.1	0.97	-0.51	-1.03	-0.7
0.15	-1.94	-1.6	-5.01	-0.26	-0.19	-0.27
0.11	-0.42	1.16	0.7	-0.25	-0.22	-0.45
0.29	0.49	0.11	-0.22	-0.72	0.09	0.43
0.35	-1.75	0.68	-0.09	-1.03	-0.17	-0.09
0.15	-0.31	0.55	-0.31	-0.29	-0.77	-0.35
0.14	-3.57	-1.54	-1.85	0.02	0.0	0.1
0.47	-3.73	-10.1	2.71	-0.75	-1.9	0.38
1.05	0.42	-0.32	8.57	0.14	0.09	0.82
0.25	1.82	0.94	-2.85	0.4	0.33	0.14
0.33	1.66	0.82	-3.18	0.59	0.33	0.03
0.59	-1.74	-3.22	0.36	-0.01	-0.22	-0.17
0.39	-0.5	-1.8	-0.71	0.03	-0.89	-0.49
0.39	1.75	0.14	-4.48	0.39	0.02	-0.22
1.71	-1.61	-0.99	-0.46	0.03	-0.91	0.03
0.1	-0.14	0.4	0.03	0.78	1.13	0.11
0.18	2.36	-0.28	0.79	1.33	0.1	0.77
0.1	-0.08	0.09	-0.47	0.12	-0.01	-0.53
0.52	-4.4	-3.72	-2.98	-0.27	-0.27	-0.14
0.22	-8.78	7.53	-3.73	-0.87	0.56	-0.52
0.22	5.74	-3.21	5.14	1.18	-0.5	0.82
0.18	-0.2	0.04	0.33	-0.27	-2.61	1.93
0.27	1.28	-0.87	-0.65	-0.18	0.11	0.21
0.16	2.06	-1.42	-0.36	-0.67	0.04	0.02
0.17	1.03	1.71	-1.08	0.43	0.62	-0.9
0.35	-5.34	1.25	-4.02	-0.49	0.34	-0.34
0.7	-0.05	0.13	0.14	-0.7	1.67	1.09
0.8	-4.85	-1.48	-3.49	-0.39	-0.35	-0.1
0.11	-3.76	5.65	-0.24	-0.34	0.11	-0.21
1.12	-0.04	0.13	0.14	-1.12	1.13	1.08
0.3	0.3	-1.27	-5.45	0.01	-0.35	-0.81
0.18	-0.42	-0.08	-0.56	0.28	0.66	0.86
0.54	-1.11	-2.7	-3.91	-0.2	0.15	-0.26
0.16	-2.35	0.13	-2.22	0.36	-0.73	-0.32
0.18	-1.07	1.84	2.06	-0.04	0.07	-0.13
0.64	4.62	1.38	-0.19	-0.06	0.01	-0.19
0.4	1.78	-0.29	1.74	0.02	-0.44	-0.01
0.37	-3.54	0.18	-2.93	-0.36	-0.02	-0.66
0.17	-4.34	-2.34	-2.87	-0.28	-0.24	-0.12
0.17	0.38	0.62	0.33	1.3	0.38	0.08
0.13	-1.24	0.25	-0.08	0.33	0.2	-0.63
0.4	-0.43	-3.01	-0.16	-0.47	0.39	-0.2
0.14	0.15	1.34	1.27	-0.37	0.21	0.25
0.1	-1.9	1.13	-1.19	-0.04	-0.36	-0.18
0.16	-6.86	-11.39	-9.9	-0.84	-1.16	-1.09
3.01	0.21	-0.18	0.47	-1.51	0.21	0.63
0.49	0.24	-0.21	0.41	-1.57	0.2	0.48
0.86	-0.59	0.87	0.08	-0.49	0.41	-0.15
2.32	0.26	0.47	-0.29	0.33	-0.17	-0.95
0.22	0.32	-0.07	0.12	1.43	0.05	-0.53
0.18	1.18	-1.34	-1.43	-0.05	-0.25	0.32
0.28	0.53	0.23	0.18	1.29	0.37	0.29
0.18	0.81	-1.99	-0.15	0.67	-0.39	0.48
0.3	-0.85	4.11	8.17	0.17	0.41	0.61
0.17	0.73	0.25	-0.17	0.07	0.45	0.76
1.17	3.93	2.67	1.69	-0.35	0.31	0.35
0.18	0.01	0.33	-2.71	0.06	0.26	-1.03
0.11	3.98	0.44	5.12	0.14	0.21	0.21
34.38	-0.12	0.18	0.33	0.79	-1.03	-0.96
5.3	-0.59	-0.38	-0.1	-0.66	-0.02	-0.16
0.54	-0.05	0.24	-0.36	0.24	-0.05	-0.04
0.58	0.26	1.15	-2.19	-0.56	0.18	-0.4
0.1	-0.54	-2.99	0.2	0.23	-0.44	-0.28
