Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.29	-0.3	0.85	-0.06	-0.22	-1.56
0.13	1.54	0.55	0.38	-0.18	0.02	0.57
0.22	-0.1	-0.96	-0.4	-0.6	-0.46	0.4
0.16	1.24	-0.4	0.47	0.67	0.49	0.81
0.15	-0.5	-0.42	0.07	-1.37	1.02	1.74
0.34	0.41	1.81	0.1	-0.36	-0.58	-0.61
0.27	-1.25	-1.37	-0.6	0.61	-0.28	-0.03
0.1	2.54	0.22	0.38	0.95	0.5	-0.02
0.27	-1.16	-0.65	1.01	-0.46	-0.36	-1.03
0.57	-0.48	1.48	0.23	0.23	1.04	0.43
0.15	0.07	-0.07	-0.44	0.02	-0.01	-1.93
0.11	-0.04	-0.78	0.38	0.04	0.17	0.45
0.29	-0.48	-0.49	-0.64	-0.51	0.64	-0.64
0.35	1.05	-1.68	2.36	0.32	-0.05	0.05
0.15	0.54	-0.08	0.38	-0.38	-0.28	0.48
0.14	-0.95	-0.3	-1.08	-1.26	-0.56	-0.69
0.47	1.41	-0.5	0.89	-0.38	-0.23	-0.14
1.05	-0.4	-0.65	2.12	0.04	-0.1	1.58
0.25	-1.24	-0.81	0.45	-0.22	-0.39	-1.17
0.33	-1.35	-0.76	0.75	-0.42	-0.33	-1.06
0.59	0.73	0.32	0.89	0.21	1.69	-1.04
0.39	1.42	0.12	0.87	0.82	0.3	0.17
0.39	-1.17	-0.31	0.21	-0.15	-0.15	-1.54
1.71	0.25	-0.82	0.73	0.57	-0.55	0.77
0.1	0.85	0.01	1.32	-0.75	0.72	0.49
0.18	0.78	0.32	1.27	-0.26	0.8	1.25
0.1	-0.68	1.01	1.26	-0.34	0.13	-0.11
0.52	-1.42	-0.82	-1.12	-1.0	-0.91	-0.64
0.22	-2.98	3.69	-0.38	-1.07	0.77	-0.58
0.22	-0.17	1.82	0.98	-0.45	-0.4	-0.53
0.18	-1.98	0.0	-1.17	-0.48	0.67	-0.05
0.27	0.78	0.55	0.84	-1.24	0.34	0.28
0.16	1.65	0.25	0.31	1.1	-0.48	-0.37
0.17	-0.34	-0.81	-0.26	-0.28	-1.34	0.93
0.35	-0.23	-0.72	-0.43	-1.68	-0.75	-1.01
0.7	-0.16	-0.25	0.44	0.16	-1.28	0.58
0.8	-0.53	0.16	-0.97	-1.24	-0.24	-1.21
0.11	-0.93	3.7	1.03	-0.59	0.64	-0.17
1.12	-0.15	-0.25	0.44	0.26	-1.5	0.32
0.3	1.17	0.26	0.81	0.29	-0.47	-0.32
0.18	0.95	-0.19	1.37	-0.47	0.67	0.03
0.54	-0.15	-0.32	-0.04	0.53	-1.78	-0.92
0.16	-1.05	2.13	1.44	-0.78	0.27	-0.55
0.18	0.54	0.28	0.76	-1.04	-0.77	-0.26
0.64	2.71	0.74	1.22	0.68	0.29	-0.25
0.4	-0.13	-0.68	0.34	-0.7	-0.76	0.23
0.37	1.88	0.24	0.83	-0.01	0.3	0.05
0.17	-0.44	-0.07	-1.0	-1.22	-0.54	-1.15
0.17	0.37	0.16	0.23	-0.86	0.46	0.36
0.13	0.6	-0.26	0.37	0.0	0.57	0.4
0.4	1.64	-0.98	0.81	0.13	-1.18	-0.02
0.14	-0.11	0.46	0.49	0.3	0.19	1.55
0.1	-0.73	-0.25	-0.33	-0.63	-1.03	0.27
0.16	-1.59	-3.99	-2.95	-0.91	-1.32	-1.21
3.01	1.5	-0.22	0.75	0.25	-0.92	0.13
0.49	1.48	-0.2	0.74	0.37	-1.02	0.75
0.86	1.39	0.06	0.72	1.05	0.1	0.43
2.32	1.45	0.43	0.13	-0.37	-0.07	-0.34
0.22	-0.66	0.97	-0.08	-0.6	0.35	0.82
0.18	0.67	0.5	0.18	0.03	-0.9	-0.09
0.28	-0.03	0.35	0.4	0.52	0.94	1.09
0.18	1.08	0.46	1.59	-0.29	0.9	0.46
0.3	-1.63	1.16	3.46	0.02	0.58	1.03
0.17	0.42	-0.03	0.87	-1.44	-0.11	0.15
1.17	2.51	0.29	1.11	0.87	0.46	0.19
0.18	1.78	0.76	1.8	0.54	0.05	-0.07
0.11	1.96	-0.74	2.36	0.63	0.08	0.85
34.38	0.81	0.24	0.92	-0.08	0.27	0.05
5.3	0.82	0.24	0.94	-1.34	-0.98	0.9
0.54	0.46	-1.07	-0.93	0.18	-0.56	-0.2
0.58	-0.03	-0.67	-1.23	-0.36	0.58	-0.22
0.1	1.9	0.16	1.06	0.23	0.54	-0.26
0.17	3.15	-2.03	1.74	1.26	-0.8	0.48
