Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.07	-0.76	-4.54	0.06	-0.12	-0.59
0.13	-0.62	1.13	-1.9	0.09	0.27	-0.27
0.22	0.65	-1.13	1.12	-0.16	-0.13	-0.46
0.16	-0.63	0.91	0.94	-0.59	-0.65	-0.96
0.15	-0.43	2.11	1.74	0.53	-0.03	-0.18
0.34	0.07	-1.65	2.13	0.25	0.13	0.49
0.27	-0.6	1.86	1.67	-0.72	0.29	0.42
0.1	4.54	1.83	0.84	0.13	0.22	0.14
0.27	0.86	0.56	-2.84	0.66	0.37	-0.22
0.57	1.16	1.38	1.54	0.11	-0.79	-0.11
0.15	-1.51	-1.28	-4.5	-0.31	-0.23	-0.4
0.11	0.13	0.61	0.88	-0.37	1.13	0.46
0.29	-0.06	-0.07	0.23	1.55	-0.28	-0.9
0.35	0.56	0.23	0.26	-1.56	1.08	-0.91
0.15	0.22	-0.6	0.21	-0.02	1.0	0.62
0.14	-3.47	-1.48	-1.93	-0.16	-0.08	0.01
0.47	-2.57	-7.16	2.11	-0.76	-1.95	0.4
1.05	0.2	-0.45	7.26	0.15	0.09	0.89
0.25	1.08	0.41	-2.91	0.57	0.37	-0.09
0.33	0.69	0.28	-3.03	0.67	0.38	-0.24
0.59	-1.61	-2.68	0.58	-0.16	-0.5	-0.11
0.39	-0.06	0.31	0.53	-1.27	-1.45	-1.66
0.39	1.1	0.09	-4.02	0.46	0.04	-0.39
1.71	-0.54	0.5	-0.12	-1.46	-0.78	-0.48
0.1	0.21	-0.88	0.4	-0.36	-0.09	0.24
0.18	-0.33	0.04	-0.19	1.07	-1.77	-0.84
0.1	0.42	0.22	0.31	0.92	0.12	0.29
0.52	-3.94	-3.25	-2.73	-0.33	-0.33	-0.19
0.22	-7.42	6.66	-2.92	-0.9	0.58	-0.53
0.22	3.9	-2.42	3.86	1.23	-0.54	0.87
0.18	0.2	0.2	0.28	0.72	-1.06	1.25
0.27	1.07	-0.73	-0.7	0.43	-0.32	-0.13
0.16	2.81	-1.33	-0.33	-0.32	-0.15	-0.04
0.17	0.04	0.08	0.66	0.42	2.01	-1.29
0.35	-4.53	0.71	-3.44	-0.57	0.36	-0.41
0.7	0.25	0.34	0.54	-1.93	0.54	1.04
0.8	-4.19	-1.13	-3.23	-0.51	-0.36	-0.17
0.11	-3.19	5.43	0.09	-0.4	0.19	-0.21
1.12	0.25	0.35	0.54	-0.8	1.28	0.68
0.3	0.27	-0.71	-4.08	0.05	-0.39	-1.01
0.18	-0.32	-0.69	-0.71	-0.45	0.11	-0.54
0.54	-0.8	-2.73	-3.35	-0.19	-0.08	-0.43
0.16	-2.67	1.16	-1.51	0.06	-0.57	-0.57
0.18	-0.9	1.56	1.92	-0.23	0.35	0.31
0.64	4.59	1.33	0.11	0.1	0.05	-0.2
0.4	1.49	0.44	1.45	0.42	-0.45	0.42
0.37	-2.85	0.19	-1.81	-0.59	-0.01	-0.83
0.17	-3.83	-1.93	-2.63	-0.39	-0.3	-0.19
0.17	0.54	-0.9	-0.37	-0.42	0.21	0.48
0.13	-0.62	-0.17	0.79	-1.19	0.16	-0.28
0.4	0.3	-3.31	0.15	-0.47	0.02	-0.2
0.14	0.36	0.29	0.39	0.73	1.78	0.62
0.1	-1.57	1.44	-0.75	-0.39	-0.04	-0.39
0.16	-5.58	-9.6	-8.21	-0.84	-1.17	-1.11
3.01	0.53	0.26	-0.53	0.71	-0.31	0.19
0.49	0.55	0.23	-0.59	0.53	-0.3	0.05
0.86	-0.01	0.26	0.16	0.07	-0.49	0.63
2.32	-0.16	0.14	0.58	-0.62	0.08	1.35
0.22	0.14	0.48	-0.69	-0.62	0.13	0.24
0.18	1.04	-0.76	-1.61	0.23	-0.5	-0.12
0.28	-0.12	-0.12	0.44	-0.98	-0.87	0.33
0.18	-0.38	-0.78	-0.67	0.79	-1.31	0.05
0.3	-1.1	3.46	7.18	0.16	0.44	0.67
0.17	-0.31	-0.05	0.09	0.08	-0.92	-1.16
1.17	3.94	2.11	1.55	-0.01	0.66	0.05
0.18	-0.1	-0.15	-0.64	0.07	0.34	-2.03
0.11	3.71	0.11	4.73	0.21	0.21	0.3
34.38	-0.08	-0.18	-0.26	-0.56	-0.83	-0.11
5.3	-0.06	0.05	-0.42	-0.44	0.36	-0.1
0.54	0.27	0.57	0.57	0.89	-1.31	-0.53
0.58	1.0	0.69	-1.24	-0.35	0.45	-0.88
0.1	-0.81	-1.96	0.57	0.1	-0.94	-0.17
