Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.08	-0.52	-3.15	0.12	-0.13	-0.94
0.13	-0.75	0.4	-0.65	0.04	0.54	-1.19
0.22	0.36	-0.06	1.0	0.6	-1.1	1.02
0.16	0.76	1.13	1.88	-0.68	0.32	-0.08
0.15	-1.2	1.73	1.75	0.28	0.43	0.18
0.34	-0.34	-1.34	0.75	0.15	-0.62	1.03
0.27	0.7	0.41	0.28	-0.18	1.37	1.14
0.1	4.1	1.36	0.58	0.35	0.31	0.14
0.27	-0.44	-0.23	-2.02	0.72	0.48	-0.72
0.57	0.64	2.33	1.37	0.41	-0.24	0.26
0.15	-0.89	-0.81	-3.55	-0.37	-0.29	-0.66
0.11	-0.79	0.33	0.35	0.1	-0.7	-0.05
0.29	-0.69	0.57	1.25	-0.45	-0.04	0.15
0.35	1.52	-1.12	1.74	-0.06	0.48	-0.52
0.15	-0.16	-0.75	-0.15	-0.16	-0.63	-0.52
0.14	-2.97	-1.24	-1.85	-0.4	-0.19	-0.1
0.47	-1.13	-3.47	1.35	-0.81	-2.09	0.45
1.05	-0.06	-0.6	5.52	0.14	0.07	1.02
0.25	-0.1	-0.34	-2.35	0.7	0.44	-0.57
0.33	-0.6	-0.45	-2.19	0.7	0.4	-0.72
0.59	-1.03	-1.31	0.67	-0.54	-1.07	0.06
0.39	1.73	0.87	1.36	-0.5	0.08	-0.01
0.39	0.18	-0.02	-3.02	0.54	0.09	-0.72
1.71	1.3	-0.02	1.26	-0.16	0.72	-0.47
0.1	0.08	-0.2	0.48	-0.43	0.63	1.41
0.18	-0.46	1.38	1.53	-0.39	-0.1	-0.63
0.1	0.23	-0.6	0.12	-0.01	0.19	-0.39
0.52	-3.23	-2.54	-2.28	-0.46	-0.45	-0.3
0.22	-5.73	5.56	-1.93	-0.94	0.62	-0.55
0.22	1.51	-1.32	2.13	1.4	-0.68	1.06
0.18	-1.46	1.03	-0.89	0.62	0.02	0.26
0.27	-0.18	0.44	0.58	-0.04	0.29	-0.75
0.16	3.03	-0.91	-0.2	0.09	-0.3	-0.1
0.17	-0.55	-1.64	1.11	0.13	0.37	0.21
0.35	-3.32	0.01	-2.56	-0.76	0.39	-0.57
0.7	0.28	-1.02	0.16	-0.11	0.98	-0.11
0.8	-3.13	-0.66	-2.72	-0.57	-0.5	-0.33
0.11	-2.39	4.97	0.48	-0.47	0.32	-0.21
1.12	0.29	-1.01	0.16	-0.01	0.77	-0.36
0.3	0.07	0.0	-1.9	0.14	-0.36	-1.44
0.18	-0.43	0.75	0.96	0.59	-0.09	-0.12
0.54	-0.43	-2.43	-2.39	-0.23	-0.28	-0.62
0.16	-2.48	1.98	-0.36	-0.27	-0.32	-0.67
0.18	0.03	0.16	0.55	-1.67	2.3	1.7
0.64	4.2	1.19	0.5	0.33	0.11	-0.22
0.4	-0.25	0.56	0.02	1.21	0.86	0.68
0.37	-1.15	0.3	-0.21	-1.37	0.03	-1.09
0.17	-2.89	-1.33	-2.26	-0.61	-0.3	-0.18
0.17	0.47	-0.3	-0.43	0.6	-0.76	-0.53
0.13	-0.49	-0.08	0.2	1.08	0.27	-0.88
0.4	1.1	-2.98	0.5	-0.38	-0.38	-0.17
0.14	-0.63	-0.4	0.11	-0.63	-0.9	0.23
0.1	-0.31	0.78	0.24	-1.0	1.13	-0.67
0.16	-4.01	-7.42	-6.16	-0.86	-1.2	-1.13
3.01	0.14	-0.73	0.88	-1.07	0.8	-0.59
0.49	0.13	-0.72	0.88	-0.32	0.31	0.2
0.86	1.14	-0.03	1.02	-1.06	-0.18	-0.4
2.32	0.09	0.14	0.53	0.77	-1.68	-0.18
0.22	0.01	-0.17	0.9	1.17	-0.53	-1.3
0.18	0.28	0.29	-0.62	0.65	-0.51	-1.14
0.28	0.02	0.14	0.48	-1.32	-3.49	-2.86
0.18	-0.55	1.4	0.6	-0.5	-0.5	-0.92
0.3	-1.37	2.62	5.87	0.14	0.48	0.76
0.17	0.49	-0.38	-0.04	0.61	0.71	0.36
1.17	3.72	1.42	1.47	0.19	0.24	0.08
0.18	2.0	0.38	0.69	-0.49	-0.31	-0.59
0.11	3.22	-0.28	4.05	0.32	0.21	0.45
34.38	0.15	0.1	0.51	0.06	0.66	1.1
5.3	0.14	0.11	0.52	0.9	-0.57	1.71
0.54	-0.1	-0.78	-0.2	-0.37	0.99	0.81
0.58	0.5	-0.17	0.91	1.38	-0.69	-0.51
0.1	0.12	0.62	0.26	-1.69	-0.87	0.24
