Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.05	-0.73	-4.42	0.06	-0.12	-0.62
0.13	-0.63	1.07	-1.84	0.07	0.3	-0.33
0.22	0.67	-1.09	1.21	-0.11	-0.22	-0.38
0.16	-0.49	1.03	1.13	-0.7	-0.51	-0.87
0.15	-0.54	2.11	1.77	0.51	0.02	-0.14
0.34	0.01	-1.67	2.03	0.25	0.08	0.54
0.27	-0.45	1.79	1.58	-0.75	0.36	0.47
0.1	4.51	1.79	0.81	0.16	0.23	0.14
0.27	0.72	0.48	-2.79	0.68	0.38	-0.26
0.57	1.14	1.53	1.55	0.16	-0.73	-0.06
0.15	-1.45	-1.24	-4.42	-0.31	-0.23	-0.42
0.11	0.21	0.31	0.73	-0.47	1.74	1.12
0.29	-0.37	0.01	0.44	1.28	-0.5	-1.11
0.35	0.84	0.02	0.47	-1.15	0.98	-1.04
0.15	0.21	-0.78	0.08	0.13	0.75	0.66
0.14	-3.43	-1.46	-1.93	-0.18	-0.09	-0.0
0.47	-2.42	-6.76	2.03	-0.77	-1.96	0.4
1.05	0.17	-0.47	7.08	0.15	0.08	0.9
0.25	0.96	0.33	-2.89	0.58	0.38	-0.13
0.33	0.55	0.2	-2.98	0.68	0.39	-0.28
0.59	-1.58	-2.57	0.61	-0.19	-0.54	-0.1
0.39	0.24	0.55	0.81	-1.54	-0.88	-1.09
0.39	1.0	0.09	-3.93	0.47	0.04	-0.42
1.71	-0.22	0.63	-0.01	-1.63	-0.53	-0.59
0.1	0.28	-0.84	0.35	-0.28	-0.31	0.3
0.18	-0.51	0.37	0.0	0.73	-1.45	-1.09
0.1	0.18	0.21	0.31	1.31	0.02	-0.33
0.52	-3.87	-3.19	-2.69	-0.34	-0.34	-0.2
0.22	-7.24	6.55	-2.82	-0.9	0.58	-0.53
0.22	3.64	-2.31	3.68	1.24	-0.55	0.88
0.18	0.04	0.41	0.08	0.85	-1.0	0.76
0.27	0.98	-0.65	-0.67	0.51	-0.38	-0.2
0.16	2.87	-1.3	-0.32	-0.28	-0.17	-0.05
0.17	-0.06	-0.29	0.87	0.52	1.55	-0.79
0.35	-4.41	0.64	-3.36	-0.59	0.37	-0.42
0.7	0.16	0.16	0.48	0.69	0.42	0.05
0.8	-4.09	-1.08	-3.18	-0.64	-0.02	-0.24
0.11	-3.11	5.39	0.13	-0.41	0.2	-0.21
1.12	0.17	0.16	0.47	0.88	0.32	-0.23
0.3	0.25	-0.63	-3.87	0.07	-0.39	-1.04
0.18	-0.22	-0.7	-0.58	-0.5	-0.07	-0.7
0.54	-0.76	-2.71	-3.26	-0.19	-0.1	-0.45
0.16	-2.68	1.28	-1.4	0.02	-0.54	-0.58
0.18	-0.85	1.48	1.85	-0.26	0.41	0.37
0.64	4.57	1.32	0.15	0.12	0.06	-0.21
0.4	1.39	0.53	1.35	0.52	-0.42	0.49
0.37	-2.72	0.19	-1.64	-0.71	-0.03	-0.84
0.17	-3.75	-1.87	-2.59	-0.41	-0.31	-0.2
0.17	0.62	-0.93	-0.46	-0.33	0.07	0.4
0.13	-0.35	-0.19	0.83	-1.48	-0.03	-0.04
0.4	0.4	-3.31	0.19	-0.47	-0.02	-0.2
0.14	0.16	-0.05	0.34	1.17	1.47	0.09
0.1	-1.48	1.44	-0.67	-0.44	0.02	-0.42
0.16	-5.41	-9.37	-7.99	-0.84	-1.18	-1.11
3.01	0.38	0.31	-0.55	0.87	-0.23	-0.17
0.49	0.36	0.3	-0.57	0.89	0.09	0.69
0.86	-0.02	0.34	0.06	0.05	-0.33	0.33
2.32	-0.04	0.09	0.36	-0.6	0.19	0.66
0.22	0.26	0.44	-0.71	-0.57	0.27	0.01
0.18	0.99	-0.66	-1.58	0.27	-0.53	-0.19
0.28	-0.0	0.17	0.4	-0.12	-1.57	0.07
0.18	-0.53	-0.49	-0.66	0.67	-1.46	-0.12
0.3	-1.13	3.37	7.05	0.16	0.44	0.68
0.17	-0.33	0.12	0.33	-0.01	-0.78	-1.1
1.17	3.93	2.04	1.54	0.13	0.55	-0.01
0.18	0.06	-0.19	-0.19	-2.68	-0.25	-0.28
0.11	3.66	0.07	4.67	0.23	0.21	0.32
34.38	-0.06	-0.2	-0.24	-0.85	-0.45	0.48
5.3	0.01	-0.09	-0.32	-0.08	1.12	-0.97
0.54	0.09	0.76	0.66	0.88	-0.58	-0.29
0.58	1.07	0.6	-1.05	-0.29	0.49	-0.96
0.1	-0.83	-1.76	0.6	0.06	-1.04	-0.13
