Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.2	-0.4	-2.17	0.13	-0.12	-1.24
0.13	-0.3	-0.08	0.78	-1.49	-0.17	-1.44
0.22	-0.71	-0.1	-0.04	0.57	1.01	0.2
0.16	1.28	0.72	1.76	-0.44	0.54	0.35
0.15	-1.37	1.23	1.5	0.06	0.66	0.39
0.34	-0.34	-0.36	-0.24	-0.24	-1.62	0.88
0.27	0.3	-0.77	-0.38	0.85	0.99	0.39
0.1	3.74	1.03	0.47	0.44	0.39	0.1
0.27	-1.05	-0.63	-1.2	0.56	0.33	-1.08
0.57	0.23	2.41	1.09	0.46	0.08	0.37
0.15	-0.53	-0.52	-2.84	-0.4	-0.33	-0.9
0.11	-0.19	0.11	0.45	0.39	2.49	0.34
0.29	0.03	0.08	0.33	-0.8	1.53	3.1
0.35	1.48	-1.47	2.12	0.13	0.29	-0.32
0.15	0.23	0.23	-0.15	-0.67	-0.71	-0.21
0.14	-2.52	-1.03	-1.72	-0.57	-0.27	-0.18
0.47	-0.36	-1.44	0.9	-0.88	-2.38	0.56
1.05	-0.2	-0.65	4.53	0.14	0.05	1.13
0.25	-0.72	-0.73	-1.67	0.61	0.38	-0.9
0.33	-1.18	-0.77	-1.39	0.54	0.27	-1.02
0.59	-0.24	0.05	0.48	-1.76	-2.6	0.71
0.39	2.02	0.71	1.29	-0.14	0.26	0.17
0.39	-0.34	-0.13	-2.25	0.57	0.16	-1.0
1.71	1.21	-0.61	1.48	0.31	0.54	-0.03
0.1	-0.28	0.19	0.11	0.23	-1.81	-0.33
0.18	-0.04	1.29	1.92	-0.5	0.27	-0.22
0.1	-0.17	0.23	0.42	1.85	-2.53	0.35
0.52	-2.76	-2.09	-1.98	-0.56	-0.54	-0.36
0.22	-4.85	4.98	-1.43	-0.97	0.65	-0.56
0.22	0.13	-0.55	0.99	1.61	-1.14	1.57
0.18	-1.92	0.92	-1.06	0.38	0.23	0.12
0.27	-0.16	0.02	-0.01	0.88	0.2	-0.09
0.16	2.84	-0.6	-0.09	0.32	-0.38	-0.14
0.17	-0.61	-1.8	0.84	0.01	-0.03	0.37
0.35	-2.55	-0.35	-1.99	-0.93	0.39	-0.67
0.7	0.23	-1.43	0.4	0.07	0.23	-0.08
0.8	-2.45	-0.39	-2.33	-0.91	-0.34	-0.46
0.11	-1.94	4.64	0.67	-0.51	0.4	-0.21
1.12	0.24	-1.43	0.4	0.17	0.01	-0.33
0.3	-0.08	0.26	-0.3	0.21	-0.09	-2.26
0.18	-0.51	0.29	0.62	-0.94	1.26	0.96
0.54	-0.23	-2.08	-1.75	-0.18	-0.48	-0.77
0.16	-2.16	2.2	0.26	-0.43	-0.16	-0.68
0.18	-0.43	0.31	0.29	1.01	-0.37	0.53
0.64	3.83	1.08	0.71	0.48	0.14	-0.23
0.4	-0.88	-0.46	0.0	0.15	0.96	-0.4
0.37	0.63	0.39	0.73	-1.51	-0.24	-0.35
0.17	-2.27	-1.02	-2.04	-0.75	-0.39	-0.3
0.17	-0.61	0.29	0.64	1.02	-0.04	-0.98
0.13	-0.58	0.07	0.85	-0.9	-0.63	-0.16
0.4	1.41	-2.54	0.65	-0.29	-0.59	-0.14
0.14	0.65	0.15	0.11	-0.85	-0.22	-0.6
0.1	-0.33	-0.71	0.48	0.66	0.8	0.32
0.16	-3.22	-6.31	-5.11	-0.87	-1.22	-1.15
3.01	0.91	-1.04	1.1	-0.63	-0.01	0.03
0.49	0.91	-1.04	1.08	-1.03	0.27	-0.59
0.86	1.84	0.16	1.22	-0.53	-0.22	-0.05
2.32	-0.26	0.22	0.89	-0.11	0.18	-0.6
0.22	-0.84	0.54	1.21	0.56	-0.72	0.34
0.18	-0.26	-0.11	0.79	-0.22	1.66	-0.51
0.28	-0.22	0.28	0.49	-0.62	4.11	2.52
0.18	0.01	1.52	1.32	-0.68	0.19	-0.62
0.3	-1.49	2.16	5.14	0.11	0.51	0.83
0.17	-0.42	-0.48	-0.05	1.01	-0.59	-0.34
1.17	3.47	1.07	1.4	0.37	0.3	0.09
0.18	2.24	0.62	1.2	-0.06	-0.2	-0.52
0.11	2.88	-0.46	3.59	0.4	0.19	0.54
34.38	-0.17	0.07	0.41	0.69	-0.91	-0.11
5.3	-0.17	0.08	0.41	-2.23	3.63	0.8
0.54	0.22	-1.32	-0.73	-0.34	0.28	0.4
0.58	-0.73	0.34	0.19	0.31	0.22	1.6
0.1	1.3	0.84	0.41	-0.89	0.11	-0.34
0.17	5.31	-3.39	2.54	1.11	-0.7	0.41
