Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.0	0.11	2.01	-0.44	-0.5	-0.68
0.13	1.15	-0.05	0.26	0.93	0.72	-0.42
0.22	-0.26	0.05	-0.49	0.76	-1.05	-0.48
0.16	0.18	-0.5	-0.12	1.48	-0.38	0.29
0.15	-0.42	-0.29	-1.27	0.2	-0.1	0.32
0.34	0.71	2.13	0.75	-0.25	-0.06	-0.64
0.27	-1.63	-0.85	-0.52	0.11	-0.7	-0.11
0.1	1.24	-0.24	0.53	1.76	0.25	-0.32
0.27	-0.47	-0.12	1.82	-0.83	-0.67	-0.52
0.57	-0.43	-0.1	-0.08	-1.01	2.27	-0.13
0.15	-0.17	0.25	1.34	0.04	-0.56	-1.13
0.11	-0.29	-0.15	-0.26	0.5	-1.75	0.19
0.29	0.06	-0.21	0.23	-0.69	-0.95	-1.47
0.35	0.68	-1.52	2.19	0.39	-0.29	0.3
0.15	0.57	0.33	0.36	0.36	-0.19	-0.63
0.14	0.23	0.01	0.35	-0.33	-0.04	-2.22
0.47	1.29	0.12	0.86	0.78	-0.96	0.32
1.05	-0.26	-0.33	0.19	-0.44	-0.97	2.47
0.25	-0.72	-0.23	1.43	-0.8	-0.73	-0.69
0.33	-0.66	-0.28	1.61	-0.91	-0.61	-0.57
0.59	0.72	0.17	0.78	0.52	0.73	-0.83
0.39	0.5	0.34	0.95	0.24	0.23	-0.35
0.39	-0.54	0.01	1.47	-1.03	-0.43	-0.79
1.71	-0.31	0.22	-0.14	0.22	-0.7	0.1
0.1	1.06	-0.2	0.37	0.46	-0.56	0.8
0.18	0.91	0.58	0.91	0.27	0.35	0.08
0.1	-0.09	0.7	1.04	-0.81	0.56	0.62
0.52	-0.02	0.16	-0.03	-1.38	-0.46	-2.04
0.22	-1.85	2.84	0.21	-1.17	0.91	-0.58
0.22	0.25	1.88	1.42	-0.4	0.2	-0.32
0.18	-1.13	-0.6	-1.05	-1.19	0.39	-0.24
0.27	0.91	-0.14	0.77	1.64	0.18	0.62
0.16	0.18	0.31	0.99	1.44	0.58	-0.61
0.17	-0.45	0.09	-0.12	-0.77	0.15	-1.12
0.35	0.64	0.47	0.8	-0.4	-1.01	-1.6
0.7	-0.01	0.96	1.07	0.72	0.16	-1.26
0.8	0.25	-0.05	0.76	-0.03	0.15	-1.69
0.11	-0.3	2.94	1.18	-0.64	0.86	-0.12
1.12	-0.01	0.96	1.07	-0.89	-0.88	-0.73
0.3	0.4	-0.22	0.67	0.42	0.47	0.87
0.18	1.11	-0.42	0.76	0.24	-0.4	0.93
0.54	0.01	1.08	0.87	-0.57	-0.7	-0.8
0.16	-0.17	1.69	1.89	-0.93	0.6	-0.3
0.18	1.21	-0.06	1.04	0.34	0.6	0.33
0.64	1.77	0.34	1.36	1.24	0.51	0.04
0.4	0.16	0.45	-0.01	0.41	-0.9	-0.05
0.37	1.43	-0.04	0.81	1.13	0.2	0.06
0.17	0.12	0.06	0.77	0.18	0.41	-1.72
0.17	0.67	-0.15	0.3	0.22	0.02	-0.55
0.13	0.21	-0.36	0.14	0.94	-0.52	0.08
0.4	1.06	0.5	0.78	1.38	-1.4	0.15
0.14	0.17	-0.32	0.39	0.16	-0.08	-0.08
0.1	0.22	0.17	-0.1	-0.6	0.17	-1.01
0.16	-0.64	-2.56	-1.68	-0.94	-1.49	-1.3
3.01	0.43	0.47	0.8	1.53	0.31	-0.47
0.49	0.41	0.48	0.78	1.52	0.25	-0.02
0.86	0.11	0.17	0.79	0.96	-0.49	-0.11
2.32	1.36	0.34	0.7	0.71	0.38	-0.71
0.22	0.04	0.12	-0.64	-0.7	1.28	-0.01
0.18	0.38	0.91	0.53	0.44	0.19	-0.49
0.28	-0.28	-0.15	0.11	-1.39	0.32	1.46
0.18	0.85	-0.14	0.46	0.88	-0.54	1.31
0.3	-1.59	0.54	2.31	-0.12	0.64	1.23
0.17	0.92	0.45	1.17	0.35	0.17	-0.11
1.17	1.48	-0.22	0.78	1.32	0.63	0.43
0.18	1.04	0.58	1.6	0.92	0.31	0.59
0.11	1.19	-0.7	1.33	0.93	-0.22	1.22
34.38	0.9	0.12	0.65	0.01	-0.15	0.1
5.3	0.89	0.13	0.64	2.23	0.55	1.87
0.54	-0.2	-0.23	-0.43	1.2	-0.99	-0.9
0.58	-0.08	-0.8	-0.42	0.62	-0.53	-1.06
0.1	1.28	-0.29	1.1	1.02	0.17	0.28
0.17	1.78	-1.12	1.2	1.47	-1.01	0.59
0.24	-0.91	0.06	0.91	-0.65	-0.42	-1.09
