Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	1.07	0.8	1.66	-0.47	0.33	1.15
0.13	-0.75	0.51	-0.7	0.5	0.63	1.49
0.22	1.04	-0.04	1.08	-2.15	0.72	1.05
0.16	0.99	-0.04	1.09	-1.91	0.64	0.28
0.15	0.07	-0.49	-0.19	-0.35	1.01	0.23
0.34	0.92	1.08	1.74	0.04	1.13	-0.13
0.27	-0.27	0.33	0.15	-1.22	0.71	-0.59
0.1	-1.19	1.22	-0.19	0.1	0.06	0.79
0.27	1.33	0.5	0.54	0.04	0.73	1.61
0.57	0.07	0.22	0.51	0.46	0.63	-0.04
0.15	0.75	0.71	1.47	-0.92	0.45	0.94
0.11	1.12	-0.1	0.94	-0.79	1.69	1.35
0.29	1.1	-0.07	1.0	-1.07	1.38	1.5
0.35	-0.11	0.02	0.49	0.1	-1.27	1.7
0.15	0.37	-0.42	-0.05	-0.43	1.11	0.53
0.14	0.82	0.66	1.38	-0.61	0.04	0.87
0.47	0.26	-0.31	-0.36	-0.6	0.53	1.08
1.05	1.12	-0.1	0.97	-0.76	1.45	1.5
0.25	1.47	0.64	0.7	-0.21	0.54	1.02
0.33	1.54	0.61	0.59	-0.37	0.61	1.19
0.59	-0.1	0.5	0.62	0.07	0.69	0.11
0.39	0.54	-0.71	-0.16	-0.22	1.25	0.79
0.39	1.36	0.45	0.63	0.38	0.46	1.17
1.71	0.44	-0.44	-0.45	0.29	0.04	1.04
0.1	-1.13	-0.2	-0.52	-0.09	0.57	1.8
0.18	-1.1	-0.17	-0.5	-0.14	0.86	2.01
0.1	0.23	-0.5	-0.34	-0.88	0.13	0.54
0.52	1.32	0.43	0.61	-0.62	0.36	0.94
0.22	1.09	-0.16	0.92	-0.44	1.46	1.75
0.22	1.01	-0.27	0.92	-0.26	0.76	1.59
0.18	-0.12	0.38	0.61	0.16	-0.0	0.05
0.27	-1.26	0.88	-0.16	0.03	0.41	0.76
0.16	0.26	0.03	-0.94	-0.44	-0.15	1.29
0.17	0.92	-0.09	1.03	0.08	1.0	0.43
0.35	0.61	0.81	2.12	0.06	0.36	0.23
0.7	1.03	-0.28	0.91	0.08	1.13	1.14
0.8	1.33	0.44	0.68	-0.58	0.39	0.62
0.11	1.05	-0.16	0.9	-0.53	1.16	1.84
1.12	1.04	-0.28	0.91	-0.85	1.08	1.65
0.3	0.02	-0.49	-0.21	-0.37	0.55	0.62
0.18	-1.05	-0.05	-0.55	1.24	-1.4	1.63
0.54	1.08	-0.28	0.9	-0.31	0.93	1.36
0.16	1.31	-0.33	0.91	0.31	0.68	1.37
0.18	-1.03	-0.06	-0.59	1.25	-0.75	1.46
0.64	-1.11	0.71	-0.37	0.7	-0.41	-0.01
0.4	0.16	-0.59	-0.14	0.17	0.56	0.44
0.37	-0.15	0.25	0.34	0.01	1.58	0.72
0.17	1.11	0.51	0.62	-0.33	0.37	1.46
0.17	0.77	0.27	1.1	0.0	0.82	0.08
0.13	-0.15	0.04	0.1	-0.83	1.23	1.34
0.4	-1.09	-0.04	-0.42	-0.63	1.27	2.7
0.14	0.43	-0.69	-0.14	0.17	0.97	-0.0
0.1	0.88	0.55	1.53	-0.81	-0.17	0.88
0.16	0.04	-0.41	-0.05	0.01	0.39	0.83
3.01	0.2	-0.14	-0.91	-0.03	0.24	1.14
0.49	0.17	-0.11	-0.95	0.1	0.19	1.33
0.86	0.18	-0.57	-0.42	-0.23	0.72	0.64
2.32	-1.33	0.91	-0.12	0.75	-0.07	0.31
0.22	-0.35	-0.17	0.38	0.04	-1.41	0.31
0.18	0.24	0.03	-0.97	-0.43	-0.11	1.41
0.28	-0.23	0.28	-0.16	1.27	-2.1	-2.2
0.18	0.33	-0.6	-0.44	0.33	-0.44	0.86
0.3	0.03	-0.39	-1.03	-1.68	-0.22	1.45
0.17	-1.19	0.06	-0.53	1.08	0.59	0.39
1.17	-0.14	0.25	0.35	-0.23	0.98	0.28
0.18	0.17	-0.76	-0.14	-0.55	0.61	1.13
0.11	-1.32	0.93	-0.39	0.76	0.16	-0.32
34.38	-1.1	-0.04	-0.51	0.35	0.81	1.3
5.3	-1.12	-0.08	-0.56	-0.31	0.69	0.34
0.54	0.51	0.72	1.76	-1.2	0.07	-0.17
0.58	1.15	0.08	1.11	-0.31	1.46	-0.51
0.1	-0.24	0.23	0.4	-0.28	1.09	0.58
0.17	-1.1	-0.07	-0.55	0.19	-1.71	0.81
0.24	1.53	0.54	0.77	-0.42	0.4	0.98
