Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.3	-0.32	-0.07	-0.2	0.15	-1.91
0.13	1.33	0.51	0.69	-0.63	-0.19	0.64
0.22	-0.45	-1.0	-0.21	-0.72	0.2	0.29
0.16	1.48	-0.1	0.93	0.25	0.63	0.89
0.15	-1.01	0.11	0.69	-0.73	1.02	0.92
0.34	0.21	1.44	-0.19	-0.41	-0.88	-0.5
0.27	-0.89	-1.44	-0.6	0.81	0.02	0.03
0.1	2.97	0.47	0.38	0.75	0.46	0.03
0.27	-1.33	-0.79	0.44	-0.19	-0.17	-1.22
0.57	-0.33	1.93	0.47	0.33	0.72	0.51
0.15	-0.02	-0.14	-1.31	-0.29	-0.24	-1.49
0.11	-0.06	-0.57	0.56	-0.11	0.62	0.3
0.29	-0.39	-0.47	-0.68	0.76	-0.34	0.3
0.35	1.2	-1.69	2.36	0.28	0.05	-0.05
0.15	0.28	-0.08	0.67	-0.5	0.47	0.52
0.14	-1.52	-0.56	-1.35	-0.98	-0.46	-0.42
0.47	1.12	-0.49	0.78	-0.75	0.24	-0.29
1.05	-0.36	-0.68	2.88	0.1	-0.02	1.39
0.25	-1.27	-0.95	-0.18	0.11	-0.14	-1.27
0.33	-1.49	-0.89	0.17	-0.14	-0.16	-1.2
0.59	0.85	0.75	0.57	-0.04	0.42	-0.45
0.39	1.77	0.16	0.92	1.11	-0.0	0.06
0.39	-1.1	-0.34	-0.59	0.38	0.04	-1.51
1.71	0.56	-0.99	1.09	0.61	-0.11	0.6
0.1	0.45	0.41	1.35	-0.82	0.76	-0.37
0.18	0.61	0.68	1.71	-0.41	0.63	0.6
0.1	-0.78	1.03	1.15	-0.07	-0.04	-0.32
0.52	-1.87	-1.24	-1.41	-0.81	-0.76	-0.52
0.22	-3.52	4.06	-0.68	-1.03	0.73	-0.57
0.22	-0.4	1.43	0.78	-0.33	-0.97	-0.24
0.18	-2.14	0.34	-1.17	-0.17	0.65	0.03
0.27	0.1	0.31	0.89	-0.94	-0.64	-0.4
0.16	2.13	-0.0	0.15	0.78	-0.5	-0.25
0.17	-0.48	-1.3	0.16	-0.24	-0.72	0.74
0.35	-1.05	-0.77	-0.95	-1.39	0.17	-0.95
0.7	-0.03	-0.86	0.56	0.2	-0.85	0.25
0.8	-1.15	0.05	-1.5	-0.8	-0.57	-0.87
0.11	-1.23	4.01	0.93	-0.57	0.56	-0.19
1.12	-0.03	-0.86	0.56	0.3	-1.06	-0.0
0.3	1.08	-0.01	0.68	-0.55	-0.5	-0.23
0.18	0.65	0.19	1.19	-0.72	0.85	-0.8
0.54	-0.05	-1.1	-0.55	-0.03	-1.15	-1.08
0.16	-1.42	2.23	1.14	-0.68	0.13	-0.62
0.18	0.04	-0.02	0.6	-0.95	-0.17	-0.52
0.64	3.03	0.86	1.06	0.64	0.17	-0.35
0.4	-0.48	-0.93	0.37	-0.62	-0.22	-0.07
0.37	1.78	0.37	0.85	-0.38	0.2	0.02
0.17	-1.06	-0.36	-1.46	-1.14	-0.59	-0.69
0.17	-0.23	0.08	0.76	-1.05	0.14	0.87
0.13	0.54	0.16	0.64	-0.29	1.13	0.68
0.4	1.66	-1.53	0.79	-0.05	-0.96	-0.07
0.14	0.26	0.32	0.94	0.95	-0.36	0.42
0.1	-0.81	-0.74	-0.13	0.18	-0.73	0.45
0.16	-2.05	-4.65	-3.57	-0.9	-1.28	-1.19
3.01	1.49	-0.62	0.9	-0.11	-0.66	0.35
0.49	1.48	-0.61	0.87	-0.45	-0.5	0.31
0.86	1.77	0.17	0.94	0.33	0.04	0.41
2.32	1.17	0.36	0.03	-0.74	-0.22	-0.07
0.22	-0.92	1.05	0.34	-0.37	-0.01	0.81
0.18	0.56	-0.04	0.26	-0.4	-1.12	0.44
0.28	0.1	0.31	0.45	-0.38	-0.84	-1.09
0.18	0.87	0.87	1.72	-0.5	0.73	0.06
0.3	-1.61	1.45	3.97	0.06	0.56	0.96
0.17	-0.26	0.04	0.82	-1.17	0.35	-0.43
1.17	2.86	0.51	1.21	0.63	0.34	0.18
0.18	2.01	0.76	1.72	0.38	-0.02	-0.24
0.11	2.26	-0.68	2.76	0.54	0.13	0.73
34.38	0.61	0.29	0.86	-0.37	0.16	-0.64
5.3	0.63	0.3	0.86	-0.83	0.22	-0.43
0.54	0.49	-1.29	-0.98	-0.03	-0.31	-0.01
0.58	-0.26	-0.35	-1.19	-0.53	0.64	0.38
0.1	1.94	0.42	0.9	-0.1	0.48	-0.35
