Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.03	-0.69	-4.22	0.07	-0.12	-0.67
0.13	-0.65	0.97	-1.72	0.04	0.36	-0.44
0.22	0.69	-1.0	1.31	-0.02	-0.37	-0.25
0.16	-0.27	1.16	1.37	-0.77	-0.31	-0.69
0.15	-0.69	2.09	1.81	0.47	0.11	-0.08
0.34	-0.06	-1.69	1.85	0.25	0.0	0.62
0.27	-0.21	1.67	1.42	-0.78	0.48	0.55
0.1	4.46	1.72	0.77	0.19	0.24	0.14
0.27	0.51	0.36	-2.7	0.69	0.4	-0.33
0.57	1.07	1.74	1.56	0.23	-0.64	0.01
0.15	-1.35	-1.16	-4.28	-0.32	-0.24	-0.46
0.11	0.39	0.04	0.33	-0.2	0.59	1.13
0.29	-0.65	0.17	0.75	0.65	-0.53	-0.91
0.35	1.12	-0.26	0.78	-0.73	0.83	-0.98
0.15	0.14	-0.96	-0.12	0.34	0.41	0.59
0.14	-3.37	-1.43	-1.93	-0.22	-0.11	-0.02
0.47	-2.18	-6.15	1.91	-0.77	-1.97	0.4
1.05	0.13	-0.49	6.8	0.15	0.08	0.92
0.25	0.78	0.22	-2.84	0.61	0.39	-0.2
0.33	0.34	0.08	-2.88	0.69	0.39	-0.35
0.59	-1.51	-2.39	0.64	-0.23	-0.62	-0.08
0.39	0.66	0.72	1.05	-1.19	-0.39	-0.58
0.39	0.86	0.07	-3.8	0.48	0.05	-0.47
1.71	0.28	0.72	0.22	-1.54	-0.02	-0.93
0.1	0.34	-0.69	0.25	-0.1	-0.68	0.33
0.18	-0.66	0.74	0.35	0.29	-1.0	-1.11
0.1	-0.16	0.27	0.52	0.52	-0.32	-0.83
0.52	-3.76	-3.08	-2.62	-0.36	-0.36	-0.22
0.22	-6.96	6.37	-2.65	-0.91	0.59	-0.53
0.22	3.26	-2.13	3.41	1.26	-0.56	0.9
0.18	-0.31	0.71	-0.23	1.17	-0.71	0.91
0.27	0.8	-0.52	-0.59	0.67	-0.49	-0.34
0.16	2.94	-1.24	-0.31	-0.21	-0.19	-0.06
0.17	-0.2	-0.69	1.05	0.41	1.14	-0.43
0.35	-4.23	0.53	-3.22	-0.61	0.37	-0.44
0.7	-0.1	0.18	0.61	1.33	0.16	-0.7
0.8	-3.93	-1.01	-3.11	-0.65	-0.2	-0.22
0.11	-2.98	5.32	0.2	-0.42	0.22	-0.21
1.12	-0.1	0.18	0.61	0.04	-0.82	-0.39
0.3	0.23	-0.51	-3.54	0.09	-0.39	-1.09
0.18	-0.06	-0.62	-0.32	-0.54	-0.48	-1.04
0.54	-0.7	-2.67	-3.12	-0.2	-0.12	-0.48
0.16	-2.67	1.44	-1.22	-0.03	-0.5	-0.6
0.18	-0.77	1.34	1.72	-0.32	0.51	0.48
0.64	4.52	1.3	0.21	0.16	0.07	-0.21
0.4	1.21	0.65	1.19	0.69	-0.36	0.61
0.37	-2.49	0.22	-1.39	-0.8	-0.1	-0.79
0.17	-3.61	-1.77	-2.53	-0.44	-0.33	-0.22
0.17	0.7	-0.92	-0.56	-0.2	-0.1	0.27
0.13	0.19	-0.07	0.7	-1.86	-0.85	1.55
0.4	0.54	-3.3	0.25	-0.46	-0.09	-0.2
0.14	-0.23	-0.39	0.33	1.15	0.8	0.05
0.1	-1.33	1.42	-0.53	-0.53	0.11	-0.47
0.16	-5.15	-9.01	-7.65	-0.85	-1.18	-1.11
3.01	0.07	0.34	-0.48	1.04	0.05	-0.39
0.49	0.11	0.32	-0.51	1.11	-0.15	-0.84
0.86	-0.05	0.41	0.02	0.17	-0.03	-0.06
2.32	0.11	-0.03	0.2	-0.47	-0.66	-0.32
0.22	0.41	0.33	-0.66	-0.41	0.44	-0.38
0.18	0.9	-0.49	-1.5	0.32	-0.56	-0.31
0.28	-0.01	0.56	0.42	-0.15	-0.69	-0.36
0.18	-0.7	-0.03	-0.57	0.42	-1.51	-0.48
0.3	-1.18	3.23	6.84	0.15	0.45	0.69
0.17	-0.2	0.34	0.65	-0.91	-0.64	-0.92
1.17	3.92	1.93	1.52	0.07	0.24	0.05
0.18	0.68	-0.09	-0.1	-1.7	-0.36	-0.41
0.11	3.59	0.0	4.57	0.24	0.21	0.34
34.38	-0.06	-0.18	-0.09	0.2	2.84	0.66
5.3	-0.18	0.05	-0.21	-0.04	-0.51	-0.1
0.54	-0.16	0.82	0.69	0.69	0.16	0.03
0.58	1.14	0.44	-0.74	-0.16	0.56	-1.1
0.1	-0.84	-1.41	0.63	-0.03	-1.21	-0.04
