Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.03	-0.59	-3.61	0.09	-0.13	-0.83
0.13	-0.69	0.63	-1.18	0.18	0.38	-0.9
0.22	0.58	-0.54	1.31	0.3	-0.78	0.29
0.16	0.39	1.24	1.78	-0.78	0.1	-0.33
0.15	-1.03	1.92	1.81	0.37	0.31	0.07
0.34	-0.25	-1.57	1.24	0.21	-0.31	0.88
0.27	0.43	1.07	0.85	-0.76	1.08	0.92
0.1	4.27	1.51	0.66	0.29	0.28	0.14
0.27	-0.07	0.01	-2.35	0.72	0.46	-0.55
0.57	0.83	2.17	1.48	0.35	-0.4	0.17
0.15	-1.07	-0.96	-3.86	-0.35	-0.27	-0.57
0.11	-0.41	-0.11	0.27	1.31	-0.89	-0.67
0.29	-0.83	0.5	1.22	-0.1	-0.23	-0.24
0.35	1.45	-0.84	1.44	-0.21	0.6	-0.66
0.15	-0.21	-0.97	-0.35	0.29	-0.51	-0.08
0.14	-3.15	-1.33	-1.89	-0.32	-0.16	-0.07
0.47	-1.54	-4.52	1.57	-0.79	-2.03	0.42
1.05	0.01	-0.56	6.03	0.15	0.08	0.98
0.25	0.26	-0.12	-2.6	0.67	0.43	-0.4
0.33	-0.24	-0.25	-2.51	0.71	0.41	-0.56
0.59	-1.26	-1.8	0.68	-0.39	-0.85	-0.02
0.39	1.42	0.88	1.32	-0.72	-0.04	-0.15
0.39	0.45	0.02	-3.36	0.52	0.07	-0.61
1.71	1.12	0.35	0.95	-0.56	0.7	-0.73
0.1	0.18	0.33	0.48	0.61	-0.36	-1.23
0.18	-0.63	1.26	1.16	-0.25	-0.36	-0.83
0.1	0.17	-0.32	0.07	-0.28	0.9	0.18
0.52	-3.45	-2.76	-2.43	-0.41	-0.41	-0.27
0.22	-6.21	5.88	-2.21	-0.93	0.61	-0.54
0.22	2.2	-1.65	2.64	1.33	-0.62	0.97
0.18	-1.1	1.01	-0.73	0.79	-0.14	0.4
0.27	0.01	-0.0	0.09	1.21	-1.01	-1.8
0.16	3.04	-1.06	-0.25	-0.03	-0.26	-0.08
0.17	-0.46	-1.39	1.18	0.22	0.61	0.05
0.35	-3.69	0.21	-2.84	-0.69	0.39	-0.51
0.7	0.2	-0.41	0.09	-0.34	1.66	0.25
0.8	-3.46	-0.8	-2.89	-0.75	-0.11	-0.31
0.11	-2.63	5.12	0.37	-0.45	0.28	-0.21
1.12	0.2	-0.41	0.09	-0.25	1.45	-0.0
0.3	0.14	-0.19	-2.59	0.12	-0.39	-1.27
0.18	-0.02	0.51	0.74	1.03	-0.95	-0.77
0.54	-0.54	-2.55	-2.7	-0.21	-0.2	-0.56
0.16	-2.59	1.8	-0.7	-0.17	-0.39	-0.65
0.18	-0.41	0.79	1.19	-0.58	0.88	0.88
0.64	4.35	1.24	0.39	0.26	0.09	-0.22
0.4	0.4	0.79	0.51	1.31	0.1	1.06
0.37	-1.75	0.29	-0.72	-1.04	-0.06	-0.89
0.17	-3.2	-1.48	-2.34	-0.62	-0.32	-0.15
0.17	0.69	-0.65	-0.59	0.28	-0.6	-0.18
0.13	0.04	-0.08	-0.15	0.89	-0.01	-0.14
0.4	0.9	-3.15	0.41	-0.42	-0.27	-0.18
0.14	-0.73	-0.64	0.2	0.12	-0.12	0.16
0.1	-0.78	1.19	-0.09	-0.84	0.52	-0.62
0.16	-4.45	-8.04	-6.73	-0.85	-1.19	-1.12
3.01	-0.38	-0.15	0.49	-1.04	1.52	-1.06
0.49	-0.34	-0.17	0.48	-0.94	1.54	-1.54
0.86	0.42	-0.11	0.7	-1.93	-0.04	-0.94
2.32	0.18	0.28	0.72	-0.92	-0.32	-0.41
0.22	0.48	-0.11	0.07	0.45	0.53	-1.49
0.18	0.57	-0.0	-1.09	0.48	-0.61	-0.74
0.28	-0.04	0.14	0.66	-0.2	-5.78	-0.91
0.18	-0.74	1.04	0.1	-0.24	-0.93	-0.98
0.3	-1.3	2.86	6.26	0.14	0.47	0.73
0.17	0.64	0.06	0.28	-0.17	0.92	0.89
1.17	3.81	1.62	1.5	0.17	0.63	0.02
0.18	1.67	0.21	0.38	-0.82	-0.35	-0.61
0.11	3.37	-0.17	4.26	0.29	0.21	0.4
34.38	0.13	0.09	0.45	-0.95	-0.18	-0.03
5.3	0.13	0.11	0.46	-0.59	-0.16	-1.59
0.54	-0.31	-0.04	0.3	-0.38	1.98	1.01
0.58	1.02	-0.07	0.31	0.59	0.61	-1.41
0.1	-0.58	-0.19	0.52	-0.75	-1.92	0.39
