Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.12	-0.86	-5.03	0.07	-0.11	-0.47
0.13	-0.51	1.3	-2.04	0.14	0.11	-0.02
0.22	0.37	-1.02	0.55	-0.49	0.43	-0.86
0.16	-0.74	0.03	-0.06	0.53	-1.17	-1.09
0.15	0.06	1.95	1.49	0.53	-0.35	-0.36
0.34	0.29	-1.45	2.48	0.24	0.3	0.27
0.27	-1.2	2.0	1.97	-0.59	0.03	0.24
0.1	4.62	2.02	0.97	0.04	0.19	0.14
0.27	1.44	0.86	-2.96	0.61	0.3	-0.06
0.57	1.13	0.53	1.31	-0.19	-1.02	-0.41
0.15	-1.78	-1.48	-4.83	-0.28	-0.2	-0.31
0.11	-0.24	1.17	0.91	-0.36	0.21	-0.24
0.29	0.67	-0.0	-0.3	0.14	0.21	-0.14
0.35	-1.02	0.73	-0.02	-1.4	0.04	-0.12
0.15	-0.06	0.68	0.08	-0.53	0.45	-0.85
0.14	-3.56	-1.53	-1.9	-0.05	-0.03	0.06
0.47	-3.27	-8.93	2.47	-0.75	-1.92	0.39
1.05	0.34	-0.37	8.06	0.14	0.09	0.84
0.25	1.56	0.74	-2.91	0.47	0.34	0.07
0.33	1.28	0.62	-3.17	0.62	0.35	-0.07
0.59	-1.72	-3.05	0.46	-0.06	-0.32	-0.15
0.39	-0.49	-1.16	-0.36	-0.06	-1.23	-0.66
0.39	1.5	0.12	-4.33	0.42	0.03	-0.28
1.71	-1.43	-0.39	-0.4	-0.54	-0.98	-0.19
0.1	-0.27	-0.5	0.32	-0.5	0.98	-0.6
0.18	1.48	-0.34	0.3	1.6	0.05	0.83
0.1	-0.16	0.01	0.35	-0.95	0.01	-1.81
0.52	-4.23	-3.54	-2.89	-0.29	-0.29	-0.16
0.22	-8.24	7.19	-3.41	-0.88	0.57	-0.52
0.22	5.01	-2.9	4.64	1.19	-0.52	0.83
0.18	0.21	0.29	0.27	-0.17	0.49	-1.16
0.27	1.31	-0.89	-0.74	0.08	-0.05	0.07
0.16	2.42	-1.42	-0.36	-0.52	-0.05	-0.01
0.17	0.73	1.27	-0.49	0.57	0.83	-1.05
0.35	-5.03	1.04	-3.8	-0.52	0.35	-0.37
0.7	0.11	-0.27	0.07	0.29	-0.12	-0.26
0.8	-4.61	-1.34	-3.4	-0.54	0.08	-0.21
0.11	-3.54	5.58	-0.11	-0.36	0.14	-0.21
1.12	0.11	-0.27	0.07	0.51	-0.2	-0.57
0.3	0.29	-1.05	-4.94	0.02	-0.36	-0.87
0.18	-0.49	-0.44	-0.86	-0.0	0.48	0.19
0.54	-0.98	-2.76	-3.72	-0.21	0.02	-0.36
0.16	-2.53	0.57	-1.99	0.24	-0.7	-0.44
0.18	-1.04	1.78	2.09	-0.07	0.13	0.07
0.64	4.64	1.37	-0.07	0.0	0.02	-0.19
0.4	1.72	-0.0	1.71	0.14	-0.51	0.13
0.37	-3.3	0.19	-2.51	-0.42	-0.01	-0.71
0.17	-4.15	-2.19	-2.79	-0.32	-0.26	-0.15
0.17	-0.1	-0.24	0.26	-1.0	1.85	0.71
0.13	-1.26	0.09	0.31	-0.25	0.3	-0.63
0.4	-0.14	-3.2	-0.04	-0.48	0.23	-0.21
0.14	0.36	1.14	1.05	-0.28	0.49	0.49
0.1	-1.83	1.31	-1.05	-0.18	-0.24	-0.26
0.16	-6.35	-10.68	-9.22	-0.84	-1.16	-1.1
3.01	0.75	-0.09	-0.05	-0.3	-0.39	0.79
0.49	0.75	-0.1	-0.1	-0.5	-0.23	1.07
0.86	-0.08	0.36	0.18	-1.28	1.7	-0.4
2.32	-0.13	-0.02	0.46	0.74	0.19	-1.48
0.22	-0.28	0.27	0.2	0.44	-0.8	1.85
0.18	1.18	-1.15	-1.58	0.07	-0.35	0.17
0.28	-0.44	-0.08	0.33	0.65	0.47	-0.64
0.18	0.37	-1.67	-0.43	0.77	-0.68	0.41
0.3	-0.96	3.85	7.78	0.16	0.42	0.64
0.17	0.45	-0.09	-0.48	0.77	0.57	0.16
1.17	3.96	2.46	1.6	0.07	0.48	0.04
0.18	-0.03	0.16	-2.03	0.07	0.29	-1.23
0.11	3.88	0.31	4.98	0.17	0.21	0.25
34.38	0.16	0.2	0.29	0.03	-0.21	0.63
5.3	-0.02	-0.05	0.24	-0.3	-0.88	-1.56
0.54	-0.27	-0.0	0.15	-0.11	1.12	-1.46
0.58	0.59	1.02	-1.89	-0.51	0.26	-0.56
0.1	-0.67	-2.66	0.37	0.19	-0.61	-0.26
