Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.09	-0.51	-3.06	0.13	-0.13	-0.97
0.13	-0.75	0.34	-0.52	-0.01	0.58	-1.28
0.22	0.29	0.06	0.89	0.73	-1.18	1.27
0.16	0.83	1.1	1.89	-0.66	0.35	-0.03
0.15	-1.23	1.69	1.73	0.26	0.46	0.2
0.34	-0.36	-1.28	0.64	0.13	-0.7	1.06
0.27	0.71	0.27	0.17	-0.02	1.42	1.03
0.1	4.07	1.33	0.57	0.36	0.32	0.14
0.27	-0.51	-0.28	-1.95	0.71	0.48	-0.75
0.57	0.59	2.36	1.35	0.42	-0.2	0.27
0.15	-0.85	-0.78	-3.48	-0.37	-0.3	-0.68
0.11	-0.79	0.4	0.36	-0.05	-0.6	-0.13
0.29	-0.64	0.57	1.23	-0.53	0.01	0.24
0.35	1.52	-1.16	1.79	-0.03	0.46	-0.5
0.15	-0.14	-0.68	-0.09	-0.16	-0.79	-0.58
0.14	-2.93	-1.22	-1.84	-0.42	-0.2	-0.11
0.47	-1.05	-3.25	1.31	-0.82	-2.11	0.45
1.05	-0.08	-0.6	5.41	0.14	0.07	1.03
0.25	-0.17	-0.39	-2.29	0.7	0.44	-0.6
0.33	-0.67	-0.49	-2.11	0.69	0.39	-0.75
0.59	-0.97	-1.2	0.67	-0.58	-1.12	0.08
0.39	1.78	0.86	1.36	-0.46	0.1	0.01
0.39	0.12	-0.03	-2.95	0.55	0.09	-0.74
1.71	1.31	-0.1	1.3	-0.1	0.71	-0.42
0.1	0.12	-0.24	0.33	-0.36	0.27	1.38
0.18	-0.42	1.38	1.59	-0.41	-0.05	-0.58
0.1	0.23	-0.61	0.16	0.06	-0.01	-0.47
0.52	-3.18	-2.49	-2.25	-0.47	-0.46	-0.31
0.22	-5.64	5.5	-1.88	-0.94	0.62	-0.55
0.22	1.36	-1.25	2.02	1.42	-0.7	1.08
0.18	-1.52	1.03	-0.92	0.59	0.05	0.24
0.27	-0.16	0.38	0.65	-0.41	0.87	-0.6
0.16	3.02	-0.88	-0.19	0.11	-0.31	-0.11
0.17	-0.56	-1.68	1.09	0.12	0.32	0.23
0.35	-3.25	-0.03	-2.5	-0.77	0.39	-0.58
0.7	0.29	-1.1	0.19	-0.07	0.88	-0.12
0.8	-3.06	-0.64	-2.68	-0.75	-0.36	-0.34
0.11	-2.35	4.93	0.5	-0.47	0.33	-0.21
1.12	0.29	-1.09	0.19	0.03	0.67	-0.38
0.3	0.06	0.04	-1.75	0.14	-0.35	-1.48
0.18	-0.49	0.75	0.97	0.51	0.03	-0.01
0.54	-0.4	-2.4	-2.33	-0.23	-0.3	-0.63
0.16	-2.45	2.01	-0.29	-0.28	-0.3	-0.67
0.18	0.21	0.08	0.45	-1.03	-0.6	-0.3
0.64	4.17	1.18	0.52	0.34	0.11	-0.23
0.4	-0.37	0.46	-0.04	1.16	0.99	0.54
0.37	-1.0	0.29	-0.1	-1.47	0.07	-1.13
0.17	-2.83	-1.3	-2.24	-0.62	-0.31	-0.19
0.17	0.4	-0.22	-0.37	0.66	-0.78	-0.64
0.13	-0.59	-0.11	0.29	0.85	0.23	-0.85
0.4	1.14	-2.94	0.52	-0.37	-0.4	-0.17
0.14	-0.55	-0.3	0.08	-0.95	-1.07	0.29
0.1	-0.21	0.66	0.31	-1.07	1.31	-0.74
0.16	-3.93	-7.3	-6.04	-0.86	-1.2	-1.13
3.01	0.24	-0.8	0.93	-0.89	0.58	-0.32
0.49	0.24	-0.79	0.91	-1.3	0.86	-0.87
0.86	1.25	-0.01	1.06	-0.98	-0.19	-0.35
2.32	-0.01	0.17	0.5	-0.01	1.1	-0.3
0.22	-0.11	-0.11	1.02	1.16	-0.67	-1.04
0.18	0.21	0.34	-0.5	0.72	-0.46	-1.25
0.28	0.05	0.19	0.55	-1.91	-1.2	-3.24
0.18	-0.5	1.44	0.69	-0.53	-0.41	-0.9
0.3	-1.39	2.57	5.8	0.13	0.48	0.77
0.17	0.43	-0.45	-0.07	0.74	0.63	0.27
1.17	3.69	1.39	1.46	0.32	0.42	0.01
0.18	2.05	0.41	0.75	-0.44	-0.3	-0.59
0.11	3.18	-0.3	4.0	0.33	0.21	0.46
34.38	0.06	0.07	0.42	1.06	0.04	0.48
5.3	0.06	0.09	0.42	1.71	-1.04	1.06
0.54	-0.06	-0.87	-0.28	-0.36	0.87	0.74
0.58	0.35	-0.09	0.95	1.49	-0.79	-0.33
0.1	0.29	0.69	0.24	-1.62	-0.67	0.08
