Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.1	-0.83	-4.88	0.06	-0.11	-0.51
0.13	-0.55	1.26	-2.02	0.12	0.16	-0.1
0.22	0.5	-1.11	0.78	-0.34	0.2	-0.67
0.16	-0.82	0.38	0.29	0.02	-1.08	-1.14
0.15	-0.1	2.03	1.59	0.54	-0.23	-0.31
0.34	0.22	-1.53	2.39	0.24	0.25	0.34
0.27	-1.01	1.98	1.89	-0.64	0.11	0.3
0.1	4.6	1.96	0.92	0.07	0.2	0.14
0.27	1.25	0.77	-2.94	0.63	0.32	-0.11
0.57	1.18	0.84	1.42	-0.08	-0.96	-0.29
0.15	-1.69	-1.42	-4.73	-0.29	-0.21	-0.34
0.11	-0.12	1.07	0.96	-0.41	0.45	-0.09
0.29	0.58	-0.08	-0.21	0.48	0.19	-0.45
0.35	-0.54	0.68	0.01	-1.66	0.34	-0.05
0.15	0.1	0.39	0.36	-0.41	1.54	-0.85
0.14	-3.54	-1.52	-1.91	-0.09	-0.05	0.04
0.47	-3.04	-8.34	2.35	-0.76	-1.93	0.39
1.05	0.29	-0.4	7.8	0.14	0.09	0.86
0.25	1.41	0.63	-2.93	0.5	0.35	0.02
0.33	1.09	0.51	-3.14	0.64	0.36	-0.12
0.59	-1.69	-2.94	0.51	-0.09	-0.38	-0.14
0.39	-0.46	-0.75	-0.14	-0.19	-1.48	-0.84
0.39	1.37	0.11	-4.23	0.43	0.03	-0.32
1.71	-1.23	-0.09	-0.33	-0.79	-1.04	-0.25
0.1	-0.08	-0.73	0.45	-0.63	0.59	-0.21
0.18	0.95	-0.34	0.05	1.86	-0.03	0.83
0.1	0.23	0.1	0.62	-1.35	-0.55	-0.08
0.52	-4.13	-3.45	-2.84	-0.31	-0.31	-0.17
0.22	-7.97	7.02	-3.25	-0.89	0.57	-0.53
0.22	4.64	-2.74	4.38	1.21	-0.52	0.84
0.18	0.06	0.29	0.38	-0.67	-0.33	-1.42
0.27	1.27	-0.87	-0.75	0.2	-0.13	-0.02
0.16	2.57	-1.4	-0.35	-0.45	-0.08	-0.02
0.17	0.54	0.99	-0.16	0.69	1.03	-1.15
0.35	-4.87	0.93	-3.68	-0.53	0.35	-0.38
0.7	-0.15	-0.09	0.35	-0.1	-0.74	-1.13
0.8	-4.48	-1.28	-3.34	-0.57	-0.15	-0.16
0.11	-3.43	5.53	-0.04	-0.38	0.15	-0.21
1.12	-0.14	-0.09	0.35	0.62	-0.44	-1.44
0.3	0.28	-0.94	-4.66	0.02	-0.37	-0.91
0.18	-0.47	-0.56	-0.89	-0.11	0.33	-0.03
0.54	-0.92	-2.76	-3.6	-0.2	-0.02	-0.39
0.16	-2.6	0.78	-1.84	0.18	-0.66	-0.5
0.18	-1.01	1.73	2.06	-0.12	0.21	0.15
0.64	4.63	1.36	-0.02	0.03	0.03	-0.2
0.4	1.67	0.15	1.65	0.2	-0.49	0.24
0.37	-3.17	0.19	-2.29	-0.46	-0.01	-0.74
0.17	-4.05	-2.11	-2.74	-0.34	-0.27	-0.16
0.17	0.18	-0.61	0.01	-0.8	0.82	0.77
0.13	-1.14	-0.01	0.5	-0.54	0.31	-0.59
0.4	0.01	-3.26	0.03	-0.48	0.16	-0.21
0.14	0.43	0.96	0.88	-0.18	0.7	0.64
0.1	-1.77	1.38	-0.96	-0.25	-0.17	-0.31
0.16	-6.09	-10.32	-8.89	-0.84	-1.17	-1.1
3.01	0.78	0.03	-0.28	-0.1	-0.37	0.48
0.49	0.78	0.03	-0.28	1.25	-0.62	1.71
0.86	0.06	0.04	0.53	0.45	0.15	-0.63
2.32	-0.27	-0.04	0.72	0.24	-0.27	-0.54
0.22	-0.24	0.43	-0.26	-0.41	-0.25	1.23
0.18	1.15	-1.04	-1.62	0.13	-0.4	0.08
0.28	-0.51	-0.19	0.47	-0.15	0.23	-0.29
0.18	0.12	-1.43	-0.54	0.81	-0.86	0.33
0.3	-1.01	3.72	7.59	0.16	0.43	0.65
0.17	0.18	-0.24	-0.47	1.01	0.42	-0.28
1.17	3.97	2.34	1.57	-0.05	0.22	0.1
0.18	-0.05	0.07	-1.63	0.08	0.33	-1.37
0.11	3.83	0.25	4.9	0.18	0.21	0.27
34.38	-0.1	-0.01	0.07	1.99	-0.2	-0.77
5.3	0.05	0.16	0.11	0.43	1.45	1.35
0.54	0.02	-0.2	0.41	-1.43	-0.09	-0.02
0.58	0.74	0.93	-1.71	-0.48	0.32	-0.66
0.1	-0.73	-2.46	0.44	0.17	-0.71	-0.23
