Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.22	-0.39	-2.04	0.13	-0.11	-1.28
0.13	-0.14	-0.05	0.91	-1.67	-0.34	-1.06
0.22	-0.76	-0.2	-0.05	0.4	0.96	0.11
0.16	1.33	0.66	1.72	-0.4	0.56	0.39
0.15	-1.37	1.16	1.45	0.02	0.69	0.41
0.34	-0.31	-0.19	-0.32	-0.31	-1.69	0.64
0.27	0.21	-0.87	-0.42	0.88	0.91	0.33
0.1	3.7	0.99	0.46	0.46	0.4	0.09
0.27	-1.1	-0.66	-1.09	0.52	0.31	-1.12
0.57	0.19	2.4	1.05	0.46	0.12	0.38
0.15	-0.49	-0.49	-2.75	-0.4	-0.33	-0.93
0.11	-0.1	0.07	0.3	-1.05	-1.07	1.02
0.29	0.08	0.04	-0.01	0.01	-0.81	2.56
0.35	1.47	-1.5	2.15	0.14	0.27	-0.3
0.15	0.29	0.3	-0.12	-0.51	-0.6	-0.39
0.14	-2.46	-1.0	-1.7	-0.6	-0.28	-0.19
0.47	-0.27	-1.19	0.85	-0.89	-2.46	0.59
1.05	-0.21	-0.66	4.42	0.14	0.05	1.14
0.25	-0.78	-0.77	-1.58	0.59	0.36	-0.94
0.33	-1.23	-0.8	-1.28	0.51	0.25	-1.06
0.59	-0.03	0.27	0.36	-1.81	-1.75	0.83
0.39	2.03	0.68	1.27	-0.1	0.28	0.19
0.39	-0.4	-0.14	-2.14	0.57	0.17	-1.04
1.71	1.18	-0.67	1.48	0.35	0.51	0.02
0.1	-0.29	0.36	0.16	-0.02	-1.59	-0.65
0.18	0.01	1.26	1.94	-0.51	0.3	-0.17
0.1	-0.33	0.44	0.46	1.26	-1.59	-0.68
0.52	-2.71	-2.03	-1.94	-0.57	-0.55	-0.37
0.22	-4.75	4.91	-1.37	-0.98	0.66	-0.56
0.22	-0.03	-0.43	0.82	1.65	-1.33	1.72
0.18	-1.95	0.89	-1.07	0.35	0.25	0.11
0.27	-0.24	0.01	0.02	0.9	0.1	-0.38
0.16	2.81	-0.56	-0.08	0.35	-0.39	-0.14
0.17	-0.61	-1.79	0.8	-0.0	-0.08	0.38
0.35	-2.46	-0.39	-1.92	-0.96	0.39	-0.68
0.7	0.22	-1.44	0.43	0.08	0.15	-0.07
0.8	-2.37	-0.35	-2.28	-0.97	-0.14	-0.52
0.11	-1.89	4.59	0.69	-0.51	0.41	-0.2
1.12	0.22	-1.44	0.43	0.18	-0.06	-0.32
0.3	-0.1	0.26	-0.06	0.18	0.06	-2.52
0.18	-0.38	0.15	0.54	-1.63	1.29	0.79
0.54	-0.21	-2.02	-1.67	-0.18	-0.51	-0.78
0.16	-2.11	2.22	0.33	-0.45	-0.14	-0.68
0.18	-0.51	0.34	0.25	0.64	-0.09	0.32
0.64	3.78	1.06	0.73	0.5	0.14	-0.23
0.4	-0.89	-0.55	0.05	0.08	0.87	-0.44
0.37	0.78	0.41	0.76	-1.4	-0.16	-0.26
0.17	-2.19	-0.98	-2.01	-0.77	-0.4	-0.32
0.17	-0.69	0.29	0.73	0.64	0.06	-0.85
0.13	-0.47	0.14	0.86	-1.17	-0.68	0.1
0.4	1.44	-2.48	0.66	-0.28	-0.61	-0.14
0.14	0.73	0.17	0.17	-0.68	-0.2	-0.66
0.1	-0.39	-0.78	0.45	0.61	0.63	0.35
0.16	-3.13	-6.18	-4.99	-0.87	-1.23	-1.15
3.01	0.98	-1.04	1.11	-0.61	-0.05	-0.03
0.49	0.97	-1.03	1.08	-0.94	0.1	-0.01
0.86	1.89	0.18	1.22	-0.5	-0.23	-0.01
2.32	-0.23	0.15	0.87	-0.31	0.33	0.1
0.22	-0.9	0.61	1.17	0.48	-0.67	0.42
0.18	-0.23	-0.27	0.84	-0.41	1.42	-0.34
0.28	-0.13	0.18	0.47	-1.5	-4.51	0.68
0.18	0.08	1.5	1.38	-0.7	0.25	-0.58
0.3	-1.5	2.11	5.06	0.11	0.51	0.83
0.17	-0.52	-0.42	-0.01	0.89	-0.76	-0.4
1.17	3.42	1.03	1.39	0.44	0.53	0.05
0.18	2.25	0.64	1.25	-0.02	-0.19	-0.5
0.11	2.84	-0.48	3.54	0.41	0.19	0.55
34.38	-0.18	0.12	0.42	-0.53	-0.11	-0.45
5.3	-0.18	0.12	0.42	2.84	-4.2	-1.65
0.54	0.25	-1.34	-0.77	-0.33	0.23	0.37
0.58	-0.75	0.31	0.03	0.09	0.32	1.52
0.1	1.39	0.82	0.44	-0.82	0.15	-0.35
