Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.29	-0.34	0.13	-0.08	0.07	-1.94
0.13	1.39	0.53	0.63	-0.53	-0.15	0.63
0.22	-0.38	-1.02	-0.24	-0.69	0.16	0.35
0.16	1.45	-0.16	0.84	0.33	0.62	0.91
0.15	-0.93	0.01	0.59	-0.83	1.03	1.0
0.34	0.25	1.52	-0.14	-0.4	-0.82	-0.53
0.27	-0.97	-1.44	-0.6	0.78	-0.05	0.01
0.1	2.89	0.42	0.38	0.78	0.46	0.03
0.27	-1.31	-0.77	0.56	-0.25	-0.22	-1.19
0.57	-0.36	1.85	0.42	0.31	0.79	0.49
0.15	0.01	-0.12	-1.16	-0.25	-0.22	-1.57
0.11	-0.05	-0.62	0.53	-0.11	0.54	0.34
0.29	-0.45	-0.44	-0.7	0.46	-0.18	0.14
0.35	1.17	-1.69	2.37	0.29	0.03	-0.03
0.15	0.34	-0.11	0.61	-0.55	0.18	0.58
0.14	-1.42	-0.51	-1.31	-1.03	-0.48	-0.46
0.47	1.19	-0.51	0.81	-0.67	0.17	-0.28
1.05	-0.37	-0.68	2.74	0.09	-0.03	1.43
0.25	-1.28	-0.93	-0.05	0.04	-0.19	-1.26
0.33	-1.48	-0.87	0.29	-0.2	-0.19	-1.18
0.59	0.85	0.7	0.62	0.08	0.55	-0.5
0.39	1.7	0.17	0.93	0.55	-0.08	0.05
0.39	-1.13	-0.34	-0.43	0.3	-0.0	-1.54
1.71	0.5	-0.97	1.02	0.61	-0.19	0.64
0.1	0.53	0.33	1.38	-0.82	0.78	-0.21
0.18	0.65	0.62	1.65	-0.38	0.66	0.69
0.1	-0.77	1.03	1.18	-0.13	0.0	-0.28
0.52	-1.79	-1.17	-1.35	-0.84	-0.79	-0.54
0.22	-3.42	3.99	-0.62	-1.04	0.73	-0.57
0.22	-0.37	1.53	0.8	-0.39	-0.93	-0.25
0.18	-2.12	0.27	-1.18	-0.23	0.66	0.01
0.27	0.2	0.37	0.92	-1.1	-0.68	-0.22
0.16	2.05	0.05	0.18	0.83	-0.5	-0.27
0.17	-0.45	-1.23	0.08	-0.26	-0.8	0.76
0.35	-0.91	-0.79	-0.85	-1.47	0.13	-0.98
0.7	-0.06	-0.76	0.55	0.2	-0.94	0.3
0.8	-1.02	0.07	-1.41	-1.2	-0.4	-0.87
0.11	-1.17	3.95	0.95	-0.57	0.57	-0.19
1.12	-0.05	-0.76	0.55	0.3	-1.15	0.04
0.3	1.13	0.04	0.7	-0.42	-0.53	-0.23
0.18	0.72	0.1	1.26	-0.66	0.8	-0.58
0.54	-0.05	-0.97	-0.44	0.02	-1.31	-1.1
0.16	-1.35	2.21	1.2	-0.7	0.16	-0.61
0.18	0.13	0.01	0.65	-0.99	-0.39	-0.4
0.64	2.97	0.84	1.1	0.61	0.19	-0.34
0.4	-0.41	-0.9	0.37	-0.65	-0.32	-0.03
0.37	1.81	0.35	0.84	-0.31	0.23	0.02
0.17	-0.94	-0.3	-1.38	-1.18	-0.58	-0.76
0.17	-0.12	0.07	0.66	-1.14	0.04	1.03
0.13	0.57	0.05	0.57	-0.2	0.97	0.58
0.4	1.66	-1.43	0.8	-0.02	-1.0	-0.06
0.14	0.17	0.36	0.89	0.89	-0.44	0.56
0.1	-0.83	-0.66	-0.18	0.06	-0.84	0.45
0.16	-1.96	-4.52	-3.45	-0.9	-1.29	-1.19
3.01	1.51	-0.56	0.87	-0.1	-0.69	0.33
0.49	1.49	-0.54	0.84	-0.24	-0.68	0.66
0.86	1.72	0.16	0.88	0.56	0.15	0.47
2.32	1.24	0.38	0.04	-0.66	-0.2	-0.13
0.22	-0.88	1.05	0.26	-0.43	0.05	0.83
0.18	0.6	0.08	0.22	-0.36	-1.16	0.35
0.28	0.13	0.37	0.41	0.85	-1.02	0.09
0.18	0.92	0.8	1.71	-0.46	0.77	0.13
0.3	-1.62	1.4	3.87	0.05	0.56	0.97
0.17	-0.13	0.01	0.85	-1.25	0.29	-0.28
1.17	2.79	0.47	1.19	0.72	0.55	0.14
0.18	1.97	0.77	1.74	0.41	-0.01	-0.21
0.11	2.21	-0.69	2.68	0.56	0.13	0.75
34.38	0.66	0.28	0.89	-0.47	0.14	-0.2
5.3	0.68	0.29	0.89	-0.97	-0.1	0.23
0.54	0.49	-1.26	-0.98	0.01	-0.36	-0.05
0.58	-0.21	-0.42	-1.22	-0.49	0.64	0.26
0.1	1.94	0.37	0.93	-0.03	0.5	-0.34
0.17	3.66	-2.35	1.93	1.21	-0.77	0.45
