Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.35	-0.29	-0.66	0.03	-0.05	-1.92
0.13	1.09	0.43	0.88	-0.97	-0.32	0.58
0.22	-0.65	-0.9	-0.13	-0.55	0.49	0.2
0.16	1.52	0.1	1.19	0.03	0.64	0.78
0.15	-1.19	0.41	0.94	-0.47	0.94	0.74
0.34	0.08	1.14	-0.32	-0.44	-1.09	-0.37
0.27	-0.62	-1.41	-0.58	0.9	0.23	0.07
0.1	3.19	0.6	0.4	0.66	0.44	0.05
0.27	-1.36	-0.82	0.05	0.0	-0.03	-1.29
0.57	-0.22	2.12	0.63	0.39	0.53	0.54
0.15	-0.12	-0.22	-1.73	-0.37	-0.27	-1.28
0.11	-0.09	-0.33	0.63	-0.08	0.97	0.14
0.29	-0.02	-0.28	-0.67	0.32	1.32	-0.12
0.35	1.28	-1.66	2.34	0.25	0.1	-0.11
0.15	0.12	0.15	0.71	-0.6	0.96	-0.57
0.14	-1.8	-0.69	-1.47	-0.86	-0.4	-0.34
0.47	0.84	-0.39	0.68	-1.05	0.46	-0.34
1.05	-0.33	-0.68	3.3	0.12	0.0	1.31
0.25	-1.21	-0.97	-0.56	0.28	0.01	-1.24
0.33	-1.51	-0.92	-0.21	0.04	-0.03	-1.22
0.59	0.79	0.82	0.45	-0.36	0.06	-0.35
0.39	1.95	0.32	1.03	0.28	0.53	0.33
0.39	-0.95	-0.31	-1.03	0.56	0.13	-1.38
1.71	0.74	-0.98	1.25	0.56	0.12	0.47
0.1	0.2	0.62	1.16	-0.8	0.57	-0.85
0.18	0.47	0.86	1.86	-0.47	0.55	0.37
0.1	-0.78	1.0	1.03	0.09	-0.17	-0.44
0.52	-2.11	-1.47	-1.56	-0.74	-0.69	-0.47
0.22	-3.84	4.28	-0.85	-1.02	0.7	-0.57
0.22	-0.48	1.11	0.7	-0.17	-1.15	-0.28
0.18	-2.17	0.53	-1.16	0.03	0.58	0.08
0.27	-0.12	0.17	0.71	-0.54	-0.21	-0.52
0.16	2.35	-0.16	0.08	0.65	-0.5	-0.2
0.17	-0.55	-1.5	0.37	-0.18	-0.61	0.58
0.35	-1.46	-0.71	-1.23	-1.24	0.27	-0.85
0.7	0.05	-1.13	0.57	0.18	-0.6	0.12
0.8	-1.49	-0.05	-1.73	-1.06	-0.49	-0.66
0.11	-1.4	4.17	0.88	-0.55	0.52	-0.19
1.12	0.05	-1.12	0.57	0.28	-0.81	-0.14
0.3	0.85	-0.15	0.6	-0.95	-0.39	-0.27
0.18	0.39	0.44	0.76	-1.0	0.24	-2.45
0.54	-0.08	-1.4	-0.87	-0.1	-0.89	-0.99
0.16	-1.62	2.26	0.95	-0.62	0.06	-0.64
0.18	-0.23	0.03	0.41	-0.76	0.43	-0.63
0.64	3.24	0.91	0.96	0.68	0.17	-0.29
0.4	-0.65	-0.95	0.33	-0.51	0.05	-0.17
0.37	1.63	0.42	0.85	-0.56	0.12	-0.01
0.17	-1.39	-0.54	-1.64	-1.0	-0.56	-0.52
0.17	-0.51	0.14	0.96	-0.77	0.23	0.44
0.13	0.47	0.11	0.78	-0.67	-1.0	-0.68
0.4	1.63	-1.81	0.77	-0.12	-0.86	-0.09
0.14	0.61	0.25	0.93	1.04	-0.03	-0.62
0.1	-0.76	-0.87	0.04	0.2	-0.31	0.55
0.16	-2.32	-5.04	-3.93	-0.89	-1.26	-1.18
3.01	1.43	-0.8	1.0	-0.27	-0.49	0.21
0.49	1.41	-0.78	0.97	-0.41	-0.49	0.57
0.86	1.9	0.19	1.02	0.23	0.01	0.24
2.32	0.91	0.27	0.03	-1.02	-0.32	0.12
0.22	-1.0	1.02	0.58	-0.2	-0.18	0.77
0.18	0.4	-0.33	0.43	-0.61	-0.75	0.63
0.28	0.18	0.28	0.48	-0.3	0.15	-1.09
0.18	0.7	1.08	1.71	-0.59	0.63	-0.11
0.3	-1.59	1.62	4.25	0.08	0.55	0.92
0.17	-0.57	0.16	0.62	-0.88	0.36	-0.87
1.17	3.02	0.64	1.27	0.45	0.72	0.19
0.18	2.11	0.75	1.64	0.29	-0.06	-0.32
0.11	2.42	-0.64	2.98	0.5	0.15	0.68
34.38	0.4	0.34	0.71	-0.9	-0.27	-0.9
5.3	0.42	0.34	0.71	-1.04	0.91	-0.53
0.54	0.47	-1.37	-0.97	-0.13	-0.17	0.08
0.58	-0.43	-0.17	-1.02	-0.56	0.57	0.7
0.1	1.88	0.56	0.79	-0.27	0.41	-0.37
0.17	4.14	-2.66	2.11	1.17	-0.74	0.44
