Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.71	0.72	2.19	-0.51	-0.29	0.42
0.13	-0.45	0.54	0.45	0.21	-0.64	1.36
0.22	-0.05	0.43	1.0	-1.12	0.63	-0.64
0.16	0.31	0.47	0.69	-0.51	0.69	-1.12
0.15	-0.37	0.1	-0.6	-0.51	-0.1	-1.02
0.34	0.92	1.7	1.53	-0.04	0.65	-0.41
0.27	-1.06	0.26	-0.33	-1.05	-0.74	-0.2
0.1	-1.0	0.94	0.31	0.51	-0.81	0.61
0.27	0.9	0.69	1.6	-1.04	-0.23	1.1
0.57	0.47	0.35	0.41	0.71	-0.55	-0.23
0.15	0.26	0.77	1.87	-0.54	-0.13	0.26
0.11	0.22	0.71	0.91	-0.92	0.73	-0.74
0.29	0.83	0.41	1.18	-2.0	0.08	1.76
0.35	0.09	-0.74	1.38	0.4	-0.86	0.92
0.15	-0.06	0.24	0.17	-0.57	0.33	0.03
0.14	0.52	0.41	1.73	-0.15	-0.52	0.11
0.47	-0.23	-0.02	0.27	-0.37	0.3	0.25
1.05	0.21	0.59	0.85	-0.85	0.73	-0.82
0.25	0.96	0.79	1.42	-1.28	-0.26	0.95
0.33	1.01	0.72	1.47	-1.13	-0.43	1.01
0.59	0.02	0.68	0.48	0.18	-0.23	-0.53
0.39	0.13	-0.16	0.18	-0.75	-0.38	0.85
0.39	1.16	0.56	1.44	-0.92	-0.14	0.99
1.71	0.27	-0.13	0.31	-0.07	1.73	0.57
0.1	-0.42	0.16	-0.04	1.19	-0.01	0.88
0.18	-0.61	0.33	0.2	0.44	0.85	1.24
0.1	-0.18	-0.18	-0.08	-0.07	1.02	-0.19
0.52	0.67	0.39	1.33	-0.56	-0.77	1.57
0.22	0.0	1.21	0.98	-1.44	1.55	-0.41
0.22	0.76	0.97	1.51	-0.28	1.2	0.31
0.18	0.11	0.19	0.34	0.56	-0.65	-0.75
0.27	-1.0	0.87	0.02	0.5	-0.36	0.12
0.16	-0.21	-0.16	0.14	-1.06	0.58	1.96
0.17	0.83	0.41	1.15	0.63	-1.21	-1.25
0.35	0.7	0.96	2.08	0.14	0.07	-0.29
0.7	0.62	0.75	1.51	-0.74	1.02	0.51
0.8	0.67	0.4	1.33	-0.94	-0.8	0.49
0.11	0.64	1.31	1.22	-0.64	1.56	0.13
1.12	0.62	0.75	1.51	-0.57	0.7	0.3
0.3	-0.13	0.11	-0.14	-0.11	0.49	-0.32
0.18	-0.72	0.37	0.42	1.08	1.29	0.25
0.54	0.8	0.86	1.38	-0.47	1.06	0.1
0.16	1.14	0.42	1.72	-0.71	1.22	0.76
0.18	-0.66	0.49	0.22	1.93	0.38	-1.2
0.64	-0.74	0.16	0.05	0.9	-1.01	1.71
0.4	0.26	-0.23	0.17	-0.74	1.4	1.49
0.37	-0.2	0.64	0.47	0.2	0.39	0.11
0.17	0.77	0.41	1.56	-0.61	-0.7	0.73
0.17	0.53	0.73	1.02	-0.32	0.1	-0.32
0.13	-0.62	0.68	0.27	-0.62	0.17	-0.25
0.4	-1.0	0.69	0.37	0.87	0.88	0.51
0.14	0.16	-0.14	0.21	-0.24	1.79	0.26
0.1	0.57	0.34	1.69	-0.17	-0.45	-0.27
0.16	0.18	-0.04	0.11	0.65	-0.18	-0.35
3.01	-0.22	-0.17	0.15	-0.84	-0.4	1.36
0.49	-0.24	-0.16	0.12	-0.94	-0.35	1.66
0.86	0.14	-0.09	0.19	0.37	-0.22	1.02
2.32	-0.61	0.51	0.11	1.15	-2.21	0.13
0.22	-0.11	-0.89	0.23	0.55	-0.51	-0.57
0.18	-0.17	-0.23	0.14	-0.55	0.13	1.08
0.28	-0.25	-0.32	-0.43	-1.11	-0.03	-2.03
0.18	0.11	-0.06	0.27	-1.58	1.18	0.93
0.3	-0.99	-0.37	0.23	-0.96	0.48	1.75
0.17	-0.73	0.55	0.26	1.78	0.53	-0.05
1.17	-0.18	0.61	0.43	0.01	0.23	-0.03
0.18	0.0	0.07	0.25	0.3	1.19	-0.27
0.11	-0.59	0.67	-0.34	1.23	-0.83	0.39
34.38	-0.62	0.4	0.21	0.97	0.06	0.64
5.3	-0.61	0.39	0.22	0.24	-0.59	-0.26
0.54	-0.22	0.65	1.42	-0.86	-0.24	-0.75
0.58	0.44	0.63	0.7	-1.28	0.06	-0.58
0.1	-0.08	0.64	0.39	0.34	0.03	-0.29
0.17	-0.62	0.41	0.21	0.82	4.5	-1.67
0.24	0.86	0.59	1.42	-1.44	-0.35	0.65
