Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.14	-0.89	-5.17	0.07	-0.11	-0.44
0.13	-0.47	1.32	-2.03	0.16	0.06	0.06
0.22	0.2	-0.87	0.21	-0.69	0.31	-1.3
0.16	-0.47	-0.31	-0.35	1.16	-0.97	-0.75
0.15	0.23	1.82	1.37	0.52	-0.45	-0.42
0.34	0.37	-1.35	2.55	0.23	0.34	0.19
0.27	-1.37	1.99	2.03	-0.52	-0.09	0.18
0.1	4.63	2.08	1.01	0.01	0.18	0.14
0.27	1.62	0.95	-2.97	0.59	0.27	-0.01
0.57	1.06	0.22	1.16	-0.33	-1.05	-0.55
0.15	-1.86	-1.54	-4.92	-0.27	-0.2	-0.29
0.11	-0.34	1.2	0.82	-0.31	0.0	-0.34
0.29	0.65	0.06	-0.31	-0.28	0.21	0.12
0.35	-1.41	0.72	-0.06	-1.19	-0.09	-0.1
0.15	-0.2	0.71	-0.15	-0.42	-0.24	-0.66
0.14	-3.57	-1.54	-1.88	-0.01	-0.01	0.08
0.47	-3.5	-9.52	2.59	-0.75	-1.91	0.38
1.05	0.38	-0.34	8.32	0.14	0.09	0.83
0.25	1.7	0.84	-2.89	0.43	0.34	0.11
0.33	1.47	0.72	-3.18	0.61	0.34	-0.02
0.59	-1.73	-3.14	0.41	-0.04	-0.27	-0.16
0.39	-0.5	-1.51	-0.55	-0.01	-1.03	-0.56
0.39	1.63	0.13	-4.41	0.41	0.02	-0.25
1.71	-1.57	-0.69	-0.44	-0.33	-0.99	-0.11
0.1	-0.31	-0.07	0.11	0.16	1.66	-0.58
0.18	1.94	-0.31	0.55	1.44	0.09	0.8
0.1	-0.15	0.07	-0.19	0.35	0.11	-1.37
0.52	-4.31	-3.63	-2.94	-0.28	-0.28	-0.15
0.22	-8.51	7.36	-3.57	-0.88	0.56	-0.52
0.22	5.38	-3.06	4.89	1.18	-0.51	0.82
0.18	0.15	0.29	0.31	-0.34	1.77	-0.6
0.27	1.32	-0.9	-0.71	-0.04	0.04	0.14
0.16	2.25	-1.43	-0.36	-0.59	-0.01	0.0
0.17	0.89	1.51	-0.8	0.49	0.71	-0.96
0.35	-5.19	1.15	-3.91	-0.5	0.34	-0.36
0.7	0.12	-0.19	0.02	-1.27	-0.1	0.37
0.8	-4.73	-1.41	-3.45	-0.22	-0.48	-0.13
0.11	-3.65	5.62	-0.17	-0.35	0.12	-0.21
1.12	0.12	-0.19	0.02	0.26	1.19	-0.13
0.3	0.29	-1.16	-5.2	0.01	-0.35	-0.84
0.18	-0.47	-0.27	-0.76	0.11	0.58	0.47
0.54	-1.05	-2.74	-3.82	-0.22	0.1	-0.32
0.16	-2.45	0.36	-2.11	0.3	-0.72	-0.38
0.18	-1.06	1.81	2.09	-0.05	0.09	-0.06
0.64	4.63	1.37	-0.13	-0.03	0.02	-0.19
0.4	1.76	-0.15	1.73	0.09	-0.46	0.05
0.37	-3.43	0.18	-2.73	-0.39	-0.01	-0.68
0.17	-4.25	-2.27	-2.83	-0.3	-0.25	-0.13
0.17	-0.05	0.41	0.31	1.18	1.49	0.22
0.13	-1.3	0.17	0.12	0.03	0.26	-0.65
0.4	-0.29	-3.12	-0.1	-0.48	0.31	-0.21
0.14	0.26	1.26	1.18	-0.34	0.33	0.37
0.1	-1.88	1.23	-1.12	-0.11	-0.3	-0.22
0.16	-6.61	-11.04	-9.56	-0.84	-1.16	-1.1
3.01	0.57	-0.18	0.23	-0.83	-0.2	0.9
0.49	0.59	-0.2	0.16	-0.98	-0.12	0.92
0.86	-0.39	0.69	0.12	-0.83	0.73	-0.14
2.32	0.08	0.25	-0.05	0.89	1.03	-1.08
0.22	0.09	-0.1	0.38	0.97	-0.7	-0.71
0.18	1.19	-1.25	-1.52	0.01	-0.3	0.24
0.28	0.0	0.08	0.13	2.11	0.5	-0.19
0.18	0.6	-1.85	-0.29	0.73	-0.53	0.46
0.3	-0.91	3.98	7.98	0.16	0.42	0.62
0.17	0.65	0.09	-0.38	0.47	0.58	0.52
1.17	3.95	2.57	1.63	0.01	0.29	0.11
0.18	-0.01	0.25	-2.38	0.07	0.27	-1.11
0.11	3.93	0.38	5.06	0.16	0.21	0.23
34.38	0.11	0.29	0.28	1.44	1.36	-1.74
5.3	-0.34	-0.31	-0.03	-1.02	-0.45	-0.36
0.54	-0.17	0.2	-0.22	0.45	0.29	-0.85
0.58	0.43	1.09	-2.05	-0.54	0.22	-0.47
0.1	-0.61	-2.84	0.29	0.21	-0.52	-0.27
