Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.61	0.66	2.26	-0.51	-0.34	0.26
0.13	-0.4	0.36	0.66	0.34	-1.1	0.75
0.22	-0.26	0.55	0.84	-1.01	0.45	-0.94
0.16	0.2	0.58	0.44	-0.55	0.33	-1.24
0.15	-0.46	0.05	-0.79	-0.33	-0.4	-0.83
0.34	0.91	1.82	1.44	-0.07	0.55	-0.46
0.27	-1.25	0.11	-0.37	-0.81	-0.79	-0.14
0.1	-0.87	0.75	0.43	0.76	-1.03	0.57
0.27	0.68	0.62	1.79	-1.07	-0.42	0.69
0.57	0.58	0.18	0.35	0.3	-1.07	-0.29
0.15	0.15	0.73	1.91	-0.48	-0.21	0.1
0.11	0.03	0.83	0.74	-0.88	0.42	-0.92
0.29	0.62	0.49	1.11	-0.68	0.22	-0.05
0.35	0.17	-0.91	1.55	0.42	-0.75	0.79
0.15	-0.18	0.26	0.19	-0.65	-0.09	0.28
0.14	0.5	0.3	1.73	-0.04	-0.5	-0.1
0.47	-0.28	0.04	0.3	-0.09	0.37	0.11
1.05	0.04	0.71	0.66	-0.81	0.42	-1.01
0.25	0.69	0.71	1.59	-1.38	-0.58	0.66
0.33	0.76	0.6	1.64	-1.28	-0.66	0.68
0.59	0.05	0.6	0.37	0.07	-0.61	-0.56
0.39	0.13	-0.06	0.29	0.11	-0.4	0.75
0.39	0.95	0.51	1.61	-1.15	-0.29	0.69
1.71	0.16	0.21	0.38	-1.02	1.18	0.02
0.1	-0.16	0.15	0.16	1.32	-0.04	1.15
0.18	-0.34	0.3	0.09	1.44	-0.72	-0.16
0.1	-0.16	0.02	-0.11	0.29	0.96	-0.07
0.52	0.55	0.31	1.45	-0.74	-0.16	0.04
0.22	-0.29	1.51	0.89	-1.4	1.38	-0.49
0.22	0.7	1.2	1.56	-0.3	0.98	0.17
0.18	0.24	-0.05	0.19	0.62	-1.66	-0.7
0.27	-0.87	0.77	0.05	0.73	-0.57	0.17
0.16	-0.4	-0.16	0.49	-0.66	-0.04	1.46
0.17	0.76	0.54	1.21	1.9	-1.02	-0.91
0.35	0.72	0.96	2.01	0.13	-0.03	-0.44
0.7	0.5	0.89	1.57	-0.97	0.49	0.37
0.8	0.54	0.23	1.49	-0.53	-0.6	0.58
0.11	0.5	1.61	1.24	-0.66	1.4	0.07
1.12	0.5	0.9	1.56	-0.28	0.65	0.05
0.3	-0.13	0.18	-0.18	0.08	0.17	-0.07
0.18	-0.43	0.58	0.37	1.74	0.6	-0.61
0.54	0.7	1.04	1.38	-0.5	0.75	-0.04
0.16	0.98	0.66	1.85	-0.83	1.1	0.51
0.18	-0.25	0.31	0.12	1.83	-1.24	0.16
0.64	-0.47	0.0	0.44	1.73	-0.54	1.94
0.4	0.03	0.08	0.45	-0.94	1.37	0.84
0.37	-0.15	0.66	0.44	0.25	-0.22	-0.3
0.17	0.66	0.26	1.66	-0.57	-0.67	0.26
0.17	0.48	0.71	0.95	-0.22	-0.24	-0.36
0.13	-0.71	0.63	0.21	-0.21	-0.46	-0.28
0.4	-0.79	0.85	0.47	1.13	0.65	0.41
0.14	0.16	0.21	0.43	-0.21	1.59	0.71
0.1	0.55	0.26	1.6	-0.06	-0.39	-0.6
0.16	0.4	-0.22	0.09	-0.02	-3.23	-1.66
3.01	-0.35	-0.21	0.42	-0.34	-0.06	1.31
0.49	-0.35	-0.21	0.39	-0.63	0.09	0.58
0.86	0.16	-0.15	0.28	-0.18	0.42	-0.02
2.32	-0.43	0.23	0.46	0.83	-0.14	2.26
0.22	0.01	-0.96	0.1	0.6	-0.16	-0.67
0.18	-0.26	-0.15	0.36	-0.32	0.52	1.05
0.28	-0.21	-0.38	-0.51	-1.07	0.78	-0.05
0.18	-0.09	0.14	0.42	-0.59	0.9	0.52
0.3	-1.16	-0.25	0.57	-0.74	0.61	1.64
0.17	-0.3	0.49	0.24	2.05	-1.04	0.03
1.17	-0.15	0.58	0.4	0.03	-0.58	-0.31
0.18	0.11	0.24	0.19	0.72	0.39	-0.16
0.11	-0.32	0.47	-0.24	1.35	-1.11	0.63
34.38	-0.4	0.36	0.31	2.08	-0.82	0.77
5.3	-0.4	0.35	0.31	-2.91	2.75	-1.43
0.54	-0.39	0.6	1.25	-0.76	-0.34	-0.93
0.58	0.17	0.61	0.57	-1.33	-0.29	-0.69
0.1	-0.02	0.6	0.33	0.2	-0.45	-0.27
0.17	-0.4	0.36	0.29	2.31	0.74	2.06
0.24	0.53	0.52	1.51	-1.64	-0.23	0.31
