Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.08	-0.78	-4.66	0.06	-0.12	-0.56
0.13	-0.6	1.18	-1.95	0.1	0.23	-0.21
0.22	0.61	-1.14	1.02	-0.21	-0.03	-0.53
0.16	-0.73	0.76	0.73	-0.43	-0.8	-1.05
0.15	-0.32	2.1	1.7	0.54	-0.09	-0.23
0.34	0.12	-1.62	2.23	0.25	0.17	0.44
0.27	-0.74	1.91	1.75	-0.69	0.22	0.38
0.1	4.57	1.88	0.87	0.11	0.21	0.14
0.27	0.99	0.63	-2.88	0.65	0.35	-0.18
0.57	1.18	1.21	1.51	0.05	-0.85	-0.16
0.15	-1.57	-1.33	-4.58	-0.3	-0.22	-0.38
0.11	0.05	0.81	0.94	-0.41	0.85	0.2
0.29	0.23	-0.11	0.06	1.27	-0.07	-0.82
0.35	0.2	0.43	0.11	-1.87	0.84	-0.57
0.15	0.2	-0.37	0.33	-0.2	1.33	0.55
0.14	-3.5	-1.5	-1.93	-0.13	-0.07	0.02
0.47	-2.73	-7.55	2.19	-0.76	-1.94	0.39
1.05	0.23	-0.43	7.44	0.15	0.09	0.88
0.25	1.19	0.49	-2.93	0.55	0.37	-0.05
0.33	0.82	0.36	-3.08	0.66	0.37	-0.2
0.59	-1.64	-2.77	0.56	-0.14	-0.46	-0.13
0.39	-0.28	-0.06	0.25	-0.75	-1.92	-0.94
0.39	1.19	0.1	-4.09	0.45	0.04	-0.37
1.71	-0.81	0.32	-0.21	-1.23	-0.93	-0.37
0.1	0.13	-0.88	0.44	-0.44	0.13	0.16
0.18	0.08	-0.27	-0.26	2.59	-0.45	0.56
0.1	0.52	0.24	0.42	0.04	-0.02	0.76
0.52	-4.01	-3.32	-2.77	-0.32	-0.33	-0.18
0.22	-7.6	6.78	-3.03	-0.89	0.58	-0.53
0.22	4.15	-2.53	4.03	1.22	-0.53	0.86
0.18	0.31	0.12	0.62	-0.12	1.19	1.12
0.27	1.15	-0.79	-0.72	0.37	-0.27	-0.1
0.16	2.74	-1.35	-0.34	-0.36	-0.13	-0.04
0.17	0.19	0.47	0.36	1.02	1.61	-1.42
0.35	-4.65	0.79	-3.52	-0.56	0.36	-0.4
0.7	0.01	0.27	0.6	-0.32	-0.35	-0.07
0.8	-4.29	-1.18	-3.27	-0.61	-0.1	-0.2
0.11	-3.27	5.46	0.04	-0.39	0.18	-0.21
1.12	0.01	0.27	0.6	-1.19	-1.14	0.09
0.3	0.27	-0.79	-4.28	0.03	-0.38	-0.97
0.18	-0.4	-0.66	-0.8	-0.29	0.18	-0.41
0.54	-0.84	-2.74	-3.44	-0.19	-0.06	-0.41
0.16	-2.65	1.04	-1.63	0.09	-0.6	-0.55
0.18	-0.95	1.62	1.98	-0.19	0.31	0.25
0.64	4.61	1.34	0.07	0.08	0.04	-0.2
0.4	1.57	0.35	1.53	0.34	-0.47	0.35
0.37	-2.97	0.19	-1.98	-0.53	-0.0	-0.79
0.17	-3.91	-1.99	-2.67	-0.38	-0.29	-0.18
0.17	0.45	-0.84	-0.26	-0.52	0.37	0.57
0.13	-0.84	-0.13	0.72	-0.94	0.25	-0.44
0.4	0.2	-3.31	0.11	-0.48	0.07	-0.21
0.14	0.44	0.59	0.57	0.17	1.16	0.89
0.1	-1.64	1.43	-0.83	-0.34	-0.09	-0.36
0.16	-5.75	-9.85	-8.44	-0.84	-1.17	-1.1
3.01	0.66	0.19	-0.49	0.48	-0.39	0.21
0.49	0.64	0.19	-0.5	0.67	-0.13	1.26
0.86	0.01	0.13	0.32	0.05	-0.7	1.03
2.32	-0.25	0.04	0.72	-0.26	-0.32	0.46
0.22	0.01	0.49	-0.62	-0.66	-0.02	0.48
0.18	1.08	-0.86	-1.63	0.2	-0.46	-0.05
0.28	-0.31	-0.21	0.5	-0.8	-0.18	0.15
0.18	-0.21	-1.03	-0.65	0.83	-1.15	0.16
0.3	-1.07	3.55	7.32	0.16	0.43	0.66
0.17	-0.26	-0.24	-0.15	0.64	-0.85	-1.3
1.17	3.96	2.19	1.55	-0.28	0.39	0.2
0.18	-0.09	-0.07	-1.01	0.08	0.35	-1.67
0.11	3.75	0.16	4.79	0.2	0.21	0.29
34.38	-0.09	-0.15	-0.21	-0.14	-0.19	0.55
5.3	-0.15	0.07	-0.37	-0.4	-0.19	0.57
0.54	0.38	0.33	0.43	0.17	-1.58	-0.61
0.58	0.92	0.78	-1.41	-0.4	0.4	-0.8
0.1	-0.79	-2.14	0.53	0.13	-0.85	-0.2
