Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.3	-0.32	0.68	0.0	-0.15	-1.66
0.13	1.51	0.55	0.44	-0.27	-0.02	0.59
0.22	-0.16	-1.0	-0.36	-0.66	-0.3	0.4
0.16	1.31	-0.34	0.56	0.59	0.56	0.87
0.15	-0.63	-0.31	0.23	-1.2	1.05	1.39
0.34	0.37	1.75	0.04	-0.37	-0.64	-0.6
0.27	-1.19	-1.4	-0.6	0.66	-0.23	-0.02
0.1	2.64	0.27	0.37	0.9	0.49	-0.0
0.27	-1.21	-0.69	0.9	-0.42	-0.33	-1.07
0.57	-0.45	1.58	0.27	0.25	0.98	0.45
0.15	0.06	-0.07	-0.63	-0.07	-0.08	-1.84
0.11	-0.04	-0.76	0.43	0.03	0.28	0.39
0.29	-0.5	-0.45	-0.68	-0.13	0.27	-0.29
0.35	1.08	-1.69	2.37	0.32	-0.03	0.03
0.15	0.49	-0.11	0.43	-0.44	-0.2	0.55
0.14	-1.08	-0.35	-1.14	-1.2	-0.54	-0.62
0.47	1.37	-0.52	0.88	-0.46	-0.14	-0.17
1.05	-0.39	-0.66	2.28	0.05	-0.08	1.54
0.25	-1.26	-0.85	0.33	-0.16	-0.34	-1.2
0.33	-1.39	-0.79	0.64	-0.37	-0.3	-1.09
0.59	0.77	0.46	0.8	0.42	1.11	-0.74
0.39	1.5	0.15	0.88	0.71	0.28	0.13
0.39	-1.18	-0.32	0.05	-0.03	-0.11	-1.57
1.71	0.31	-0.87	0.81	0.59	-0.47	0.74
0.1	0.78	0.09	1.36	-0.78	0.76	0.31
0.18	0.75	0.4	1.38	-0.29	0.76	1.05
0.1	-0.71	1.02	1.24	-0.28	0.1	-0.16
0.52	-1.52	-0.91	-1.18	-0.95	-0.88	-0.61
0.22	-3.09	3.76	-0.44	-1.06	0.76	-0.58
0.22	-0.22	1.77	0.92	-0.48	-0.53	-0.54
0.18	-2.02	0.07	-1.17	-0.42	0.67	-0.03
0.27	0.64	0.57	0.89	-1.8	-0.05	0.78
0.16	1.76	0.2	0.27	1.02	-0.49	-0.34
0.17	-0.37	-0.93	-0.17	-0.28	-1.14	0.87
0.35	-0.41	-0.78	-0.54	-1.83	-0.35	-1.07
0.7	-0.13	-0.39	0.48	0.18	-1.2	0.5
0.8	-0.66	0.15	-1.09	-1.07	-0.44	-1.13
0.11	-0.99	3.76	1.01	-0.59	0.62	-0.18
1.12	-0.13	-0.39	0.48	0.28	-1.41	0.24
0.3	1.18	0.21	0.78	0.06	-0.53	-0.28
0.18	0.9	-0.12	1.36	-0.52	0.69	-0.12
0.54	-0.1	-0.5	-0.13	0.32	-1.73	-0.95
0.16	-1.13	2.15	1.38	-0.76	0.24	-0.57
0.18	0.44	0.2	0.73	-0.97	-0.78	-0.23
0.64	2.78	0.77	1.19	0.65	0.27	-0.27
0.4	-0.2	-0.75	0.35	-0.69	-0.65	0.16
0.37	1.88	0.27	0.83	-0.09	0.28	0.04
0.17	-0.57	-0.13	-1.11	-1.24	-0.56	-1.04
0.17	0.26	0.18	0.3	-1.13	-0.85	1.22
0.13	0.6	-0.2	0.42	-0.04	0.66	0.45
0.4	1.65	-1.1	0.81	0.09	-1.13	-0.03
0.14	-0.06	0.46	0.63	0.62	-0.14	1.22
0.1	-0.78	-0.36	-0.3	-0.39	-1.06	0.32
0.16	-1.68	-4.12	-3.08	-0.91	-1.31	-1.21
3.01	1.52	-0.31	0.77	0.18	-0.92	0.19
0.49	1.51	-0.3	0.74	-0.1	-0.76	0.35
0.86	1.5	0.06	0.77	1.16	0.06	0.37
2.32	1.41	0.42	0.1	-0.44	-0.1	-0.29
0.22	-0.72	1.0	0.0	-0.56	0.27	0.84
0.18	0.67	0.4	0.17	-0.06	-0.96	0.0
0.28	0.02	0.4	0.37	1.4	0.77	0.98
0.18	1.04	0.55	1.63	-0.34	0.87	0.36
0.3	-1.63	1.22	3.56	0.03	0.58	1.01
0.17	0.28	-0.04	0.88	-1.41	-0.01	0.08
1.17	2.59	0.33	1.13	0.68	0.29	0.26
0.18	1.83	0.76	1.79	0.5	0.04	-0.11
0.11	2.03	-0.73	2.44	0.61	0.1	0.82
34.38	0.78	0.25	0.93	-0.64	-0.02	-0.27
5.3	0.79	0.26	0.92	1.6	0.76	1.93
0.54	0.47	-1.12	-0.95	0.14	-0.5	-0.16
0.58	-0.07	-0.61	-1.24	-0.39	0.61	-0.1
0.1	1.92	0.21	1.03	0.17	0.53	-0.29
0.17	3.28	-2.11	1.78	1.24	-0.79	0.47
