Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.09	-0.8	-4.77	0.06	-0.11	-0.54
0.13	-0.58	1.22	-1.99	0.11	0.2	-0.16
0.22	0.56	-1.14	0.91	-0.27	0.08	-0.6
0.16	-0.8	0.58	0.52	-0.23	-0.95	-1.1
0.15	-0.21	2.07	1.65	0.54	-0.16	-0.27
0.34	0.17	-1.58	2.31	0.25	0.21	0.39
0.27	-0.88	1.95	1.82	-0.67	0.17	0.34
0.1	4.59	1.92	0.9	0.09	0.2	0.14
0.27	1.12	0.7	-2.91	0.64	0.34	-0.14
0.57	1.19	1.03	1.47	-0.01	-0.91	-0.22
0.15	-1.63	-1.37	-4.66	-0.29	-0.22	-0.36
0.11	-0.03	0.96	0.97	-0.42	0.63	0.03
0.29	0.44	-0.11	-0.1	0.83	0.1	-0.67
0.35	-0.19	0.58	0.03	-1.85	0.63	-0.17
0.15	0.14	-0.04	0.44	-0.25	2.12	0.49
0.14	-3.52	-1.51	-1.92	-0.11	-0.06	0.03
0.47	-2.88	-7.95	2.27	-0.76	-1.93	0.39
1.05	0.26	-0.42	7.62	0.14	0.09	0.87
0.25	1.3	0.56	-2.93	0.52	0.36	-0.01
0.33	0.96	0.43	-3.11	0.65	0.37	-0.16
0.59	-1.67	-2.86	0.53	-0.12	-0.42	-0.13
0.39	-0.4	-0.43	0.05	-0.42	-1.68	-0.99
0.39	1.28	0.11	-4.17	0.44	0.03	-0.34
1.71	-1.04	0.12	-0.28	-1.02	-1.0	-0.27
0.1	0.03	-0.83	0.47	-0.52	0.36	0.04
0.18	0.55	-0.33	-0.12	2.11	-0.15	0.76
0.1	0.45	0.2	0.57	-0.76	-0.4	0.56
0.52	-4.07	-3.39	-2.8	-0.32	-0.32	-0.17
0.22	-7.78	6.9	-3.14	-0.89	0.57	-0.53
0.22	4.4	-2.63	4.21	1.21	-0.53	0.85
0.18	0.22	0.28	0.6	-0.66	0.38	-0.69
0.27	1.22	-0.83	-0.74	0.29	-0.19	-0.08
0.16	2.66	-1.38	-0.35	-0.41	-0.1	-0.03
0.17	0.38	0.76	0.09	0.84	1.25	-1.27
0.35	-4.76	0.86	-3.61	-0.55	0.36	-0.39
0.7	-0.13	0.07	0.55	-0.47	-0.82	-0.52
0.8	-4.38	-1.23	-3.31	-0.44	-0.4	-0.15
0.11	-3.35	5.5	-0.0	-0.38	0.16	-0.21
1.12	-0.12	0.08	0.55	-0.45	-1.1	-0.67
0.3	0.28	-0.86	-4.47	0.02	-0.37	-0.94
0.18	-0.44	-0.62	-0.86	-0.17	0.24	-0.19
0.54	-0.88	-2.75	-3.52	-0.19	-0.04	-0.4
0.16	-2.63	0.92	-1.74	0.13	-0.63	-0.52
0.18	-0.98	1.68	2.02	-0.16	0.26	0.2
0.64	4.62	1.35	0.03	0.06	0.04	-0.2
0.4	1.63	0.25	1.59	0.26	-0.48	0.3
0.37	-3.07	0.19	-2.14	-0.49	-0.0	-0.77
0.17	-3.98	-2.05	-2.71	-0.36	-0.28	-0.17
0.17	0.33	-0.75	-0.14	-0.65	0.57	0.65
0.13	-1.01	-0.07	0.62	-0.74	0.3	-0.53
0.4	0.1	-3.29	0.07	-0.48	0.11	-0.21
0.14	0.45	0.8	0.74	-0.04	0.88	0.77
0.1	-1.71	1.41	-0.9	-0.29	-0.13	-0.33
0.16	-5.92	-10.08	-8.66	-0.84	-1.17	-1.1
3.01	0.74	0.11	-0.39	0.34	-0.39	0.52
0.49	0.76	0.09	-0.45	0.16	-0.36	0.41
0.86	-0.0	0.03	0.52	0.08	-0.18	0.65
2.32	-0.28	-0.02	0.76	-0.02	-0.24	-0.03
0.22	-0.13	0.47	-0.48	-0.69	-0.2	0.84
0.18	1.12	-0.95	-1.63	0.16	-0.43	0.02
0.28	-0.44	-0.22	0.5	-0.51	0.06	-0.08
0.18	-0.04	-1.24	-0.6	0.83	-0.98	0.25
0.3	-1.04	3.64	7.45	0.16	0.43	0.65
0.17	-0.04	-0.31	-0.37	1.17	0.13	-0.73
1.17	3.96	2.26	1.56	-0.12	0.22	0.14
0.18	-0.07	-0.0	-1.34	0.09	0.35	-1.49
0.11	3.79	0.2	4.85	0.19	0.21	0.28
34.38	-0.1	-0.1	-0.11	0.16	0.22	0.94
5.3	-0.18	-0.05	-0.17	0.43	-1.17	1.6
0.54	0.29	-0.04	0.36	-1.08	-1.63	0.17
0.58	0.84	0.86	-1.57	-0.45	0.36	-0.73
0.1	-0.76	-2.31	0.49	0.15	-0.78	-0.22
