Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.02	-0.6	-3.69	0.08	-0.13	-0.81
0.13	-0.67	0.67	-1.27	0.17	0.37	-0.89
0.22	0.61	-0.62	1.34	0.26	-0.72	0.2
0.16	0.31	1.25	1.74	-0.8	0.04	-0.37
0.15	-0.99	1.95	1.82	0.38	0.28	0.05
0.34	-0.23	-1.6	1.33	0.22	-0.26	0.84
0.27	0.35	1.18	0.94	-0.79	0.96	0.85
0.1	4.29	1.53	0.67	0.27	0.27	0.14
0.27	0.0	0.05	-2.4	0.72	0.45	-0.52
0.57	0.87	2.13	1.5	0.34	-0.43	0.16
0.15	-1.11	-0.98	-3.92	-0.35	-0.27	-0.55
0.11	-0.28	-0.18	0.19	1.23	-0.5	-0.77
0.29	-0.84	0.47	1.19	-0.03	-0.27	-0.32
0.35	1.43	-0.78	1.37	-0.25	0.63	-0.69
0.15	-0.18	-1.01	-0.35	0.39	-0.32	0.05
0.14	-3.18	-1.34	-1.9	-0.31	-0.15	-0.06
0.47	-1.62	-4.73	1.62	-0.79	-2.02	0.42
1.05	0.02	-0.55	6.13	0.15	0.08	0.97
0.25	0.32	-0.08	-2.64	0.66	0.42	-0.37
0.33	-0.16	-0.2	-2.57	0.71	0.41	-0.53
0.59	-1.3	-1.88	0.68	-0.37	-0.82	-0.03
0.39	1.34	0.87	1.3	-0.77	-0.07	-0.19
0.39	0.5	0.03	-3.42	0.51	0.07	-0.59
1.71	1.06	0.42	0.87	-0.67	0.67	-0.78
0.1	0.23	0.26	0.35	0.32	-1.02	-1.14
0.18	-0.65	1.22	1.07	-0.21	-0.42	-0.88
0.1	0.14	-0.23	0.1	-0.22	0.9	0.41
0.52	-3.49	-2.8	-2.45	-0.4	-0.41	-0.26
0.22	-6.3	5.94	-2.27	-0.92	0.6	-0.54
0.22	2.34	-1.72	2.74	1.32	-0.61	0.96
0.18	-1.02	0.99	-0.68	0.83	-0.18	0.44
0.27	0.14	-0.09	-0.07	1.23	-0.76	-1.37
0.16	3.04	-1.08	-0.26	-0.05	-0.25	-0.08
0.17	-0.43	-1.33	1.18	0.24	0.67	0.02
0.35	-3.77	0.25	-2.89	-0.68	0.39	-0.5
0.7	0.16	-0.24	0.11	0.51	2.37	-0.04
0.8	-3.52	-0.83	-2.92	-0.7	-0.28	-0.27
0.11	-2.67	5.15	0.35	-0.45	0.27	-0.21
1.12	0.17	-0.24	0.11	-0.95	1.34	0.38
0.3	0.15	-0.23	-2.71	0.12	-0.39	-1.24
0.18	0.08	0.4	0.65	1.07	-1.32	-0.92
0.54	-0.56	-2.57	-2.75	-0.2	-0.19	-0.55
0.16	-2.61	1.76	-0.77	-0.16	-0.41	-0.65
0.18	-0.47	0.88	1.27	-0.53	0.81	0.81
0.64	4.38	1.25	0.36	0.25	0.09	-0.22
0.4	0.53	0.8	0.62	1.23	0.01	1.0
0.37	-1.86	0.28	-0.81	-0.99	-0.07	-0.87
0.17	-3.26	-1.52	-2.36	-0.6	-0.37	-0.22
0.17	0.72	-0.71	-0.61	0.2	-0.56	-0.15
0.13	0.13	-0.08	-0.15	0.84	0.01	0.11
0.4	0.85	-3.18	0.39	-0.42	-0.25	-0.19
0.14	-0.72	-0.64	0.22	0.24	-0.0	0.17
0.1	-0.86	1.24	-0.15	-0.79	0.44	-0.6
0.16	-4.54	-8.16	-6.85	-0.85	-1.19	-1.12
3.01	-0.47	0.01	0.37	-0.74	1.65	-1.4
0.49	-0.45	0.01	0.32	-1.11	1.87	-1.59
0.86	0.21	-0.1	0.6	-2.33	0.28	-1.19
2.32	0.07	0.25	0.68	-1.16	-0.54	-0.55
0.22	0.51	-0.06	-0.07	0.26	0.57	-1.33
0.18	0.61	-0.07	-1.16	0.45	-0.61	-0.68
0.28	-0.01	0.11	0.58	-0.58	1.68	-2.84
0.18	-0.76	0.94	0.0	-0.19	-1.03	-0.97
0.3	-1.29	2.91	6.33	0.14	0.46	0.73
0.17	0.61	0.15	0.37	-0.44	0.9	0.95
1.17	3.83	1.66	1.5	0.22	0.32	0.01
0.18	1.58	0.17	0.31	-0.9	-0.35	-0.61
0.11	3.4	-0.15	4.3	0.28	0.21	0.39
34.38	0.12	0.08	0.43	-1.08	-0.03	-1.4
5.3	0.11	0.08	0.44	-3.14	1.64	2.49
0.54	-0.34	0.16	0.39	-0.29	1.84	0.88
0.58	1.08	-0.0	0.17	0.43	0.64	-1.41
0.1	-0.65	-0.37	0.55	-0.61	-1.76	0.29
