Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.34	-0.29	-0.46	-0.14	0.09	-1.96
0.13	1.18	0.46	0.82	-0.84	-0.28	0.61
0.22	-0.59	-0.94	-0.15	-0.62	0.4	0.23
0.16	1.51	0.03	1.11	0.1	0.64	0.82
0.15	-1.14	0.32	0.86	-0.55	0.97	0.8
0.34	0.12	1.24	-0.28	-0.43	-1.02	-0.42
0.27	-0.71	-1.43	-0.59	0.88	0.16	0.05
0.1	3.12	0.56	0.39	0.69	0.44	0.05
0.27	-1.36	-0.82	0.18	-0.06	-0.08	-1.27
0.57	-0.26	2.07	0.57	0.37	0.59	0.54
0.15	-0.08	-0.19	-1.6	-0.35	-0.26	-1.34
0.11	-0.08	-0.42	0.61	-0.1	0.84	0.2
0.29	-0.08	-0.44	-0.64	1.04	1.86	-0.46
0.35	1.26	-1.67	2.35	0.26	0.08	-0.09
0.15	0.19	0.06	0.75	-0.4	1.01	0.19
0.14	-1.71	-0.65	-1.43	-0.9	-0.42	-0.36
0.47	0.94	-0.43	0.72	-0.95	0.38	-0.33
1.05	-0.34	-0.68	3.16	0.11	-0.0	1.34
0.25	-1.23	-0.97	-0.43	0.22	-0.04	-1.26
0.33	-1.51	-0.91	-0.08	-0.02	-0.07	-1.22
0.59	0.82	0.81	0.48	-0.26	0.18	-0.38
0.39	1.92	0.26	0.99	0.35	0.59	0.35
0.39	-1.01	-0.32	-0.89	0.51	0.1	-1.42
1.71	0.68	-0.99	1.2	0.58	0.05	0.52
0.1	0.28	0.55	1.24	-0.81	0.65	-0.7
0.18	0.52	0.8	1.82	-0.45	0.57	0.44
0.1	-0.79	1.02	1.07	0.03	-0.12	-0.4
0.52	-2.03	-1.4	-1.51	-0.76	-0.71	-0.48
0.22	-3.73	4.21	-0.8	-1.02	0.71	-0.57
0.22	-0.46	1.23	0.73	-0.22	-1.08	-0.26
0.18	-2.16	0.47	-1.16	-0.04	0.61	0.07
0.27	-0.06	0.2	0.78	-0.63	-0.36	-0.64
0.16	2.28	-0.11	0.1	0.69	-0.5	-0.22
0.17	-0.52	-1.44	0.31	-0.22	-0.6	0.7
0.35	-1.33	-0.73	-1.14	-1.29	0.24	-0.88
0.7	0.02	-1.05	0.57	0.19	-0.68	0.16
0.8	-1.38	-0.02	-1.66	-1.19	-0.35	-0.71
0.11	-1.35	4.12	0.9	-0.56	0.53	-0.19
1.12	0.03	-1.04	0.57	0.29	-0.89	-0.09
0.3	0.94	-0.11	0.63	-0.82	-0.44	-0.25
0.18	0.49	0.37	0.96	-0.89	0.87	-1.6
0.54	-0.07	-1.31	-0.77	-0.08	-0.96	-1.02
0.16	-1.56	2.25	1.01	-0.64	0.08	-0.64
0.18	-0.15	-0.01	0.48	-0.83	0.3	-0.62
0.64	3.17	0.9	0.99	0.69	0.17	-0.31
0.4	-0.6	-0.95	0.34	-0.55	-0.03	-0.14
0.37	1.69	0.4	0.85	-0.5	0.14	0.0
0.17	-1.29	-0.48	-1.58	-1.05	-0.58	-0.57
0.17	-0.43	0.11	0.9	-0.87	0.21	0.58
0.13	0.53	0.23	0.83	-0.34	-1.58	-0.31
0.4	1.64	-1.72	0.78	-0.1	-0.89	-0.08
0.14	0.49	0.25	0.97	1.23	-0.14	-0.28
0.1	-0.78	-0.84	-0.02	0.15	-0.39	0.57
0.16	-2.23	-4.91	-3.81	-0.89	-1.27	-1.18
3.01	1.45	-0.74	0.96	-0.3	-0.49	0.18
0.49	1.44	-0.74	0.96	0.11	-0.81	0.95
0.86	1.88	0.17	0.98	0.79	0.21	0.26
2.32	1.01	0.3	0.02	-0.91	-0.29	0.05
0.22	-0.98	1.03	0.5	-0.25	-0.13	0.78
0.18	0.46	-0.24	0.37	-0.56	-0.89	0.59
0.28	0.18	0.24	0.48	-0.8	1.78	2.05
0.18	0.76	1.02	1.72	-0.56	0.67	-0.05
0.3	-1.6	1.57	4.16	0.07	0.55	0.93
0.17	-0.48	0.12	0.7	-0.97	0.42	-0.71
1.17	2.98	0.6	1.25	0.6	0.36	0.15
0.18	2.08	0.76	1.67	0.32	-0.05	-0.29
0.11	2.37	-0.65	2.9	0.52	0.15	0.69
34.38	0.48	0.32	0.77	-0.65	0.22	-0.56
5.3	0.5	0.33	0.77	-1.24	1.03	-0.4
0.54	0.48	-1.35	-0.98	-0.09	-0.22	0.05
0.58	-0.37	-0.22	-1.08	-0.55	0.59	0.6
0.1	1.9	0.51	0.82	-0.22	0.43	-0.37
0.17	4.02	-2.58	2.06	1.18	-0.75	0.44
