Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.24	-0.37	-1.77	0.14	-0.1	-1.33
0.13	0.19	0.05	1.05	-1.5	-0.57	-0.39
0.22	-0.82	-0.39	-0.07	0.16	0.89	0.02
0.16	1.4	0.55	1.63	-0.34	0.59	0.47
0.15	-1.37	1.01	1.37	-0.05	0.74	0.47
0.34	-0.24	0.16	-0.41	-0.42	-1.68	0.26
0.27	0.03	-1.04	-0.48	0.91	0.77	0.24
0.1	3.6	0.91	0.44	0.5	0.4	0.08
0.27	-1.2	-0.72	-0.85	0.43	0.26	-1.19
0.57	0.09	2.37	0.97	0.47	0.2	0.4
0.15	-0.41	-0.42	-2.55	-0.42	-0.32	-1.02
0.11	0.06	0.29	0.28	-0.46	-0.9	-0.58
0.29	0.06	0.13	-0.33	0.05	-0.1	1.15
0.35	1.44	-1.55	2.21	0.17	0.23	-0.26
0.15	0.36	0.39	-0.01	-0.2	-0.34	-0.66
0.14	-2.34	-0.94	-1.66	-0.65	-0.3	-0.22
0.47	-0.09	-0.67	0.71	-0.91	-2.68	0.77
1.05	-0.24	-0.67	4.18	0.13	0.04	1.17
0.25	-0.9	-0.84	-1.38	0.56	0.31	-1.01
0.33	-1.33	-0.84	-1.06	0.44	0.2	-1.12
0.59	0.27	0.53	0.29	-1.2	-0.96	0.07
0.39	2.04	0.62	1.23	-0.02	0.32	0.23
0.39	-0.52	-0.18	-1.92	0.58	0.19	-1.11
1.71	1.1	-0.77	1.47	0.42	0.45	0.12
0.1	-0.25	0.62	0.35	-0.35	-0.91	-1.11
0.18	0.11	1.19	1.97	-0.52	0.36	-0.06
0.1	-0.53	0.68	0.61	0.73	-0.9	-0.71
0.52	-2.59	-1.92	-1.86	-0.6	-0.57	-0.39
0.22	-4.55	4.77	-1.26	-0.98	0.67	-0.56
0.22	-0.33	-0.05	0.58	1.07	-1.86	0.34
0.18	-2.02	0.84	-1.09	0.31	0.3	0.1
0.27	-0.36	-0.03	0.12	0.23	0.07	-0.7
0.16	2.73	-0.48	-0.05	0.42	-0.41	-0.15
0.17	-0.61	-1.77	0.72	-0.03	-0.18	0.42
0.35	-2.26	-0.47	-1.78	-1.01	0.37	-0.71
0.7	0.19	-1.43	0.47	0.1	-0.0	-0.04
0.8	-2.19	-0.29	-2.17	-0.92	-0.44	-0.51
0.11	-1.79	4.51	0.73	-0.52	0.43	-0.2
1.12	0.19	-1.43	0.47	0.2	-0.21	-0.3
0.3	-0.08	0.11	0.44	-1.2	2.17	0.77
0.18	0.09	0.1	0.48	-1.76	-1.13	-1.85
0.54	-0.18	-1.91	-1.51	-0.17	-0.57	-0.81
0.16	-2.02	2.24	0.47	-0.49	-0.1	-0.68
0.18	-0.58	0.32	0.21	0.07	0.19	0.09
0.64	3.68	1.03	0.78	0.54	0.15	-0.24
0.4	-0.89	-0.71	0.14	-0.09	0.66	-0.39
0.37	1.04	0.44	0.8	-1.15	-0.08	-0.15
0.17	-2.03	-0.89	-1.94	-0.81	-0.43	-0.35
0.17	-0.77	0.27	0.88	0.2	0.13	-0.62
0.13	-0.16	0.28	0.75	-1.76	-0.83	1.26
0.4	1.5	-2.35	0.69	-0.25	-0.66	-0.13
0.14	0.83	0.21	0.32	-0.33	-0.1	-0.82
0.1	-0.51	-0.88	0.37	0.5	0.36	0.39
0.16	-2.95	-5.93	-4.76	-0.87	-1.23	-1.15
3.01	1.11	-1.02	1.1	-0.67	-0.08	-0.07
0.49	1.1	-1.01	1.1	-0.14	-0.45	0.72
0.86	1.99	0.23	1.21	-0.48	-0.25	0.15
2.32	-0.09	0.05	0.62	-0.94	0.07	1.83
0.22	-0.98	0.74	1.07	0.31	-0.58	0.54
0.18	-0.08	-0.44	0.84	-0.75	0.46	0.28
0.28	-0.11	0.2	0.48	-0.07	-4.97	-1.73
0.18	0.22	1.44	1.49	-0.74	0.36	-0.48
0.3	-1.52	2.0	4.89	0.11	0.52	0.85
0.17	-0.67	-0.24	0.08	0.61	-0.93	-0.49
1.17	3.35	0.95	1.37	0.48	0.47	0.06
0.18	2.24	0.67	1.35	0.06	-0.16	-0.47
0.11	2.76	-0.52	3.42	0.43	0.18	0.58
34.38	0.09	0.1	0.52	-0.34	-0.11	-0.03
5.3	0.09	0.11	0.52	-2.61	4.9	0.73
0.54	0.31	-1.38	-0.84	-0.3	0.13	0.3
0.58	-0.74	0.23	-0.26	-0.19	0.44	1.38
0.1	1.54	0.79	0.52	-0.68	0.23	-0.36
0.17	4.97	-3.17	2.41	1.13	-0.71	0.41
