Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.31	-0.32	-1.19	0.17	-0.12	-1.56
0.13	0.73	0.3	1.04	-1.19	-0.66	0.42
0.22	-0.78	-0.72	-0.09	-0.31	0.68	0.09
0.16	1.5	0.3	1.4	-0.14	0.63	0.64
0.15	-1.31	0.69	1.15	-0.26	0.85	0.61
0.34	-0.06	0.77	-0.41	-0.45	-1.31	-0.19
0.27	-0.34	-1.3	-0.55	0.91	0.48	0.14
0.1	3.38	0.74	0.41	0.58	0.42	0.06
0.27	-1.33	-0.8	-0.35	0.2	0.13	-1.27
0.57	-0.1	2.25	0.79	0.44	0.34	0.48
0.15	-0.24	-0.3	-2.1	-0.41	-0.27	-1.15
0.11	-0.08	0.06	0.64	0.26	1.66	-0.13
0.29	0.03	0.0	-0.62	0.1	0.64	0.39
0.35	1.36	-1.62	2.3	0.22	0.16	-0.17
0.15	0.32	0.41	0.39	0.53	0.5	-1.42
0.14	-2.05	-0.8	-1.56	-0.76	-0.36	-0.28
0.47	0.46	-0.18	0.57	-1.43	0.92	-0.41
1.05	-0.29	-0.68	3.69	0.13	0.02	1.25
0.25	-1.1	-0.94	-0.93	0.42	0.17	-1.17
0.33	-1.47	-0.91	-0.58	0.23	0.09	-1.2
0.59	0.63	0.79	0.35	-0.66	-0.32	-0.26
0.39	2.01	0.47	1.12	0.15	0.43	0.29
0.39	-0.76	-0.26	-1.43	0.63	0.2	-1.27
1.71	0.9	-0.92	1.38	0.52	0.29	0.33
0.1	-0.03	0.74	0.84	-0.68	0.19	-1.17
0.18	0.32	1.02	1.95	-0.51	0.47	0.18
0.1	-0.72	0.92	0.87	0.28	-0.36	-0.56
0.52	-2.33	-1.67	-1.7	-0.67	-0.63	-0.43
0.22	-4.15	4.5	-1.03	-1.0	0.69	-0.56
0.22	-0.5	0.71	0.6	0.05	-1.47	-0.36
0.18	-2.13	0.69	-1.13	0.2	0.44	0.09
0.27	-0.29	0.04	0.5	-0.43	-0.47	-0.99
0.16	2.53	-0.3	0.02	0.56	-0.46	-0.18
0.17	-0.58	-1.65	0.53	-0.09	-0.39	0.49
0.35	-1.82	-0.61	-1.47	-1.13	0.33	-0.78
0.7	0.11	-1.31	0.54	0.13	-0.34	0.03
0.8	-1.8	-0.15	-1.93	-1.06	-0.41	-0.58
0.11	-1.57	4.32	0.82	-0.54	0.48	-0.2
1.12	0.12	-1.31	0.54	0.23	-0.55	-0.23
0.3	0.5	-0.23	0.49	-1.2	0.0	-0.41
0.18	0.07	-0.01	0.47	-0.65	-1.03	0.54
0.54	-0.11	-1.65	-1.16	-0.14	-0.73	-0.91
0.16	-1.8	2.26	0.74	-0.56	-0.01	-0.66
0.18	-0.44	0.18	0.26	-0.63	0.49	-0.34
0.64	3.44	0.97	0.88	0.62	0.17	-0.25
0.4	-0.79	-0.9	0.26	-0.38	0.29	-0.25
0.37	1.43	0.44	0.84	-0.77	0.04	-0.05
0.17	-1.68	-0.7	-1.79	-0.91	-0.5	-0.43
0.17	-0.7	0.2	1.02	-0.47	0.19	-0.02
0.13	0.18	-0.03	0.5	-1.19	0.32	-0.99
0.4	1.59	-2.06	0.74	-0.18	-0.77	-0.11
0.14	0.83	0.23	0.68	0.39	-0.04	-0.89
0.1	-0.68	-0.93	0.2	0.34	-0.07	0.49
0.16	-2.59	-5.43	-4.29	-0.88	-1.25	-1.16
3.01	1.32	-0.92	1.06	-0.48	-0.3	0.06
0.49	1.3	-0.92	1.05	-0.01	-0.64	0.84
0.86	1.99	0.21	1.1	0.1	0.02	0.19
2.32	0.54	0.17	0.11	-1.41	-0.28	0.54
0.22	-1.04	0.94	0.81	-0.01	-0.36	0.7
0.18	0.21	-0.48	0.64	-0.67	-0.25	0.66
0.28	0.18	0.31	0.62	-1.26	-1.56	-1.8
0.18	0.51	1.26	1.65	-0.66	0.51	-0.28
0.3	-1.56	1.79	4.53	0.09	0.53	0.89
0.17	-0.76	0.1	0.34	-0.23	-0.58	-0.7
1.17	3.18	0.78	1.31	0.54	0.4	0.1
0.18	2.19	0.73	1.53	0.2	-0.11	-0.39
0.11	2.57	-0.59	3.18	0.47	0.17	0.63
34.38	0.14	0.14	0.49	0.75	-0.96	-1.28
5.3	0.14	0.14	0.49	-3.59	1.06	7.59
0.54	0.42	-1.4	-0.93	-0.21	-0.04	0.17
0.58	-0.6	0.01	-0.76	-0.5	0.62	1.02
0.1	1.77	0.67	0.67	-0.44	0.33	-0.38
0.17	4.5	-2.88	2.24	1.15	-0.72	0.43
