Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.2	-0.13	1.54	-0.3	-0.43	-1.15
0.13	1.47	0.34	0.18	0.37	0.75	0.08
0.22	0.05	-0.53	-0.54	0.2	-1.17	0.15
0.16	0.81	-0.55	0.12	1.03	0.12	0.59
0.15	-0.31	-0.38	-0.93	0.22	-0.3	1.1
0.34	0.57	2.03	0.42	-0.3	-0.31	-0.65
0.27	-1.51	-1.16	-0.57	0.38	-0.53	-0.08
0.1	1.99	-0.03	0.41	1.24	0.5	-0.14
0.27	-0.87	-0.43	1.48	-0.68	-0.52	-0.81
0.57	-0.55	0.85	0.02	0.06	1.47	0.35
0.15	-0.06	-0.02	0.59	0.37	-0.42	-1.82
0.11	-0.08	-0.72	0.08	0.18	-0.46	0.74
0.29	-0.5	-0.41	-0.27	-2.39	-0.53	0.68
0.35	0.87	-1.63	2.31	0.36	-0.16	0.17
0.15	0.66	0.13	0.23	-0.06	-0.49	0.05
0.14	-0.26	-0.04	-0.58	-1.41	-0.3	-1.35
0.47	1.49	-0.29	0.93	0.08	-0.6	0.01
1.05	-0.39	-0.57	1.25	-0.1	-0.26	1.85
0.25	-1.05	-0.57	1.0	-0.51	-0.57	-0.96
0.33	-1.07	-0.56	1.24	-0.67	-0.47	-0.86
0.59	1.09	-0.04	0.74	0.12	-0.46	1.0
0.39	0.76	0.01	0.78	1.52	-0.56	-0.29
0.39	-0.97	-0.19	0.93	-0.61	-0.32	-1.27
1.71	-0.04	-0.41	0.29	0.59	-1.07	1.0
0.1	1.12	-0.29	0.87	-0.22	0.27	1.02
0.18	0.93	0.54	0.88	-0.15	-0.61	-0.16
0.1	-0.44	0.91	1.24	-0.59	0.27	0.19
0.52	-0.82	-0.3	-0.72	-1.4	-1.1	-0.95
0.22	-2.43	3.28	-0.09	-1.11	0.83	-0.58
0.22	0.04	1.92	1.22	-0.41	-0.05	-0.43
0.18	-1.65	-0.34	-1.14	-0.82	0.62	-0.09
0.27	1.22	0.22	0.84	-0.31	0.94	-0.03
0.16	0.98	0.46	0.55	1.55	-0.22	-0.71
0.17	-0.46	-0.11	-0.47	0.37	-0.77	-0.29
0.35	0.37	-0.18	0.1	-0.77	-1.27	-1.13
0.7	-0.13	0.58	0.51	-0.49	-1.02	-1.06
0.8	0.04	0.11	-0.21	-0.96	0.26	-1.69
0.11	-0.62	3.35	1.11	-0.62	0.74	-0.15
1.12	-0.12	0.58	0.51	0.02	-1.05	-1.35
0.3	0.7	0.22	0.98	1.09	0.97	0.12
0.18	1.12	-0.44	1.17	-0.17	0.24	0.66
0.54	-0.28	0.57	0.44	-0.48	-1.32	-0.9
0.16	-0.63	1.95	1.69	-0.87	0.43	-0.44
0.18	1.15	0.3	1.01	-0.73	0.72	-0.45
0.64	2.31	0.57	1.32	0.91	0.39	-0.16
0.4	0.19	-0.17	0.12	-0.42	-1.27	0.55
0.37	1.78	0.08	0.8	0.4	0.32	0.05
0.17	0.08	0.14	-0.25	-0.65	-0.26	-1.85
0.17	0.65	-0.04	0.15	-0.3	0.33	-0.05
0.13	0.52	-0.44	0.22	0.35	0.14	0.22
0.4	1.51	-0.31	0.81	0.46	-1.48	0.03
0.14	0.13	-0.08	0.27	-0.3	0.89	-0.36
0.1	-0.24	0.11	-0.39	-1.09	-0.41	-0.11
0.16	-1.12	-3.3	-2.33	-0.93	-1.39	-1.25
3.01	1.16	0.3	0.66	1.21	-1.0	0.01
0.49	1.15	0.3	0.63	0.85	-0.77	-0.16
0.86	0.73	-0.04	0.61	1.41	-0.19	-0.19
2.32	1.54	0.44	0.36	0.03	0.05	-0.55
0.22	-0.32	0.67	-0.46	-0.72	0.82	0.61
0.18	0.58	0.84	0.3	0.3	-0.43	-0.37
0.28	-0.25	0.21	0.3	0.8	1.93	1.84
0.18	1.13	-0.01	1.2	0.14	0.85	1.15
0.3	-1.63	0.86	2.91	-0.03	0.61	1.12
0.17	0.99	0.38	0.94	-0.02	-0.96	-0.57
1.17	2.04	0.04	0.96	0.93	0.83	0.35
0.18	1.46	0.7	1.78	0.72	0.16	0.18
0.11	1.61	-0.76	1.89	0.75	-0.01	1.0
34.38	0.86	0.11	0.84	-0.22	0.24	-0.35
5.3	0.86	0.1	0.85	0.34	-0.99	4.16
0.54	0.28	-0.71	-0.76	0.57	-0.85	-0.47
0.58	0.08	-0.89	-0.95	-0.0	0.18	-0.87
0.1	1.69	-0.11	1.15	0.59	0.48	-0.06
0.17	2.49	-1.6	1.48	1.34	-0.87	0.52
