Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.87	0.79	2.02	-0.5	-0.18	0.68
0.13	-0.55	0.64	-0.04	0.43	-0.03	1.68
0.22	0.33	0.22	1.14	-1.39	0.75	-0.26
0.16	0.5	0.22	0.97	-0.81	0.91	-0.6
0.15	-0.16	-0.02	-0.25	-0.93	1.25	-0.94
0.34	0.93	1.47	1.65	-0.0	0.82	-0.32
0.27	-0.69	0.45	-0.19	-1.01	-0.07	-0.95
0.1	-1.12	1.14	0.12	0.28	-0.46	0.69
0.27	1.17	0.69	1.19	-0.68	0.18	1.51
0.57	0.27	0.39	0.45	0.54	0.19	-0.16
0.15	0.44	0.79	1.76	-0.64	0.01	0.5
0.11	0.53	0.42	1.09	-1.16	1.17	-0.4
0.29	0.8	0.17	0.97	0.1	0.86	-0.15
0.35	-0.03	-0.45	1.06	0.32	-1.05	1.17
0.15	0.14	0.05	0.13	-0.67	0.93	0.29
0.14	0.6	0.55	1.64	-0.37	-0.41	0.44
0.47	-0.05	-0.13	0.1	-0.79	0.41	0.92
1.05	0.51	0.32	1.05	-1.15	1.02	-0.41
0.25	1.29	0.78	1.1	-0.85	0.38	0.85
0.33	1.29	0.78	1.11	-0.71	-0.03	1.38
0.59	-0.04	0.68	0.58	0.25	0.24	-0.2
0.39	0.38	-0.38	0.08	-0.66	1.85	-0.02
0.39	1.36	0.56	1.1	-0.36	0.12	1.14
1.71	0.35	-0.45	0.03	-0.84	0.22	1.4
0.1	-0.75	0.16	-0.25	1.05	-0.02	0.42
0.18	-0.86	0.19	-0.08	0.94	-1.1	0.75
0.1	-0.04	-0.4	-0.11	-0.7	0.54	0.7
0.52	1.01	0.55	0.96	-1.11	-0.03	1.03
0.22	0.45	0.69	1.09	-1.54	1.87	-0.24
0.22	0.86	0.53	1.36	-0.35	1.78	0.69
0.18	-0.02	0.32	0.52	0.31	-0.29	-0.47
0.27	-1.1	0.91	-0.01	0.14	0.09	0.09
0.16	0.05	-0.19	-0.31	-0.63	-0.48	1.5
0.17	0.85	0.17	1.09	-0.52	1.4	0.81
0.35	0.66	0.92	2.14	0.13	0.2	-0.09
0.7	0.86	0.42	1.33	-0.2	2.08	0.46
0.8	0.98	0.52	1.02	-1.0	0.01	1.09
0.11	0.83	0.78	1.16	-0.65	1.97	0.23
1.12	0.86	0.42	1.33	-1.22	1.13	0.72
0.3	-0.07	-0.14	-0.05	-0.21	1.07	0.05
0.18	-0.94	0.03	0.17	0.43	0.88	1.27
0.54	0.95	0.44	1.29	-0.42	1.68	0.49
0.16	1.3	0.05	1.43	-0.34	1.12	1.11
0.18	-0.88	0.11	0.15	0.28	1.13	1.22
0.64	-0.89	0.49	-0.31	0.2	-0.91	0.63
0.4	0.29	-0.44	-0.06	0.1	0.55	0.03
0.37	-0.25	0.53	0.43	0.17	0.87	0.36
0.17	0.96	0.57	1.21	-0.52	-0.24	1.37
0.17	0.66	0.62	1.1	-0.53	0.59	-0.15
0.13	-0.44	0.49	0.28	-0.57	0.87	0.16
0.4	-1.18	0.4	0.17	0.26	0.94	0.94
0.14	0.33	-0.33	-0.03	-0.83	0.64	0.58
0.1	0.64	0.48	1.71	-0.32	-0.46	0.06
0.16	0.06	-0.16	0.18	0.16	0.7	0.11
3.01	0.11	-0.11	-0.33	-0.73	-0.02	1.67
0.49	0.1	-0.1	-0.36	-0.82	0.14	1.6
0.86	0.14	-0.23	-0.1	-0.08	0.78	0.93
2.32	-0.92	0.84	-0.0	1.1	-0.76	0.29
0.22	-0.25	-0.66	0.37	0.37	-0.97	-0.3
0.18	0.05	-0.18	-0.31	-0.54	-0.33	1.95
0.28	-0.08	-0.08	-0.36	1.96	-3.54	-0.76
0.18	0.3	-0.57	-0.13	-0.25	1.03	0.69
0.3	-0.63	-0.46	-0.34	-1.43	0.03	1.91
0.17	-1.03	0.23	0.12	0.33	1.22	1.01
1.17	-0.23	0.53	0.44	-0.02	0.28	0.05
0.18	0.01	-0.35	0.22	-0.25	1.33	0.49
0.11	-0.94	0.86	-0.42	1.07	-0.44	0.11
34.38	-0.88	0.22	-0.04	0.8	0.36	1.16
5.3	-0.91	0.14	-0.1	0.57	0.99	0.78
0.54	0.06	0.71	1.61	-0.99	-0.12	-0.52
0.58	0.82	0.52	0.87	-1.17	0.67	-0.55
0.1	-0.21	0.57	0.47	0.37	0.45	-0.24
0.17	-0.89	0.21	-0.01	1.87	3.12	-0.48
0.24	1.24	0.63	1.16	-0.99	0.03	0.91
