Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.23	-0.38	-1.91	0.13	-0.1	-1.3
0.13	0.03	-0.01	1.0	-1.6	-0.49	-0.69
0.22	-0.79	-0.3	-0.06	0.27	0.91	0.06
0.16	1.37	0.61	1.68	-0.37	0.58	0.44
0.15	-1.37	1.09	1.41	-0.01	0.72	0.44
0.34	-0.28	-0.02	-0.38	-0.36	-1.72	0.46
0.27	0.12	-0.96	-0.45	0.9	0.85	0.28
0.1	3.65	0.95	0.45	0.48	0.4	0.08
0.27	-1.15	-0.69	-0.97	0.48	0.29	-1.15
0.57	0.14	2.38	1.01	0.47	0.16	0.39
0.15	-0.45	-0.46	-2.65	-0.41	-0.33	-0.97
0.11	-0.0	0.19	0.25	-0.74	-1.14	0.05
0.29	0.07	0.1	-0.2	0.16	-0.44	1.43
0.35	1.45	-1.52	2.18	0.16	0.25	-0.28
0.15	0.33	0.35	-0.07	-0.34	-0.46	-0.53
0.14	-2.4	-0.97	-1.68	-0.62	-0.29	-0.2
0.47	-0.18	-0.94	0.78	-0.91	-2.56	0.7
1.05	-0.22	-0.66	4.3	0.14	0.04	1.16
0.25	-0.84	-0.81	-1.48	0.58	0.34	-0.97
0.33	-1.28	-0.82	-1.17	0.48	0.22	-1.09
0.59	0.13	0.42	0.31	-1.42	-1.25	0.28
0.39	2.04	0.65	1.25	-0.06	0.3	0.21
0.39	-0.46	-0.16	-2.03	0.57	0.18	-1.07
1.71	1.14	-0.72	1.48	0.39	0.48	0.07
0.1	-0.28	0.51	0.24	-0.21	-1.25	-0.91
0.18	0.06	1.22	1.96	-0.51	0.34	-0.11
0.1	-0.45	0.58	0.54	0.97	-1.17	-0.73
0.52	-2.65	-1.97	-1.9	-0.59	-0.56	-0.38
0.22	-4.65	4.84	-1.31	-0.98	0.66	-0.56
0.22	-0.2	-0.27	0.64	1.62	-2.11	1.91
0.18	-1.99	0.87	-1.08	0.33	0.28	0.1
0.27	-0.32	-0.01	0.06	0.52	0.22	-0.48
0.16	2.77	-0.52	-0.06	0.38	-0.4	-0.15
0.17	-0.61	-1.78	0.76	-0.01	-0.13	0.4
0.35	-2.36	-0.43	-1.85	-0.98	0.38	-0.69
0.7	0.2	-1.44	0.45	0.09	0.07	-0.06
0.8	-2.28	-0.32	-2.23	-0.68	-0.59	-0.51
0.11	-1.84	4.55	0.71	-0.52	0.42	-0.2
1.12	0.21	-1.44	0.45	0.19	-0.14	-0.31
0.3	-0.12	0.24	0.21	0.13	0.32	-2.92
0.18	-0.15	0.04	0.45	-3.23	0.46	0.87
0.54	-0.2	-1.97	-1.59	-0.17	-0.54	-0.8
0.16	-2.07	2.23	0.4	-0.47	-0.12	-0.68
0.18	-0.56	0.34	0.23	0.34	0.08	0.18
0.64	3.73	1.05	0.76	0.52	0.15	-0.23
0.4	-0.9	-0.64	0.09	-0.01	0.76	-0.43
0.37	0.92	0.43	0.78	-1.27	-0.11	-0.19
0.17	-2.12	-0.94	-1.98	-0.79	-0.42	-0.33
0.17	-0.74	0.28	0.81	0.4	0.1	-0.72
0.13	-0.34	0.2	0.83	-1.51	-0.66	0.46
0.4	1.47	-2.42	0.68	-0.26	-0.64	-0.13
0.14	0.79	0.19	0.24	-0.53	-0.17	-0.72
0.1	-0.45	-0.84	0.41	0.55	0.49	0.37
0.16	-3.04	-6.06	-4.88	-0.87	-1.23	-1.15
3.01	1.05	-1.03	1.11	-0.61	-0.08	-0.05
0.49	1.03	-1.02	1.08	-0.73	-0.08	0.34
0.86	1.94	0.2	1.22	-0.48	-0.24	0.05
2.32	-0.18	0.09	0.78	-0.61	0.35	0.94
0.22	-0.94	0.68	1.12	0.39	-0.63	0.49
0.18	-0.16	-0.38	0.86	-0.83	0.63	0.07
0.28	-0.1	0.14	0.47	0.43	-2.62	-2.81
0.18	0.15	1.47	1.44	-0.72	0.31	-0.52
0.3	-1.51	2.06	4.97	0.11	0.52	0.84
0.17	-0.6	-0.33	0.03	0.75	-0.86	-0.44
1.17	3.4	0.98	1.38	0.37	0.28	0.12
0.18	2.25	0.65	1.3	0.02	-0.18	-0.49
0.11	2.8	-0.5	3.48	0.42	0.18	0.56
34.38	-0.03	0.16	0.51	-2.03	0.92	-0.37
5.3	-0.04	0.17	0.51	-1.0	-2.22	-0.73
0.54	0.28	-1.36	-0.81	-0.32	0.18	0.33
0.58	-0.75	0.27	-0.12	-0.08	0.39	1.44
0.1	1.47	0.81	0.48	-0.75	0.19	-0.35
