Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.09	0.22	2.13	-0.48	-0.49	-0.51
0.13	0.93	-0.18	0.37	1.32	0.54	-0.71
0.22	-0.4	0.25	-0.36	0.63	-0.9	-0.83
0.16	-0.15	-0.39	-0.16	1.84	-0.82	0.06
0.15	-0.45	-0.27	-1.31	0.19	-0.07	0.08
0.34	0.76	2.13	0.88	-0.23	0.04	-0.62
0.27	-1.64	-0.7	-0.49	-0.01	-0.75	-0.12
0.1	0.84	-0.26	0.6	2.13	-0.13	-0.3
0.27	-0.3	0.02	1.91	-0.85	-0.68	-0.37
0.57	-0.14	-0.36	0.08	-1.23	0.34	-0.7
0.15	-0.16	0.36	1.54	-0.1	-0.52	-0.89
0.11	-0.37	0.19	-0.22	0.31	-1.46	-0.49
0.29	0.15	0.1	0.48	-0.29	-2.04	-0.73
0.35	0.6	-1.45	2.12	0.4	-0.35	0.36
0.15	0.49	0.33	0.52	0.47	0.19	-0.85
0.14	0.28	0.02	0.79	-0.26	-0.09	-2.07
0.47	1.09	0.32	0.77	1.07	-0.92	0.49
1.05	-0.29	0.02	-0.06	0.42	-1.32	-0.04
0.25	-0.54	-0.08	1.55	-0.92	-0.78	-0.55
0.33	-0.47	-0.15	1.71	-1.0	-0.66	-0.43
0.59	0.58	0.01	0.84	0.85	0.62	0.19
0.39	0.35	0.26	0.98	1.55	0.34	0.06
0.39	-0.32	0.1	1.62	-1.13	-0.45	-0.6
1.71	-0.33	0.31	-0.09	0.02	-0.32	-0.49
0.1	0.94	-0.06	0.24	0.78	-0.75	0.45
0.18	0.83	0.48	0.88	0.45	0.65	0.29
0.1	0.1	0.56	0.89	-1.06	0.97	1.02
0.52	0.22	0.18	0.44	-0.61	0.55	-2.38
0.22	-1.61	2.65	0.33	-1.19	0.95	-0.58
0.22	0.33	1.83	1.48	-0.4	0.31	-0.27
0.18	-0.88	-0.67	-1.0	-1.34	0.29	-0.32
0.27	0.56	-0.12	0.61	1.75	-0.37	0.89
0.16	-0.08	0.19	1.08	1.1	0.59	-0.22
0.17	-0.33	0.16	0.11	-0.48	-0.4	-1.22
0.35	0.7	0.64	1.11	-0.24	-0.68	-1.4
0.7	0.05	1.03	1.24	-1.0	-0.72	-0.56
0.8	0.26	-0.06	1.07	-0.15	0.08	-1.49
0.11	-0.17	2.76	1.2	-0.65	0.92	-0.1
1.12	0.05	1.04	1.24	0.08	-0.01	-0.91
0.3	0.3	-0.26	0.48	0.54	-0.1	0.93
0.18	1.03	-0.3	0.56	0.5	-0.74	1.0
0.54	0.12	1.19	1.02	-0.56	-0.44	-0.65
0.16	0.02	1.56	1.94	-0.95	0.67	-0.22
0.18	1.11	-0.16	0.95	0.58	0.4	0.58
0.64	1.49	0.23	1.34	1.45	0.56	0.17
0.4	0.06	0.59	0.02	0.56	-0.5	-0.26
0.37	1.17	-0.09	0.78	1.43	0.18	0.22
0.17	0.11	0.0	1.08	-0.14	0.21	-1.33
0.17	0.62	-0.12	0.44	0.29	-0.25	-0.82
0.13	-0.01	-0.21	0.14	1.26	-0.95	0.04
0.4	0.76	0.75	0.75	1.53	-1.07	0.19
0.14	0.12	-0.24	0.4	0.3	-0.67	0.01
0.1	0.3	0.12	0.15	-0.26	0.32	-1.45
0.16	-0.45	-2.26	-1.41	-0.95	-1.55	-1.33
3.01	0.12	0.35	0.89	1.4	0.77	-0.36
0.49	0.12	0.36	0.86	1.1	0.85	-0.59
0.86	-0.03	0.27	0.79	0.68	-0.67	0.3
2.32	1.17	0.25	0.84	1.1	0.64	-0.46
0.22	0.17	-0.14	-0.61	-0.55	1.32	-0.28
0.18	0.29	0.84	0.63	0.52	0.55	-0.53
0.28	-0.22	-0.2	-0.09	-0.1	0.71	2.2
0.18	0.66	0.0	0.24	0.97	-0.75	0.83
0.3	-1.56	0.41	2.06	-0.17	0.65	1.29
0.17	0.84	0.4	1.16	0.49	0.34	0.2
1.17	1.18	-0.26	0.7	1.69	0.16	0.38
0.18	0.84	0.51	1.45	0.99	0.39	0.83
0.11	0.99	-0.64	1.07	1.03	-0.38	1.34
34.38	0.84	0.13	0.57	0.78	0.2	0.28
5.3	0.82	0.11	0.54	-1.11	-0.47	-0.82
0.54	-0.43	-0.03	-0.18	0.94	-0.87	-1.52
0.58	-0.21	-0.66	-0.21	0.71	-0.84	-1.02
0.1	1.06	-0.3	1.02	1.2	-0.03	0.47
0.17	1.47	-0.91	1.08	1.56	-1.1	0.64
0.24	-0.76	0.15	1.12	-0.83	-0.43	-0.93
