Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.29	-0.34	0.33	0.04	-0.02	-1.87
0.13	1.44	0.54	0.56	-0.44	-0.11	0.63
0.22	-0.31	-1.03	-0.28	-0.7	0.03	0.37
0.16	1.41	-0.22	0.74	0.42	0.61	0.92
0.15	-0.84	-0.1	0.48	-0.94	1.04	1.09
0.34	0.29	1.6	-0.08	-0.39	-0.76	-0.56
0.27	-1.04	-1.44	-0.6	0.74	-0.11	0.0
0.1	2.81	0.37	0.38	0.82	0.47	0.02
0.27	-1.28	-0.75	0.68	-0.31	-0.26	-1.15
0.57	-0.4	1.77	0.37	0.29	0.85	0.48
0.15	0.04	-0.1	-0.99	-0.2	-0.18	-1.67
0.11	-0.04	-0.68	0.49	-0.01	0.51	0.3
0.29	-0.49	-0.43	-0.71	0.25	-0.04	0.01
0.35	1.14	-1.69	2.37	0.3	0.01	-0.01
0.15	0.39	-0.12	0.55	-0.53	0.03	0.58
0.14	-1.31	-0.46	-1.26	-1.08	-0.5	-0.5
0.47	1.26	-0.52	0.84	-0.61	0.08	-0.25
1.05	-0.38	-0.68	2.59	0.08	-0.05	1.46
0.25	-1.28	-0.91	0.08	-0.02	-0.25	-1.25
0.33	-1.45	-0.85	0.41	-0.26	-0.23	-1.15
0.59	0.83	0.64	0.67	0.2	0.69	-0.55
0.39	1.64	0.18	0.92	0.59	-0.02	0.16
0.39	-1.16	-0.34	-0.27	0.21	-0.04	-1.56
1.71	0.43	-0.95	0.96	0.61	-0.28	0.68
0.1	0.61	0.25	1.39	-0.81	0.79	-0.04
0.18	0.69	0.55	1.57	-0.35	0.69	0.8
0.1	-0.76	1.03	1.2	-0.18	0.03	-0.24
0.52	-1.7	-1.08	-1.3	-0.87	-0.82	-0.56
0.22	-3.31	3.92	-0.56	-1.05	0.74	-0.57
0.22	-0.32	1.62	0.83	-0.47	-0.88	-0.32
0.18	-2.1	0.21	-1.18	-0.3	0.67	-0.01
0.27	0.32	0.44	0.93	-1.26	-0.7	-0.06
0.16	1.96	0.1	0.2	0.89	-0.5	-0.29
0.17	-0.43	-1.14	0.0	-0.27	-0.9	0.79
0.35	-0.75	-0.8	-0.75	-1.57	0.06	-1.0
0.7	-0.08	-0.65	0.53	0.19	-1.03	0.35
0.8	-0.9	0.1	-1.31	-1.3	-0.25	-0.96
0.11	-1.11	3.89	0.97	-0.58	0.59	-0.18
1.12	-0.08	-0.64	0.53	0.29	-1.24	0.1
0.3	1.16	0.1	0.72	-0.27	-0.54	-0.24
0.18	0.78	0.02	1.31	-0.61	0.76	-0.4
0.54	-0.06	-0.83	-0.33	0.11	-1.5	-1.03
0.16	-1.28	2.2	1.26	-0.72	0.18	-0.6
0.18	0.24	0.06	0.68	-1.0	-0.58	-0.31
0.64	2.91	0.82	1.13	0.61	0.22	-0.31
0.4	-0.34	-0.86	0.37	-0.67	-0.43	0.02
0.37	1.84	0.32	0.84	-0.24	0.25	0.03
0.17	-0.82	-0.24	-1.3	-1.22	-0.58	-0.85
0.17	0.0	0.07	0.55	-1.25	-0.15	1.15
0.13	0.58	-0.04	0.52	-0.14	0.85	0.53
0.4	1.66	-1.32	0.8	0.01	-1.04	-0.05
0.14	0.08	0.4	0.83	0.8	-0.4	0.74
0.1	-0.83	-0.56	-0.22	-0.06	-0.94	0.43
0.16	-1.87	-4.39	-3.32	-0.9	-1.3	-1.2
3.01	1.52	-0.48	0.82	-0.16	-0.73	0.26
0.49	1.5	-0.47	0.82	0.15	-0.98	0.98
0.86	1.66	0.14	0.84	0.58	0.23	0.45
2.32	1.3	0.4	0.05	-0.58	-0.17	-0.18
0.22	-0.83	1.04	0.17	-0.48	0.12	0.84
0.18	0.63	0.2	0.19	-0.29	-1.07	0.22
0.28	0.06	0.37	0.43	0.27	0.56	0.0
0.18	0.97	0.72	1.69	-0.42	0.8	0.2
0.3	-1.62	1.34	3.77	0.05	0.57	0.99
0.17	-0.0	-0.02	0.87	-1.31	0.21	-0.14
1.17	2.73	0.42	1.17	0.66	0.31	0.21
0.18	1.93	0.77	1.76	0.44	0.01	-0.18
0.11	2.15	-0.71	2.61	0.58	0.12	0.77
34.38	0.7	0.27	0.91	-0.45	0.1	-0.6
5.3	0.72	0.28	0.91	0.64	0.74	0.67
0.54	0.49	-1.22	-0.97	0.05	-0.41	-0.08
0.58	-0.16	-0.48	-1.24	-0.46	0.64	0.15
0.1	1.94	0.32	0.97	0.03	0.51	-0.33
0.17	3.53	-2.27	1.88	1.22	-0.78	0.46
