Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.09	0.01	1.85	-0.39	-0.5	-0.86
0.13	1.32	0.11	0.2	0.66	0.77	-0.19
0.22	-0.1	-0.18	-0.55	0.7	-1.11	-0.14
0.16	0.46	-0.55	-0.04	1.29	-0.13	0.47
0.15	-0.37	-0.31	-1.17	0.2	-0.15	0.57
0.34	0.66	2.1	0.62	-0.27	-0.16	-0.64
0.27	-1.6	-0.99	-0.54	0.22	-0.64	-0.1
0.1	1.57	-0.17	0.47	1.5	0.41	-0.24
0.27	-0.64	-0.25	1.7	-0.79	-0.62	-0.64
0.57	-0.53	0.34	-0.06	-0.22	1.9	0.19
0.15	-0.15	0.13	1.08	0.19	-0.55	-1.38
0.11	-0.18	-0.47	-0.17	0.52	-1.31	0.73
0.29	-0.24	-0.3	0.05	-1.09	-1.68	0.15
0.35	0.76	-1.57	2.24	0.38	-0.24	0.24
0.15	0.63	0.27	0.27	0.21	-0.37	-0.32
0.14	0.11	0.01	-0.08	-0.9	-0.05	-1.89
0.47	1.41	-0.07	0.91	0.45	-0.85	0.14
1.05	-0.33	-0.46	0.65	-0.25	-0.48	2.11
0.25	-0.87	-0.37	1.27	-0.68	-0.67	-0.81
0.33	-0.84	-0.4	1.48	-0.82	-0.56	-0.7
0.59	0.88	0.19	0.6	1.04	-0.65	-0.5
0.39	0.52	0.26	0.89	0.31	-0.84	-0.25
0.39	-0.74	-0.07	1.29	-0.9	-0.4	-1.06
1.71	-0.24	-0.03	-0.05	0.7	-1.39	0.99
0.1	1.13	-0.28	0.56	0.18	-0.27	0.98
0.18	0.94	0.62	0.91	0.07	0.03	-0.04
0.1	-0.24	0.8	1.15	-0.7	0.42	0.43
0.52	-0.34	0.02	-0.38	-1.69	-0.87	-1.4
0.22	-2.08	3.02	0.09	-1.14	0.87	-0.58
0.22	0.17	1.91	1.35	-0.4	0.1	-0.37
0.18	-1.36	-0.51	-1.1	-1.04	0.49	-0.18
0.27	1.16	-0.05	0.83	0.74	0.69	0.12
0.16	0.5	0.43	0.82	1.56	0.48	-0.94
0.17	-0.52	0.06	-0.31	-0.03	-0.35	-0.77
0.35	0.55	0.23	0.49	-0.45	-1.33	-1.4
0.7	-0.07	0.84	0.87	-0.04	-0.29	-1.03
0.8	0.22	0.0	0.37	-0.16	0.41	-1.96
0.11	-0.43	3.11	1.16	-0.63	0.81	-0.14
1.12	-0.06	0.84	0.87	-0.34	-0.93	-1.09
0.3	0.48	-0.09	0.83	0.44	0.85	0.7
0.18	1.14	-0.47	0.94	0.05	-0.1	0.84
0.54	-0.11	0.91	0.7	-0.59	-0.93	-0.83
0.16	-0.36	1.81	1.82	-0.91	0.53	-0.36
0.18	1.25	0.08	1.08	0.05	0.72	0.01
0.64	2.0	0.44	1.36	1.09	0.46	-0.06
0.4	0.22	0.23	0.0	0.2	-1.23	0.19
0.37	1.61	-0.01	0.81	0.73	0.21	-0.04
0.17	0.16	0.15	0.38	0.13	0.3	-2.09
0.17	0.7	-0.12	0.21	0.0	0.19	-0.33
0.13	0.37	-0.43	0.17	0.65	-0.2	0.14
0.4	1.3	0.18	0.8	0.93	-1.69	0.05
0.14	0.18	-0.28	0.36	-0.03	0.41	-0.22
0.1	0.06	0.18	-0.27	-0.87	-0.05	-0.67
0.16	-0.83	-2.86	-1.94	-0.94	-1.44	-1.27
3.01	0.73	0.48	0.72	1.53	-0.22	-0.25
0.49	0.73	0.48	0.7	1.11	0.04	-0.87
0.86	0.34	0.06	0.74	1.3	-0.58	-0.37
2.32	1.47	0.4	0.55	0.42	0.11	-0.8
0.22	-0.1	0.37	-0.61	-0.7	1.13	0.32
0.18	0.47	0.92	0.43	0.39	-0.09	-0.45
0.28	-0.33	0.05	0.19	-0.24	0.24	-0.31
0.18	1.01	-0.19	0.77	0.65	0.13	1.59
0.3	-1.61	0.67	2.56	-0.08	0.62	1.18
0.17	0.98	0.47	1.12	0.19	0.01	-0.39
1.17	1.74	-0.14	0.86	0.99	0.39	0.41
0.18	1.22	0.64	1.7	0.84	0.25	0.39
0.11	1.37	-0.74	1.57	0.85	-0.12	1.12
34.38	0.93	0.1	0.74	-0.39	-0.44	0.52
5.3	0.89	0.08	0.71	0.7	0.57	0.03
0.54	0.04	-0.43	-0.58	1.03	-0.97	-0.69
0.58	0.03	-0.88	-0.64	0.38	-0.24	-1.08
0.1	1.47	-0.24	1.14	0.84	0.32	0.12
0.17	2.07	-1.32	1.32	1.41	-0.94	0.55
