Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.16	-0.92	-5.26	0.07	-0.11	-0.42
0.13	-0.43	1.33	-2.01	0.16	0.03	0.12
0.22	0.07	-0.82	-0.04	-0.61	0.31	-1.14
0.16	-0.22	-0.49	-0.48	1.28	-0.75	-0.49
0.15	0.33	1.72	1.27	0.5	-0.52	-0.47
0.34	0.41	-1.28	2.58	0.22	0.37	0.14
0.27	-1.48	1.96	2.1	-0.54	-0.11	0.37
0.1	4.63	2.11	1.04	-0.01	0.17	0.14
0.27	1.74	1.01	-2.97	0.57	0.25	0.03
0.57	0.98	0.0	1.04	-0.45	-1.05	-0.65
0.15	-1.92	-1.58	-4.98	-0.26	-0.19	-0.27
0.11	-0.4	1.18	0.74	-0.27	-0.14	-0.41
0.29	0.56	0.09	-0.26	-0.57	0.12	0.32
0.35	-1.65	0.7	-0.08	-1.08	-0.15	-0.09
0.15	-0.28	0.62	-0.27	-0.33	-0.58	-0.47
0.14	-3.57	-1.54	-1.86	0.01	-0.0	0.09
0.47	-3.65	-9.91	2.67	-0.75	-1.9	0.38
1.05	0.41	-0.33	8.48	0.14	0.09	0.82
0.25	1.78	0.91	-2.86	0.41	0.33	0.13
0.33	1.6	0.79	-3.18	0.59	0.33	0.02
0.59	-1.74	-3.2	0.38	-0.02	-0.24	-0.17
0.39	-0.5	-1.71	-0.66	0.02	-0.93	-0.51
0.39	1.71	0.13	-4.46	0.4	0.02	-0.23
1.71	-1.61	-0.9	-0.46	-0.07	-0.97	-0.01
0.1	-0.22	0.27	0.03	0.72	1.51	-0.19
0.18	2.23	-0.3	0.71	1.36	0.1	0.78
0.1	-0.1	0.09	-0.41	0.18	0.04	-0.77
0.52	-4.37	-3.69	-2.96	-0.27	-0.27	-0.14
0.22	-8.69	7.48	-3.68	-0.87	0.56	-0.52
0.22	5.62	-3.16	5.06	1.18	-0.51	0.82
0.18	-0.04	0.22	0.3	0.03	1.03	0.06
0.27	1.3	-0.88	-0.67	-0.13	0.09	0.19
0.16	2.13	-1.42	-0.36	-0.65	0.02	0.01
0.17	0.99	1.64	-0.99	0.45	0.65	-0.92
0.35	-5.29	1.22	-3.98	-0.49	0.34	-0.35
0.7	0.03	0.0	0.06	-0.61	1.26	0.63
0.8	-4.81	-1.46	-3.47	-0.49	-0.23	-0.11
0.11	-3.73	5.64	-0.22	-0.35	0.11	-0.21
1.12	0.03	0.01	0.06	-0.53	1.05	0.39
0.3	0.3	-1.23	-5.37	0.01	-0.35	-0.82
0.18	-0.44	-0.15	-0.64	0.21	0.64	0.71
0.54	-1.09	-2.72	-3.88	-0.21	0.14	-0.28
0.16	-2.38	0.21	-2.18	0.34	-0.73	-0.34
0.18	-1.07	1.83	2.08	-0.04	0.08	-0.11
0.64	4.63	1.37	-0.17	-0.05	0.01	-0.19
0.4	1.77	-0.24	1.74	0.04	-0.44	0.01
0.37	-3.5	0.18	-2.86	-0.37	-0.02	-0.67
0.17	-4.31	-2.32	-2.86	-0.29	-0.24	-0.13
0.17	0.24	0.58	0.32	1.43	0.49	0.06
0.13	-1.27	0.22	-0.02	0.22	0.23	-0.64
0.4	-0.39	-3.05	-0.14	-0.47	0.36	-0.2
0.14	0.19	1.32	1.25	-0.36	0.25	0.29
0.1	-1.89	1.17	-1.17	-0.07	-0.34	-0.2
0.16	-6.78	-11.28	-9.79	-0.84	-1.16	-1.09
3.01	0.35	-0.2	0.4	-1.31	0.06	0.83
0.49	0.38	-0.22	0.37	-1.15	-0.14	0.33
0.86	-0.54	0.82	0.09	-0.57	0.54	-0.15
2.32	0.22	0.41	-0.24	0.56	0.65	-0.61
0.22	0.21	-0.13	0.2	0.36	0.61	-0.98
0.18	1.19	-1.31	-1.46	-0.03	-0.27	0.29
0.28	0.38	0.19	0.15	1.53	0.47	0.28
0.18	0.74	-1.95	-0.2	0.69	-0.43	0.48
0.3	-0.87	4.07	8.1	0.17	0.41	0.62
0.17	0.72	0.2	-0.25	0.2	0.48	0.71
1.17	3.94	2.65	1.67	0.01	0.31	0.15
0.18	0.01	0.3	-2.6	0.06	0.26	-1.05
0.11	3.96	0.42	5.1	0.15	0.21	0.22
34.38	-0.07	0.23	0.26	-0.61	-2.33	-1.81
5.3	-0.52	-0.37	-0.08	-0.77	-0.13	-0.2
0.54	-0.08	0.24	-0.34	0.34	0.05	-0.29
0.58	0.32	1.13	-2.14	-0.56	0.19	-0.42
0.1	-0.57	-2.94	0.23	0.23	-0.47	-0.28
