Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.32	-0.31	-1.02	0.17	-0.12	-1.67
0.13	0.86	0.36	0.99	-1.26	-0.42	0.52
0.22	-0.74	-0.78	-0.1	-0.4	0.63	0.13
0.16	1.52	0.23	1.34	-0.09	0.64	0.68
0.15	-1.28	0.6	1.08	-0.33	0.88	0.65
0.34	-0.01	0.9	-0.39	-0.45	-1.23	-0.26
0.27	-0.44	-1.34	-0.56	0.91	0.4	0.12
0.1	3.32	0.69	0.41	0.61	0.43	0.06
0.27	-1.35	-0.81	-0.21	0.13	0.1	-1.28
0.57	-0.14	2.22	0.74	0.41	0.39	0.52
0.15	-0.2	-0.28	-1.99	-0.4	-0.27	-1.19
0.11	-0.09	-0.09	0.65	0.03	1.35	0.02
0.29	0.02	-0.07	-0.66	0.13	0.81	0.24
0.35	1.33	-1.64	2.31	0.23	0.14	-0.15
0.15	0.17	0.36	0.52	1.98	-0.01	-0.93
0.14	-1.97	-0.77	-1.53	-0.79	-0.37	-0.3
0.47	0.6	-0.27	0.61	-1.3	0.72	-0.4
1.05	-0.3	-0.68	3.56	0.12	0.02	1.27
0.25	-1.14	-0.96	-0.81	0.38	0.11	-1.21
0.33	-1.49	-0.91	-0.45	0.17	0.05	-1.21
0.59	0.69	0.81	0.38	-0.56	-0.19	-0.3
0.39	2.0	0.42	1.09	0.19	0.46	0.3
0.39	-0.83	-0.28	-1.3	0.64	0.18	-1.3
1.71	0.85	-0.95	1.34	0.53	0.24	0.38
0.1	0.04	0.71	0.96	-0.75	0.35	-1.09
0.18	0.38	0.97	1.92	-0.5	0.49	0.24
0.1	-0.75	0.96	0.93	0.22	-0.29	-0.52
0.52	-2.26	-1.6	-1.65	-0.69	-0.65	-0.44
0.22	-4.04	4.43	-0.97	-1.01	0.69	-0.57
0.22	-0.5	0.86	0.64	-0.03	-1.34	-0.33
0.18	-2.15	0.64	-1.14	0.16	0.49	0.08
0.27	-0.24	0.09	0.59	-0.54	-0.54	-0.82
0.16	2.47	-0.26	0.04	0.59	-0.47	-0.18
0.17	-0.57	-1.61	0.48	-0.11	-0.45	0.5
0.35	-1.7	-0.65	-1.39	-1.16	0.31	-0.8
0.7	0.09	-1.26	0.55	0.15	-0.42	0.06
0.8	-1.7	-0.12	-1.87	-1.15	-0.26	-0.63
0.11	-1.51	4.27	0.84	-0.54	0.49	-0.2
1.12	0.1	-1.25	0.55	0.25	-0.64	-0.2
0.3	0.62	-0.22	0.53	-1.17	-0.22	-0.46
0.18	0.15	0.14	0.43	-0.97	-1.99	0.09
0.54	-0.1	-1.57	-1.07	-0.14	-0.77	-0.94
0.16	-1.75	2.26	0.81	-0.58	0.01	-0.66
0.18	-0.38	0.13	0.3	-0.68	0.5	-0.47
0.64	3.38	0.95	0.91	0.64	0.17	-0.26
0.4	-0.75	-0.93	0.29	-0.43	0.21	-0.22
0.37	1.51	0.43	0.84	-0.7	0.07	-0.04
0.17	-1.59	-0.65	-1.74	-0.94	-0.52	-0.46
0.17	-0.65	0.18	1.02	-0.58	0.21	0.14
0.13	0.29	-0.03	0.6	-1.07	-0.26	-1.0
0.4	1.6	-1.98	0.75	-0.16	-0.8	-0.1
0.14	0.77	0.24	0.77	0.6	-0.06	-0.83
0.1	-0.71	-0.92	0.14	0.3	-0.16	0.51
0.16	-2.5	-5.3	-4.17	-0.88	-1.25	-1.17
3.01	1.35	-0.88	1.04	-0.32	-0.43	0.29
0.49	1.36	-0.88	1.02	-0.7	-0.14	-0.4
0.86	1.98	0.2	1.06	0.7	0.32	0.31
2.32	0.68	0.2	0.08	-1.25	-0.35	0.31
0.22	-1.03	0.97	0.74	-0.07	-0.3	0.73
0.18	0.27	-0.45	0.57	-0.65	-0.43	0.68
0.28	0.27	0.29	0.59	-0.77	0.81	0.2
0.18	0.58	1.2	1.68	-0.64	0.55	-0.22
0.3	-1.57	1.73	4.44	0.09	0.54	0.9
0.17	-0.73	0.16	0.42	-0.51	-0.5	-0.88
1.17	3.13	0.72	1.3	0.19	0.4	0.31
0.18	2.17	0.74	1.57	0.23	-0.09	-0.37
0.11	2.52	-0.6	3.11	0.48	0.16	0.65
34.38	0.16	0.26	0.52	-0.29	-1.44	-0.87
5.3	0.17	0.25	0.52	-1.94	-0.72	-0.9
0.54	0.44	-1.39	-0.95	-0.18	-0.08	0.14
0.58	-0.54	-0.05	-0.86	-0.56	0.56	0.89
0.1	1.81	0.63	0.71	-0.39	0.36	-0.38
0.17	4.38	-2.81	2.19	1.16	-0.73	0.43
