Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.45	0.54	2.3	-0.52	-0.4	0.03
0.13	-0.16	0.01	0.77	1.24	-1.02	-0.05
0.22	-0.5	0.6	0.48	-0.5	-0.06	-1.3
0.16	-0.01	0.53	0.09	-0.76	-0.71	-0.89
0.15	-0.53	-0.11	-1.02	-0.12	-0.54	-0.71
0.34	0.89	1.97	1.29	-0.12	0.4	-0.52
0.27	-1.46	-0.14	-0.41	-0.53	-0.81	-0.13
0.1	-0.57	0.4	0.59	1.28	-1.29	0.45
0.27	0.36	0.47	1.94	-0.99	-0.54	0.34
0.57	0.52	-0.15	0.27	-0.56	-0.92	-0.22
0.15	0.02	0.65	1.9	-0.39	-0.31	-0.16
0.11	-0.22	0.86	0.42	-0.74	-0.21	-1.14
0.29	0.72	0.51	1.12	0.47	-1.19	-0.57
0.35	0.3	-1.12	1.77	0.42	-0.6	0.64
0.15	-0.24	0.29	0.52	0.78	0.08	1.39
0.14	0.5	0.17	1.65	-0.02	-0.34	-0.46
0.47	-0.13	0.28	0.38	1.58	1.03	0.51
1.05	-0.2	0.72	0.32	-0.67	-0.44	-1.13
0.25	0.27	0.5	1.71	-1.31	-0.75	0.18
0.33	0.36	0.38	1.79	-1.29	-0.77	0.27
0.59	0.01	0.21	0.3	0.0	-1.78	0.76
0.39	0.11	0.21	0.37	-0.59	-0.22	1.1
0.39	0.57	0.41	1.76	-1.29	-0.38	0.26
1.71	-0.04	0.36	0.42	-0.9	-0.74	-0.01
0.1	0.27	0.15	0.5	0.94	0.16	0.49
0.18	0.16	0.06	0.21	1.71	-0.66	0.95
0.1	-0.0	0.25	-0.05	0.66	0.47	0.55
0.52	0.41	0.19	1.35	-0.36	-0.41	-0.52
0.22	-0.71	1.9	0.73	-1.33	1.18	-0.54
0.22	0.6	1.46	1.58	-0.35	0.74	0.01
0.18	0.21	-0.53	-0.31	-0.94	-1.26	-1.77
0.27	-0.59	0.55	0.11	1.13	-0.86	0.26
0.16	-0.5	-0.12	0.84	0.02	0.25	0.86
0.17	0.38	0.34	1.0	-1.12	-0.32	-0.82
0.35	0.76	0.93	1.84	0.06	-0.19	-0.68
0.7	0.34	1.03	1.57	0.72	0.94	-0.57
0.8	0.39	0.09	1.58	-0.4	-0.38	0.03
0.11	0.3	2.01	1.25	-0.67	1.21	-0.0
1.12	0.34	1.03	1.57	-1.23	-0.1	0.15
0.3	-0.06	0.14	-0.12	0.44	-0.46	0.52
0.18	0.16	0.54	0.2	1.93	-0.84	-0.34
0.54	0.54	1.21	1.34	-0.57	0.39	-0.23
0.16	0.7	0.97	1.96	-0.93	0.97	0.21
0.18	0.31	-0.06	0.31	1.74	-0.92	1.01
0.64	0.15	-0.07	0.92	2.15	0.05	1.18
0.4	-0.18	0.47	0.49	-0.3	0.87	-0.57
0.37	-0.07	0.36	0.35	0.63	-1.93	-0.04
0.17	0.48	0.09	1.65	-0.56	-0.44	-0.31
0.17	0.45	0.55	0.84	0.09	-0.83	-0.39
0.13	-0.69	0.44	0.14	0.32	-0.76	-0.22
0.4	-0.4	1.0	0.58	1.45	0.3	0.32
0.14	0.03	0.49	0.49	-0.66	0.12	-0.15
0.1	0.5	0.15	1.33	-0.24	-0.26	-1.11
0.16	0.22	-1.0	-0.4	-0.86	-2.16	-1.55
3.01	-0.38	-0.14	0.73	0.16	0.48	0.8
0.49	-0.39	-0.13	0.7	-0.12	0.59	0.64
0.86	0.11	0.18	0.36	-0.32	1.46	1.01
2.32	-0.01	0.11	0.86	1.64	-0.21	0.87
0.22	0.19	-0.92	-0.13	0.54	0.47	-0.82
0.18	-0.26	0.1	0.66	0.42	1.04	0.75
0.28	-0.07	-0.46	-0.51	-0.23	0.12	-0.36
0.18	-0.14	0.37	0.28	0.86	0.18	-1.11
0.3	-1.34	-0.06	1.06	-0.48	0.65	1.52
0.17	0.25	0.12	0.5	1.65	-0.14	1.78
1.17	-0.08	0.25	0.35	1.13	-1.83	0.13
0.18	0.22	0.19	0.32	-0.57	-0.41	1.08
0.11	0.12	0.05	0.04	1.47	-1.59	1.26
34.38	0.11	0.2	0.43	1.8	-0.46	0.06
5.3	0.11	0.23	0.46	2.73	-1.37	-0.32
0.54	-0.58	0.46	0.91	-0.44	-0.53	-1.28
0.58	-0.24	0.34	0.32	-0.94	-1.52	-0.79
0.1	0.03	0.22	0.37	0.46	-2.18	1.45
0.17	0.14	0.19	0.46	3.21	-2.87	2.37
0.24	0.06	0.44	1.53	-1.43	-0.33	-0.15
