Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.19	-0.96	-5.42	0.07	-0.11	-0.38
0.13	-0.36	1.33	-1.94	0.18	-0.04	0.23
0.22	-0.17	-0.59	-0.45	-0.55	0.77	-0.86
0.16	0.31	-0.71	-0.6	1.25	-0.39	-0.13
0.15	0.53	1.48	1.06	0.46	-0.67	-0.57
0.34	0.5	-1.12	2.62	0.21	0.42	0.04
0.27	-1.69	1.92	2.23	-0.5	-0.11	0.3
0.1	4.62	2.18	1.09	-0.05	0.16	0.14
0.27	1.97	1.1	-2.95	0.54	0.22	0.09
0.57	0.74	-0.42	0.73	-0.75	-1.0	-0.91
0.15	-2.02	-1.66	-5.08	-0.25	-0.18	-0.24
0.11	-0.49	1.06	0.54	-0.2	-0.48	-0.57
0.29	0.21	0.11	-0.03	-1.18	-0.1	0.86
0.35	-2.05	0.62	-0.11	-0.89	-0.24	-0.08
0.15	-0.37	0.23	-0.33	-0.06	-1.25	0.28
0.14	-3.56	-1.54	-1.82	0.06	0.02	0.11
0.47	-3.96	-10.68	2.82	-0.75	-1.9	0.38
1.05	0.47	-0.29	8.82	0.14	0.09	0.81
0.25	1.94	1.04	-2.8	0.37	0.32	0.17
0.33	1.83	0.92	-3.16	0.57	0.32	0.08
0.59	-1.74	-3.28	0.31	0.02	-0.17	-0.17
0.39	-0.49	-2.06	-0.85	0.04	-0.77	-0.44
0.39	1.87	0.14	-4.55	0.38	0.01	-0.19
1.71	-1.57	-1.25	-0.44	0.19	-0.76	0.07
0.1	0.07	0.6	0.11	0.61	0.13	0.31
0.18	2.76	-0.25	1.02	1.25	0.11	0.75
0.1	-0.07	0.07	-0.55	-0.05	-0.14	0.02
0.52	-4.48	-3.8	-3.02	-0.26	-0.26	-0.13
0.22	-9.04	7.7	-3.89	-0.87	0.55	-0.52
0.22	6.09	-3.37	5.39	1.17	-0.5	0.81
0.18	-0.17	-0.56	0.81	0.2	-1.73	1.31
0.27	1.2	-0.83	-0.58	-0.33	0.18	0.27
0.16	1.84	-1.4	-0.35	-0.77	0.08	0.03
0.17	1.16	1.89	-1.35	0.39	0.56	-0.85
0.35	-5.48	1.35	-4.12	-0.47	0.33	-0.33
0.7	-0.36	0.31	0.68	-0.63	0.17	1.78
0.8	-4.97	-1.54	-3.53	-0.44	-0.25	-0.09
0.11	-3.87	5.68	-0.3	-0.33	0.09	-0.21
1.12	-0.36	0.31	0.68	-0.53	-0.1	1.53
0.3	0.3	-1.37	-5.7	0.01	-0.34	-0.79
0.18	-0.28	0.11	-0.21	0.59	0.61	1.53
0.54	-1.17	-2.65	-3.98	-0.17	0.18	-0.21
0.16	-2.23	-0.09	-2.31	0.4	-0.73	-0.27
0.18	-1.08	1.85	2.01	-0.02	0.03	-0.19
0.64	4.6	1.38	-0.25	-0.09	0.0	-0.18
0.4	1.77	-0.42	1.72	-0.06	-0.42	-0.08
0.37	-3.65	0.17	-3.13	-0.34	-0.02	-0.64
0.17	-4.42	-2.41	-2.91	-0.26	-0.23	-0.11
0.17	0.73	0.7	0.35	0.98	0.12	0.05
0.13	-1.1	0.29	-0.26	0.63	0.11	-0.55
0.4	-0.58	-2.88	-0.22	-0.45	0.47	-0.19
0.14	0.04	1.39	1.33	-0.39	0.09	0.14
0.1	-1.9	1.01	-1.24	0.03	-0.42	-0.14
0.16	-7.12	-11.75	-10.23	-0.83	-1.16	-1.09
3.01	-0.31	0.05	0.52	-1.48	1.24	-0.35
0.49	-0.28	0.01	0.47	-1.43	1.25	-0.59
0.86	-0.71	0.95	0.04	-0.29	0.09	-0.12
2.32	0.34	0.59	-0.4	0.18	0.22	-0.16
0.22	0.58	-0.12	0.02	0.47	-0.22	-0.17
0.18	1.16	-1.4	-1.32	-0.11	-0.17	0.4
0.28	0.84	0.31	0.27	0.82	0.17	0.28
0.18	1.01	-2.09	-0.0	0.62	-0.27	0.49
0.3	-0.8	4.23	8.35	0.17	0.41	0.61
0.17	0.69	0.36	0.08	-0.31	0.28	0.87
1.17	3.91	2.78	1.77	-0.02	0.29	0.28
0.18	0.03	0.41	-3.01	0.06	0.25	-0.96
0.11	4.02	0.51	5.19	0.13	0.21	0.19
34.38	-0.04	0.14	0.34	1.29	-0.24	-3.52
5.3	-0.75	-0.34	-0.13	-0.35	0.25	-0.04
0.54	-0.04	0.19	-0.26	-0.14	-0.23	0.72
0.58	0.08	1.2	-2.3	-0.58	0.14	-0.32
0.1	-0.47	-3.11	0.12	0.25	-0.36	-0.29
