Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.06	-0.74	-4.48	0.06	-0.12	-0.61
0.13	-0.63	1.1	-1.87	0.08	0.28	-0.3
0.22	0.66	-1.11	1.17	-0.14	-0.18	-0.42
0.16	-0.56	0.98	1.04	-0.66	-0.57	-0.91
0.15	-0.48	2.11	1.76	0.52	-0.0	-0.16
0.34	0.04	-1.66	2.08	0.25	0.11	0.51
0.27	-0.52	1.83	1.62	-0.73	0.32	0.45
0.1	4.53	1.81	0.82	0.14	0.22	0.14
0.27	0.79	0.52	-2.82	0.67	0.38	-0.24
0.57	1.15	1.45	1.55	0.14	-0.76	-0.09
0.15	-1.48	-1.26	-4.46	-0.31	-0.23	-0.41
0.11	0.17	0.48	0.82	-0.34	1.45	0.74
0.29	-0.22	-0.04	0.33	1.52	-0.39	-1.05
0.35	0.71	0.12	0.36	-1.34	1.05	-1.0
0.15	0.22	-0.7	0.15	0.06	0.87	0.64
0.14	-3.45	-1.47	-1.93	-0.17	-0.08	0.0
0.47	-2.49	-6.95	2.07	-0.76	-1.95	0.4
1.05	0.19	-0.46	7.17	0.15	0.08	0.89
0.25	1.02	0.37	-2.9	0.58	0.38	-0.11
0.33	0.62	0.24	-3.01	0.68	0.38	-0.26
0.59	-1.6	-2.62	0.6	-0.18	-0.52	-0.11
0.39	0.08	0.45	0.69	-1.52	-1.22	-1.42
0.39	1.05	0.09	-3.98	0.46	0.04	-0.41
1.71	-0.38	0.57	-0.07	-1.57	-0.68	-0.54
0.1	0.25	-0.87	0.38	-0.32	-0.2	0.27
0.18	-0.43	0.21	-0.1	0.87	-1.61	-0.96
0.1	0.31	0.21	0.29	1.16	0.08	-0.01
0.52	-3.9	-3.22	-2.71	-0.34	-0.34	-0.2
0.22	-7.33	6.6	-2.87	-0.9	0.58	-0.53
0.22	3.77	-2.36	3.77	1.24	-0.54	0.87
0.18	0.12	0.31	0.17	0.79	-1.04	0.96
0.27	1.03	-0.69	-0.69	0.47	-0.35	-0.16
0.16	2.84	-1.31	-0.33	-0.3	-0.16	-0.05
0.17	-0.01	-0.12	0.78	0.51	1.79	-1.01
0.35	-4.47	0.68	-3.4	-0.58	0.37	-0.42
0.7	0.24	0.22	0.48	0.36	0.74	0.44
0.8	-4.14	-1.11	-3.2	-0.6	-0.24	-0.19
0.11	-3.15	5.41	0.11	-0.4	0.2	-0.21
1.12	0.24	0.22	0.48	0.87	0.93	0.11
0.3	0.26	-0.67	-3.97	0.06	-0.39	-1.03
0.18	-0.27	-0.7	-0.65	-0.48	0.03	-0.62
0.54	-0.78	-2.72	-3.31	-0.19	-0.09	-0.44
0.16	-2.67	1.22	-1.46	0.04	-0.56	-0.57
0.18	-0.88	1.52	1.89	-0.24	0.38	0.34
0.64	4.58	1.33	0.13	0.11	0.05	-0.2
0.4	1.44	0.49	1.4	0.47	-0.44	0.45
0.37	-2.79	0.19	-1.73	-0.64	-0.02	-0.85
0.17	-3.79	-1.9	-2.61	-0.4	-0.31	-0.2
0.17	0.58	-0.92	-0.42	-0.37	0.14	0.44
0.13	-0.5	-0.19	0.82	-1.32	0.09	-0.18
0.4	0.35	-3.32	0.17	-0.47	-0.0	-0.2
0.14	0.27	0.12	0.35	1.03	1.67	0.2
0.1	-1.53	1.44	-0.71	-0.42	-0.01	-0.41
0.16	-5.49	-9.49	-8.1	-0.84	-1.17	-1.11
3.01	0.45	0.29	-0.55	0.78	-0.25	0.12
0.49	0.49	0.27	-0.58	0.81	-0.4	-0.32
0.86	-0.01	0.3	0.1	0.06	-0.42	0.48
2.32	-0.1	0.13	0.46	-0.58	0.37	1.13
0.22	0.2	0.46	-0.71	-0.6	0.2	0.12
0.18	1.01	-0.71	-1.6	0.25	-0.51	-0.15
0.28	-0.03	0.01	0.42	-0.53	-1.57	0.23
0.18	-0.46	-0.64	-0.67	0.74	-1.39	-0.03
0.3	-1.12	3.41	7.12	0.16	0.44	0.67
0.17	-0.32	0.04	0.21	0.1	-0.81	-1.15
1.17	3.95	2.08	1.54	0.1	0.29	0.02
0.18	-0.11	-0.18	-0.41	0.02	0.31	-2.56
0.11	3.68	0.09	4.7	0.22	0.21	0.31
34.38	-0.06	-0.2	-0.25	-0.7	-0.68	0.21
5.3	-0.02	-0.0	-0.39	-0.35	0.66	-0.46
0.54	0.18	0.68	0.62	0.94	-0.93	-0.43
0.58	1.04	0.65	-1.15	-0.32	0.47	-0.92
0.1	-0.82	-1.86	0.59	0.08	-0.99	-0.15
