Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.02	-0.67	-4.08	0.07	-0.13	-0.71
0.13	-0.66	0.89	-1.63	0.02	0.4	-0.52
0.22	0.69	-0.92	1.35	0.06	-0.46	-0.14
0.16	-0.11	1.21	1.5	-0.8	-0.2	-0.59
0.15	-0.78	2.07	1.82	0.45	0.16	-0.05
0.34	-0.11	-1.68	1.72	0.24	-0.06	0.68
0.27	-0.05	1.56	1.3	-0.79	0.58	0.61
0.1	4.42	1.67	0.74	0.21	0.25	0.14
0.27	0.37	0.27	-2.63	0.7	0.42	-0.38
0.57	1.02	1.87	1.55	0.27	-0.59	0.05
0.15	-1.28	-1.11	-4.19	-0.33	-0.25	-0.48
0.11	0.34	-0.09	0.15	0.63	0.67	0.71
0.29	-0.76	0.27	0.92	0.39	-0.49	-0.74
0.35	1.24	-0.42	0.97	-0.53	0.78	-0.88
0.15	0.05	-1.03	-0.22	0.45	0.23	0.44
0.14	-3.33	-1.41	-1.92	-0.24	-0.12	-0.03
0.47	-2.02	-5.75	1.83	-0.78	-1.98	0.41
1.05	0.1	-0.51	6.61	0.15	0.08	0.93
0.25	0.65	0.13	-2.79	0.63	0.4	-0.24
0.33	0.2	0.0	-2.81	0.7	0.4	-0.4
0.59	-1.46	-2.26	0.65	-0.27	-0.67	-0.07
0.39	0.88	0.79	1.15	-1.04	-0.27	-0.43
0.39	0.76	0.06	-3.7	0.49	0.05	-0.5
1.71	0.57	0.69	0.41	-1.28	0.31	-0.98
0.1	0.35	-0.52	0.19	0.03	-1.07	0.27
0.18	-0.7	0.92	0.57	0.07	-0.8	-1.07
0.1	-0.15	0.34	0.66	-0.8	-0.21	-0.34
0.52	-3.69	-3.0	-2.58	-0.37	-0.37	-0.23
0.22	-6.77	6.25	-2.54	-0.91	0.59	-0.54
0.22	3.0	-2.02	3.22	1.28	-0.57	0.91
0.18	-0.54	0.83	-0.4	1.04	-0.48	0.71
0.27	0.65	-0.41	-0.5	0.8	-0.56	-0.5
0.16	2.98	-1.2	-0.3	-0.17	-0.21	-0.06
0.17	-0.28	-0.91	1.13	0.35	0.98	-0.27
0.35	-4.1	0.45	-3.13	-0.63	0.38	-0.46
0.7	-0.12	0.31	0.66	-1.0	-0.99	0.45
0.8	-3.82	-0.96	-3.06	-0.5	-0.44	-0.22
0.11	-2.9	5.28	0.24	-0.43	0.23	-0.21
1.12	-0.12	0.31	0.66	-0.16	-0.5	0.11
0.3	0.21	-0.43	-3.32	0.1	-0.39	-1.12
0.18	0.06	-0.47	-0.08	-0.62	-1.03	-1.24
0.54	-0.66	-2.65	-3.02	-0.2	-0.14	-0.5
0.16	-2.66	1.54	-1.09	-0.07	-0.48	-0.62
0.18	-0.7	1.23	1.62	-0.37	0.58	0.55
0.64	4.49	1.29	0.26	0.18	0.07	-0.21
0.4	1.05	0.72	1.05	0.83	-0.29	0.7
0.37	-2.32	0.24	-1.23	-0.83	-0.1	-0.8
0.17	-3.52	-1.7	-2.48	-0.47	-0.34	-0.23
0.17	0.73	-0.89	-0.61	-0.11	-0.21	0.17
0.13	0.36	-0.02	0.32	-0.25	0.11	1.66
0.4	0.63	-3.27	0.29	-0.45	-0.14	-0.2
0.14	-0.43	-0.52	0.31	0.88	0.5	0.15
0.1	-1.22	1.39	-0.43	-0.6	0.19	-0.5
0.16	-4.97	-8.76	-7.42	-0.85	-1.18	-1.11
3.01	-0.15	0.31	-0.34	1.12	0.19	-0.85
0.49	-0.14	0.29	-0.4	0.87	0.26	-0.71
0.86	-0.1	0.4	0.06	0.29	0.18	-0.35
2.32	0.19	-0.07	0.18	-0.12	0.11	-0.11
0.22	0.48	0.23	-0.55	-0.28	0.51	-0.61
0.18	0.82	-0.38	-1.43	0.36	-0.58	-0.4
0.28	0.03	0.59	0.52	-0.26	0.4	-0.54
0.18	-0.76	0.28	-0.45	0.23	-1.47	-0.7
0.3	-1.21	3.14	6.69	0.15	0.45	0.7
0.17	0.07	0.42	0.74	-1.52	0.0	0.13
1.17	3.9	1.85	1.52	0.04	0.22	0.08
0.18	1.0	-0.02	0.0	-1.42	-0.37	-0.55
0.11	3.54	-0.04	4.49	0.25	0.21	0.35
34.38	-0.02	-0.12	0.06	0.29	-1.67	-2.29
5.3	-0.14	0.1	-0.13	-0.33	0.0	-0.68
0.54	-0.28	0.74	0.67	0.46	0.56	0.24
0.58	1.16	0.32	-0.5	-0.05	0.6	-1.19
0.1	-0.82	-1.15	0.63	-0.14	-1.34	0.04
