Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.04	-0.71	-4.29	0.06	-0.12	-0.66
0.13	-0.65	1.0	-1.77	0.05	0.34	-0.4
0.22	0.69	-1.04	1.28	-0.05	-0.32	-0.3
0.16	-0.35	1.12	1.29	-0.75	-0.38	-0.75
0.15	-0.64	2.1	1.8	0.48	0.08	-0.1
0.34	-0.04	-1.68	1.91	0.25	0.03	0.6
0.27	-0.29	1.71	1.48	-0.77	0.43	0.52
0.1	4.48	1.74	0.78	0.18	0.23	0.14
0.27	0.58	0.4	-2.73	0.69	0.4	-0.31
0.57	1.1	1.68	1.56	0.21	-0.67	-0.01
0.15	-1.38	-1.19	-4.33	-0.32	-0.24	-0.45
0.11	0.35	0.09	0.45	-0.51	0.59	1.27
0.29	-0.58	0.11	0.66	0.81	-0.54	-0.99
0.35	1.04	-0.17	0.68	-0.84	0.86	-1.01
0.15	0.17	-0.91	-0.05	0.28	0.52	0.63
0.14	-3.39	-1.44	-1.93	-0.21	-0.1	-0.01
0.47	-2.26	-6.35	1.95	-0.77	-1.97	0.4
1.05	0.14	-0.49	6.9	0.15	0.08	0.91
0.25	0.84	0.25	-2.86	0.6	0.39	-0.17
0.33	0.41	0.12	-2.92	0.69	0.39	-0.33
0.59	-1.54	-2.45	0.63	-0.22	-0.59	-0.09
0.39	0.53	0.68	0.99	-1.29	-0.46	-0.68
0.39	0.9	0.08	-3.84	0.48	0.05	-0.45
1.71	0.11	0.71	0.13	-1.6	-0.2	-0.8
0.1	0.32	-0.76	0.28	-0.17	-0.54	0.34
0.18	-0.63	0.63	0.23	0.43	-1.12	-1.13
0.1	-0.09	0.23	0.43	0.97	-0.32	-0.77
0.52	-3.8	-3.11	-2.65	-0.35	-0.36	-0.21
0.22	-7.05	6.43	-2.71	-0.91	0.59	-0.53
0.22	3.39	-2.19	3.5	1.26	-0.56	0.89
0.18	-0.19	0.63	-0.13	1.21	-0.88	1.06
0.27	0.86	-0.57	-0.62	0.61	-0.45	-0.28
0.16	2.92	-1.26	-0.31	-0.23	-0.18	-0.05
0.17	-0.16	-0.57	1.0	0.44	1.24	-0.53
0.35	-4.29	0.56	-3.27	-0.6	0.37	-0.44
0.7	-0.03	0.14	0.55	1.28	0.08	-0.57
0.8	-3.98	-1.04	-3.13	-0.57	-0.34	-0.2
0.11	-3.03	5.34	0.17	-0.42	0.21	-0.21
1.12	-0.03	0.15	0.55	0.75	-0.53	-0.63
0.3	0.24	-0.55	-3.65	0.09	-0.39	-1.07
0.18	-0.12	-0.66	-0.41	-0.53	-0.31	-0.91
0.54	-0.72	-2.69	-3.17	-0.2	-0.11	-0.47
0.16	-2.68	1.38	-1.28	-0.01	-0.51	-0.6
0.18	-0.8	1.39	1.77	-0.3	0.47	0.44
0.64	4.54	1.31	0.19	0.15	0.06	-0.21
0.4	1.27	0.61	1.25	0.63	-0.38	0.57
0.37	-2.57	0.21	-1.47	-0.78	-0.08	-0.8
0.17	-3.66	-1.81	-2.55	-0.43	-0.32	-0.21
0.17	0.68	-0.93	-0.53	-0.24	-0.05	0.32
0.13	-0.01	-0.14	0.79	-1.87	-0.54	0.49
0.4	0.49	-3.3	0.23	-0.46	-0.07	-0.2
0.14	-0.1	-0.3	0.33	1.26	0.99	-0.0
0.1	-1.39	1.43	-0.58	-0.5	0.08	-0.45
0.16	-5.23	-9.13	-7.76	-0.85	-1.18	-1.11
3.01	0.18	0.33	-0.51	1.03	-0.05	-0.28
0.49	0.2	0.31	-0.57	0.85	-0.08	-0.43
0.86	-0.03	0.4	0.02	0.12	-0.16	0.08
2.32	0.07	-0.0	0.23	-0.39	0.26	0.38
0.22	0.37	0.37	-0.69	-0.47	0.4	-0.26
0.18	0.93	-0.55	-1.53	0.31	-0.55	-0.27
0.28	-0.02	0.47	0.4	0.1	-1.12	-0.04
0.18	-0.65	-0.18	-0.61	0.51	-1.53	-0.36
0.3	-1.17	3.28	6.91	0.15	0.45	0.69
0.17	-0.27	0.27	0.55	-0.56	-0.69	-1.02
1.17	3.92	1.97	1.53	0.17	0.47	-0.02
0.18	0.5	-0.13	-0.14	-1.86	-0.34	-0.31
0.11	3.61	0.03	4.6	0.24	0.21	0.33
34.38	-0.05	-0.19	-0.16	-0.88	1.04	0.83
5.3	-0.17	-0.03	-0.21	0.23	-0.99	0.02
0.54	-0.08	0.82	0.69	0.77	-0.06	-0.06
0.58	1.12	0.49	-0.85	-0.21	0.54	-1.05
0.1	-0.84	-1.53	0.62	0.01	-1.15	-0.07
