Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.13	-0.04	1.76	-0.35	-0.48	-0.98
0.13	1.38	0.19	0.18	0.55	0.78	-0.09
0.22	-0.04	-0.29	-0.56	0.61	-1.15	-0.01
0.16	0.59	-0.56	0.01	1.19	-0.04	0.52
0.15	-0.35	-0.33	-1.11	0.21	-0.19	0.72
0.34	0.63	2.09	0.56	-0.28	-0.21	-0.65
0.27	-1.57	-1.05	-0.55	0.27	-0.6	-0.09
0.1	1.72	-0.13	0.45	1.4	0.45	-0.2
0.27	-0.72	-0.31	1.64	-0.76	-0.59	-0.7
0.57	-0.55	0.52	-0.04	-0.09	1.73	0.27
0.15	-0.12	0.08	0.93	0.26	-0.53	-1.51
0.11	-0.13	-0.58	-0.08	0.36	-0.92	0.85
0.29	-0.32	-0.43	-0.01	-0.52	-0.92	-0.97
0.35	0.8	-1.59	2.27	0.38	-0.21	0.22
0.15	0.65	0.23	0.24	0.13	-0.43	-0.19
0.14	0.01	-0.0	-0.26	-1.1	-0.1	-1.72
0.47	1.45	-0.15	0.92	0.31	-0.76	0.09
1.05	-0.36	-0.51	0.86	-0.19	-0.38	2.0
0.25	-0.94	-0.44	1.19	-0.62	-0.64	-0.86
0.33	-0.92	-0.45	1.4	-0.77	-0.53	-0.76
0.59	0.98	0.1	0.59	0.89	-0.86	0.29
0.39	0.56	0.17	0.86	0.59	-0.84	-0.37
0.39	-0.83	-0.11	1.17	-0.78	-0.37	-1.14
1.71	-0.17	-0.16	0.07	0.67	-1.32	1.25
0.1	1.14	-0.3	0.66	0.05	-0.1	1.02
0.18	0.95	0.61	0.91	-0.02	-0.15	-0.09
0.1	-0.31	0.84	1.19	-0.66	0.36	0.34
0.52	-0.51	-0.08	-0.51	-1.64	-1.02	-1.14
0.22	-2.2	3.11	0.03	-1.13	0.85	-0.58
0.22	0.12	1.92	1.31	-0.41	0.05	-0.39
0.18	-1.46	-0.46	-1.11	-0.97	0.54	-0.15
0.27	1.22	0.03	0.84	0.38	0.85	0.07
0.16	0.65	0.47	0.72	1.57	0.23	-0.92
0.17	-0.52	0.02	-0.38	0.14	-0.49	-0.6
0.35	0.5	0.09	0.35	-0.51	-1.34	-1.3
0.7	-0.09	0.76	0.75	-0.21	-0.5	-1.02
0.8	0.18	0.04	0.17	-0.48	0.06	-2.01
0.11	-0.5	3.19	1.14	-0.63	0.78	-0.14
1.12	-0.08	0.77	0.75	-0.2	-0.95	-1.18
0.3	0.53	0.01	0.9	0.55	1.01	0.56
0.18	1.14	-0.47	1.02	-0.02	0.02	0.79
0.54	-0.17	0.81	0.61	-0.58	-1.04	-0.84
0.16	-0.45	1.86	1.78	-0.89	0.49	-0.39
0.18	1.24	0.15	1.07	-0.17	0.75	-0.15
0.64	2.11	0.48	1.35	1.02	0.43	-0.1
0.4	0.23	0.1	0.03	-0.01	-1.32	0.33
0.37	1.68	0.02	0.8	0.62	0.24	-0.05
0.17	0.16	0.17	0.16	-0.15	0.07	-2.14
0.17	0.69	-0.1	0.18	-0.1	0.24	-0.24
0.13	0.43	-0.45	0.18	0.54	-0.08	0.14
0.4	1.39	0.01	0.8	0.74	-1.64	0.03
0.14	0.18	-0.23	0.33	-0.12	0.59	-0.28
0.1	-0.03	0.17	-0.33	-0.97	-0.17	-0.49
0.16	-0.93	-3.01	-2.07	-0.93	-1.42	-1.26
3.01	0.88	0.45	0.69	1.4	-0.43	-0.37
0.49	0.87	0.46	0.68	1.74	-0.65	0.33
0.86	0.48	0.01	0.69	1.01	-0.2	-0.53
2.32	1.51	0.42	0.48	0.31	-0.01	-0.83
0.22	-0.17	0.49	-0.57	-0.72	1.03	0.43
0.18	0.51	0.91	0.39	0.36	-0.21	-0.43
0.28	-0.24	0.15	0.21	1.34	0.59	2.06
0.18	1.07	-0.15	0.93	0.48	0.47	1.51
0.3	-1.62	0.73	2.68	-0.06	0.62	1.16
0.17	0.99	0.47	1.07	0.09	-0.12	-0.53
1.17	1.85	-0.07	0.89	1.14	0.58	0.26
0.18	1.3	0.66	1.73	0.8	0.22	0.31
0.11	1.45	-0.75	1.68	0.82	-0.08	1.08
34.38	0.91	0.09	0.77	-0.29	-0.38	0.6
5.3	0.89	0.07	0.77	0.63	0.94	-0.9
0.54	0.13	-0.53	-0.65	0.86	-0.95	-0.62
0.58	0.06	-0.9	-0.75	0.24	-0.09	-1.04
0.1	1.56	-0.2	1.15	0.75	0.39	0.05
0.17	2.22	-1.42	1.38	1.38	-0.92	0.54
