Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.0	-0.63	-3.85	0.07	-0.13	-0.77
0.13	-0.66	0.75	-1.44	-0.02	0.47	-0.72
0.22	0.65	-0.75	1.36	0.17	-0.61	0.05
0.16	0.14	1.25	1.66	-0.81	-0.05	-0.45
0.15	-0.91	2.01	1.83	0.41	0.23	0.01
0.34	-0.18	-1.65	1.49	0.23	-0.17	0.78
0.27	0.19	1.35	1.1	-0.79	0.78	0.73
0.1	4.35	1.59	0.7	0.25	0.26	0.14
0.27	0.15	0.14	-2.5	0.71	0.44	-0.46
0.57	0.93	2.03	1.53	0.31	-0.5	0.12
0.15	-1.18	-1.04	-4.03	-0.34	-0.26	-0.52
0.11	-0.01	-0.23	0.08	1.4	0.04	-0.31
0.29	-0.83	0.41	1.11	0.11	-0.35	-0.49
0.35	1.37	-0.64	1.22	-0.34	0.68	-0.76
0.15	-0.09	-1.05	-0.32	0.45	-0.08	0.2
0.14	-3.24	-1.37	-1.91	-0.28	-0.14	-0.05
0.47	-1.78	-5.14	1.7	-0.78	-2.01	0.41
1.05	0.05	-0.54	6.32	0.15	0.08	0.95
0.25	0.46	0.01	-2.71	0.65	0.41	-0.32
0.33	-0.02	-0.12	-2.67	0.71	0.41	-0.48
0.59	-1.37	-2.04	0.67	-0.32	-0.75	-0.05
0.39	1.17	0.85	1.26	-0.87	-0.14	-0.27
0.39	0.6	0.04	-3.54	0.51	0.06	-0.55
1.71	0.9	0.55	0.7	-0.89	0.57	-0.88
0.1	0.28	-0.08	0.17	0.5	-1.87	-0.37
0.18	-0.69	1.12	0.88	-0.13	-0.55	-0.95
0.1	0.16	0.12	0.28	-0.28	1.97	1.78
0.52	-3.57	-2.88	-2.5	-0.39	-0.39	-0.25
0.22	-6.49	6.06	-2.38	-0.92	0.6	-0.54
0.22	2.6	-1.84	2.94	1.3	-0.59	0.94
0.18	-0.84	0.94	-0.58	0.91	-0.28	0.52
0.27	0.37	-0.23	-0.29	1.04	-0.64	-0.9
0.16	3.02	-1.13	-0.27	-0.1	-0.23	-0.07
0.17	-0.38	-1.18	1.18	0.28	0.79	-0.08
0.35	-3.9	0.33	-2.99	-0.66	0.39	-0.48
0.7	0.08	0.15	0.24	-0.32	2.13	1.6
0.8	-3.65	-0.88	-2.98	0.14	-0.04	-0.53
0.11	-2.76	5.2	0.31	-0.44	0.26	-0.21
1.12	0.08	0.16	0.24	-0.51	1.71	1.42
0.3	0.18	-0.31	-2.96	0.11	-0.39	-1.19
0.18	0.23	0.01	0.4	-0.04	-2.33	-1.76
0.54	-0.6	-2.6	-2.86	-0.2	-0.16	-0.53
0.16	-2.64	1.68	-0.9	-0.12	-0.44	-0.64
0.18	-0.57	1.03	1.43	-0.46	0.7	0.69
0.64	4.43	1.26	0.32	0.22	0.08	-0.21
0.4	0.76	0.79	0.81	1.05	-0.13	0.88
0.37	-2.05	0.27	-0.98	-0.92	-0.08	-0.83
0.17	-3.37	-1.6	-2.41	-0.52	-0.37	-0.25
0.17	0.74	-0.8	-0.63	0.03	-0.36	-0.03
0.13	0.28	-0.07	-0.06	0.64	0.1	0.74
0.4	0.77	-3.22	0.35	-0.44	-0.2	-0.19
0.14	-0.64	-0.62	0.25	0.49	0.19	0.18
0.1	-1.02	1.32	-0.27	-0.71	0.32	-0.56
0.16	-4.71	-8.4	-7.07	-0.85	-1.19	-1.12
3.01	-0.44	0.21	0.0	0.76	0.45	-1.55
0.49	-0.45	0.19	-0.03	0.59	0.68	-1.03
0.86	-0.13	0.19	0.29	-0.15	1.48	-1.18
2.32	-0.07	0.02	0.37	0.67	-2.03	-2.14
0.22	0.53	0.06	-0.31	-0.03	0.58	-1.0
0.18	0.7	-0.19	-1.29	0.43	-0.61	-0.56
0.28	0.1	0.27	0.6	-0.09	1.57	0.52
0.18	-0.79	0.7	-0.2	-0.04	-1.26	-0.94
0.3	-1.26	3.0	6.48	0.15	0.46	0.72
0.17	0.46	0.31	0.56	-0.98	0.64	0.85
1.17	3.86	1.74	1.5	0.21	0.35	0.0
0.18	1.38	0.1	0.19	-1.08	-0.37	-0.63
0.11	3.46	-0.1	4.38	0.27	0.21	0.38
34.38	0.1	0.06	0.33	-0.32	-0.3	-0.24
5.3	-0.01	0.02	0.35	-0.89	0.33	-3.26
0.54	-0.36	0.47	0.55	0.07	1.23	0.58
0.58	1.14	0.13	-0.11	0.19	0.64	-1.34
0.1	-0.75	-0.71	0.6	-0.37	-1.55	0.16
