Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.28	-0.28	1.0	-0.12	-0.27	-1.47
0.13	1.55	0.55	0.32	-0.09	0.07	0.54
0.22	-0.04	-0.91	-0.44	-0.52	-0.62	0.37
0.16	1.17	-0.44	0.4	0.75	0.41	0.75
0.15	-0.35	-0.51	-0.14	-1.35	0.59	2.54
0.34	0.44	1.86	0.16	-0.34	-0.52	-0.62
0.27	-1.31	-1.34	-0.59	0.57	-0.34	-0.04
0.1	2.44	0.17	0.38	1.0	0.51	-0.04
0.27	-1.11	-0.61	1.11	-0.51	-0.4	-0.99
0.57	-0.5	1.37	0.18	0.2	1.11	0.42
0.15	0.06	-0.07	-0.24	0.12	0.04	-2.01
0.11	-0.05	-0.79	0.33	0.04	0.06	0.51
0.29	-0.47	-0.54	-0.55	0.76	1.93	-3.06
0.35	1.01	-1.68	2.36	0.33	-0.07	0.08
0.15	0.57	-0.05	0.33	-0.33	-0.34	0.43
0.14	-0.82	-0.24	-1.0	-1.31	-0.57	-0.77
0.47	1.44	-0.47	0.91	-0.3	-0.31	-0.11
1.05	-0.4	-0.64	1.96	0.02	-0.12	1.63
0.25	-1.21	-0.77	0.57	-0.28	-0.43	-1.13
0.33	-1.3	-0.73	0.85	-0.47	-0.36	-1.02
0.59	0.78	0.13	0.96	-1.04	1.57	-0.07
0.39	1.33	0.09	0.85	0.97	0.33	0.22
0.39	-1.15	-0.29	0.36	-0.25	-0.19	-1.5
1.71	0.19	-0.76	0.65	0.56	-0.63	0.8
0.1	0.93	-0.06	1.26	-0.7	0.66	0.67
0.18	0.81	0.24	1.12	-0.25	0.85	1.6
0.1	-0.64	0.99	1.27	-0.39	0.16	-0.06
0.52	-1.31	-0.72	-1.05	-1.05	-0.95	-0.69
0.22	-2.88	3.61	-0.33	-1.08	0.78	-0.58
0.22	-0.13	1.85	1.03	-0.43	-0.3	-0.51
0.18	-1.92	-0.07	-1.16	-0.55	0.68	-0.04
0.27	0.9	0.51	0.82	-1.12	0.43	0.09
0.16	1.54	0.3	0.34	1.19	-0.47	-0.4
0.17	-0.32	-0.65	-0.36	-0.07	-1.62	1.13
0.35	-0.07	-0.64	-0.33	-1.45	-0.93	-1.02
0.7	-0.18	-0.1	0.39	0.74	-1.02	0.43
0.8	-0.42	0.17	-0.84	-1.29	-0.03	-1.31
0.11	-0.87	3.63	1.04	-0.6	0.66	-0.17
1.12	-0.18	-0.1	0.39	-0.17	-1.84	0.54
0.3	1.12	0.3	0.84	0.54	-0.35	-0.43
0.18	1.0	-0.26	1.36	-0.42	0.63	0.19
0.54	-0.21	-0.14	0.05	0.64	-1.75	-0.86
0.16	-0.97	2.1	1.49	-0.8	0.3	-0.53
0.18	0.65	0.35	0.79	-1.21	-0.64	-0.37
0.64	2.64	0.71	1.24	0.72	0.31	-0.24
0.4	-0.06	-0.6	0.31	-0.7	-0.86	0.3
0.37	1.88	0.21	0.82	0.06	0.3	0.05
0.17	-0.32	-0.02	-0.87	-1.17	-0.5	-1.26
0.17	0.45	0.12	0.2	-0.71	0.42	0.28
0.13	0.6	-0.31	0.34	0.05	0.48	0.36
0.4	1.63	-0.86	0.82	0.18	-1.23	-0.01
0.14	-0.11	0.41	0.31	-0.42	0.98	1.71
0.1	-0.66	-0.15	-0.35	-0.84	-0.91	0.19
0.16	-1.5	-3.85	-2.83	-0.91	-1.33	-1.22
3.01	1.46	-0.12	0.73	0.44	-1.01	0.38
0.49	1.47	-0.12	0.71	0.17	-0.8	-0.71
0.86	1.28	0.04	0.68	1.1	0.2	0.4
2.32	1.48	0.44	0.17	-0.3	-0.05	-0.38
0.22	-0.6	0.93	-0.17	-0.63	0.43	0.8
0.18	0.66	0.59	0.19	0.1	-0.82	-0.17
0.28	0.0	0.33	0.37	0.79	-0.59	1.75
0.18	1.1	0.36	1.54	-0.23	0.92	0.56
0.3	-1.63	1.1	3.35	0.01	0.59	1.05
0.17	0.57	-0.02	0.85	-1.54	-0.24	0.17
1.17	2.43	0.23	1.08	0.66	0.3	0.35
0.18	1.72	0.75	1.81	0.57	0.07	-0.03
0.11	1.9	-0.74	2.27	0.65	0.07	0.87
34.38	0.83	0.21	0.9	-0.24	-0.06	1.01
5.3	0.82	0.21	0.9	-0.3	2.08	-4.25
0.54	0.43	-1.01	-0.91	0.24	-0.61	-0.25
0.58	0.01	-0.73	-1.2	-0.33	0.54	-0.34
0.1	1.87	0.1	1.08	0.3	0.54	-0.24
0.17	3.02	-1.94	1.69	1.27	-0.82	0.48
