Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.34	-0.3	-0.85	0.14	-0.1	-1.79
0.13	0.98	0.4	0.94	-1.1	-0.37	0.53
0.22	-0.7	-0.84	-0.11	-0.48	0.56	0.17
0.16	1.52	0.16	1.26	-0.03	0.64	0.73
0.15	-1.24	0.51	1.01	-0.39	0.91	0.69
0.34	0.03	1.02	-0.36	-0.44	-1.16	-0.32
0.27	-0.53	-1.38	-0.58	0.91	0.33	0.1
0.1	3.25	0.65	0.4	0.63	0.43	0.06
0.27	-1.36	-0.82	-0.08	0.06	0.05	-1.28
0.57	-0.18	2.17	0.69	0.4	0.47	0.55
0.15	-0.16	-0.25	-1.86	-0.38	-0.27	-1.23
0.11	-0.09	-0.22	0.64	-0.04	1.14	0.08
0.29	0.0	-0.16	-0.67	0.18	1.01	0.08
0.35	1.31	-1.65	2.33	0.24	0.12	-0.13
0.15	0.08	0.26	0.63	-0.07	1.17	-1.01
0.14	-1.89	-0.73	-1.5	-0.82	-0.39	-0.32
0.47	0.73	-0.33	0.65	-1.17	0.57	-0.36
1.05	-0.32	-0.68	3.43	0.12	0.01	1.29
0.25	-1.18	-0.96	-0.69	0.33	0.06	-1.23
0.33	-1.5	-0.92	-0.33	0.11	0.01	-1.23
0.59	0.75	0.82	0.41	-0.46	-0.06	-0.33
0.39	1.97	0.37	1.06	0.23	0.49	0.32
0.39	-0.89	-0.3	-1.17	0.61	0.15	-1.34
1.71	0.79	-0.97	1.3	0.55	0.18	0.43
0.1	0.12	0.67	1.06	-0.79	0.48	-0.99
0.18	0.43	0.92	1.9	-0.48	0.52	0.3
0.1	-0.77	0.98	0.98	0.15	-0.22	-0.48
0.52	-2.18	-1.54	-1.61	-0.71	-0.67	-0.45
0.22	-3.94	4.36	-0.91	-1.01	0.7	-0.57
0.22	-0.5	0.99	0.67	-0.11	-1.24	-0.3
0.18	-2.16	0.59	-1.15	0.1	0.54	0.08
0.27	-0.18	0.14	0.66	-0.63	-0.4	-0.53
0.16	2.41	-0.21	0.06	0.62	-0.49	-0.19
0.17	-0.56	-1.56	0.43	-0.13	-0.52	0.53
0.35	-1.58	-0.68	-1.31	-1.2	0.29	-0.82
0.7	0.07	-1.19	0.56	0.16	-0.51	0.08
0.8	-1.6	-0.08	-1.8	-0.88	0.25	-0.87
0.11	-1.46	4.22	0.86	-0.55	0.5	-0.19
1.12	0.08	-1.19	0.56	0.26	-0.72	-0.17
0.3	0.74	-0.19	0.57	-1.1	-0.33	-0.31
0.18	0.27	0.36	0.51	-1.34	-1.64	-1.84
0.54	-0.09	-1.49	-0.97	-0.12	-0.83	-0.97
0.16	-1.69	2.26	0.88	-0.6	0.03	-0.65
0.18	-0.3	0.08	0.35	-0.71	0.49	-0.57
0.64	3.31	0.93	0.93	0.66	0.17	-0.28
0.4	-0.7	-0.94	0.31	-0.47	0.13	-0.19
0.37	1.57	0.43	0.85	-0.63	0.09	-0.02
0.17	-1.49	-0.6	-1.69	-0.97	-0.54	-0.49
0.17	-0.59	0.16	0.99	-0.68	0.22	0.29
0.13	0.39	0.02	0.7	-0.89	-0.69	-0.87
0.4	1.62	-1.89	0.76	-0.14	-0.83	-0.09
0.14	0.7	0.24	0.85	0.8	-0.03	-0.77
0.1	-0.74	-0.9	0.09	0.25	-0.24	0.53
0.16	-2.41	-5.17	-4.05	-0.89	-1.26	-1.17
3.01	1.39	-0.84	1.02	-0.28	-0.46	0.23
0.49	1.38	-0.83	0.99	-0.62	-0.31	0.21
0.86	1.93	0.19	1.04	0.37	0.03	0.16
2.32	0.8	0.24	0.05	-1.19	-0.12	0.49
0.22	-1.02	1.0	0.66	-0.14	-0.24	0.75
0.18	0.34	-0.4	0.5	-0.64	-0.6	0.66
0.28	0.23	0.23	0.54	-0.86	2.27	0.11
0.18	0.64	1.14	1.7	-0.61	0.59	-0.17
0.3	-1.58	1.68	4.35	0.08	0.54	0.91
0.17	-0.66	0.19	0.52	-0.82	0.02	-1.05
1.17	3.08	0.69	1.28	0.57	0.38	0.13
0.18	2.14	0.74	1.6	0.26	-0.08	-0.34
0.11	2.47	-0.62	3.04	0.49	0.16	0.66
34.38	0.29	0.35	0.63	-1.28	-0.14	-1.13
5.3	0.3	0.34	0.63	-1.66	0.84	-0.6
0.54	0.45	-1.38	-0.96	-0.15	-0.13	0.11
0.58	-0.48	-0.11	-0.94	-0.56	0.54	0.79
0.1	1.85	0.6	0.75	-0.33	0.38	-0.38
0.17	4.26	-2.73	2.15	1.17	-0.74	0.43
