Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.27	-0.35	-1.49	0.15	-0.11	-1.42
0.13	0.48	0.17	1.09	-1.33	-0.63	0.03
0.22	-0.82	-0.57	-0.07	-0.1	0.8	0.06
0.16	1.46	0.42	1.53	-0.25	0.62	0.55
0.15	-1.35	0.86	1.26	-0.15	0.8	0.54
0.34	-0.15	0.48	-0.44	-0.45	-1.49	-0.02
0.27	-0.16	-1.18	-0.52	0.92	0.62	0.18
0.1	3.49	0.82	0.43	0.54	0.41	0.07
0.27	-1.28	-0.77	-0.6	0.32	0.2	-1.24
0.57	-0.0	2.32	0.88	0.46	0.27	0.43
0.15	-0.32	-0.36	-2.33	-0.43	-0.29	-1.1
0.11	0.09	0.39	0.5	0.24	0.13	-1.71
0.29	0.05	0.1	-0.51	0.05	0.33	0.7
0.35	1.4	-1.59	2.26	0.2	0.19	-0.21
0.15	0.37	0.43	0.16	0.07	-0.08	-0.95
0.14	-2.2	-0.87	-1.61	-0.7	-0.33	-0.24
0.47	0.1	-0.07	0.53	-0.98	-3.48	1.0
1.05	-0.26	-0.67	3.94	0.13	0.03	1.21
0.25	-1.01	-0.9	-1.16	0.5	0.25	-1.09
0.33	-1.41	-0.88	-0.82	0.35	0.15	-1.17
0.59	0.48	0.69	0.31	-0.88	-0.6	-0.16
0.39	2.04	0.55	1.18	0.07	0.37	0.26
0.39	-0.64	-0.22	-1.69	0.6	0.21	-1.19
1.71	1.01	-0.85	1.43	0.48	0.38	0.23
0.1	-0.16	0.74	0.59	-0.52	-0.26	-1.25
0.18	0.22	1.11	1.97	-0.52	0.42	0.05
0.1	-0.65	0.83	0.75	0.45	-0.56	-0.65
0.52	-2.46	-1.8	-1.78	-0.63	-0.6	-0.41
0.22	-4.35	4.64	-1.14	-0.99	0.68	-0.56
0.22	-0.47	0.37	0.53	0.3	-2.04	-0.26
0.18	-2.08	0.77	-1.11	0.26	0.36	0.09
0.27	-0.35	-0.02	0.3	-0.18	-0.15	-0.98
0.16	2.64	-0.39	-0.01	0.49	-0.43	-0.17
0.17	-0.6	-1.72	0.63	-0.06	-0.28	0.45
0.35	-2.04	-0.54	-1.63	-1.06	0.36	-0.74
0.7	0.15	-1.39	0.51	0.12	-0.16	-0.02
0.8	-2.01	-0.22	-2.06	-1.06	-0.03	-0.63
0.11	-1.68	4.42	0.78	-0.53	0.45	-0.2
1.12	0.16	-1.38	0.51	0.22	-0.37	-0.27
0.3	0.23	-0.17	0.42	-1.56	0.63	-0.25
0.18	0.0	-0.07	0.58	0.09	0.34	0.43
0.54	-0.14	-1.79	-1.34	-0.15	-0.64	-0.86
0.16	-1.91	2.26	0.61	-0.52	-0.06	-0.67
0.18	-0.55	0.27	0.21	-0.38	0.35	-0.11
0.64	3.56	1.0	0.83	0.58	0.16	-0.24
0.4	-0.85	-0.82	0.21	-0.26	0.47	-0.31
0.37	1.26	0.44	0.82	-0.95	-0.01	-0.09
0.17	-1.86	-0.8	-1.87	-0.86	-0.46	-0.39
0.17	-0.77	0.24	0.98	-0.19	0.16	-0.35
0.13	0.03	0.21	0.44	-0.07	1.35	0.52
0.4	1.55	-2.21	0.71	-0.22	-0.72	-0.12
0.14	0.87	0.22	0.5	0.02	-0.06	-0.9
0.1	-0.6	-0.93	0.29	0.41	0.13	0.44
0.16	-2.77	-5.68	-4.52	-0.88	-1.24	-1.16
3.01	1.22	-0.98	1.09	-0.46	-0.26	0.12
0.49	1.21	-0.97	1.06	-0.79	-0.12	0.12
0.86	2.05	0.23	1.13	0.52	0.53	0.57
2.32	0.22	0.1	0.25	-1.8	-0.36	0.99
0.22	-1.02	0.85	0.95	0.14	-0.48	0.63
0.18	0.07	-0.5	0.76	-0.71	0.12	0.52
0.28	0.01	0.32	0.59	-1.55	2.15	-1.68
0.18	0.37	1.35	1.58	-0.71	0.43	-0.4
0.3	-1.54	1.9	4.71	0.1	0.53	0.87
0.17	-0.76	-0.04	0.19	0.29	-0.88	-0.71
1.17	3.27	0.86	1.34	0.51	0.43	0.08
0.18	2.22	0.7	1.44	0.13	-0.13	-0.43
0.11	2.67	-0.55	3.3	0.45	0.17	0.6
34.38	0.14	0.03	0.5	0.17	0.23	0.02
5.3	0.15	0.03	0.52	-0.46	-0.94	-0.1
0.54	0.37	-1.4	-0.89	-0.25	0.05	0.23
0.58	-0.68	0.13	-0.53	-0.36	0.55	1.22
0.1	1.67	0.73	0.59	-0.56	0.29	-0.37
0.17	4.74	-3.03	2.33	1.14	-0.72	0.42
