Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.04	-0.58	-3.52	0.09	-0.12	-0.85
0.13	-0.71	0.59	-1.08	0.16	0.4	-0.94
0.22	0.55	-0.46	1.28	0.35	-0.84	0.39
0.16	0.47	1.23	1.81	-0.76	0.15	-0.29
0.15	-1.07	1.89	1.81	0.35	0.33	0.09
0.34	-0.27	-1.54	1.15	0.2	-0.36	0.91
0.27	0.51	0.96	0.75	-0.7	1.21	1.0
0.1	4.24	1.48	0.64	0.3	0.28	0.14
0.27	-0.14	-0.04	-2.29	0.72	0.46	-0.58
0.57	0.79	2.21	1.46	0.37	-0.37	0.19
0.15	-1.04	-0.93	-3.81	-0.36	-0.27	-0.59
0.11	-0.54	-0.02	0.32	1.18	-0.94	-0.27
0.29	-0.82	0.52	1.24	-0.17	-0.19	-0.17
0.35	1.47	-0.9	1.5	-0.17	0.58	-0.63
0.15	-0.22	-0.92	-0.32	-0.14	-0.37	-0.36
0.14	-3.12	-1.31	-1.89	-0.34	-0.16	-0.07
0.47	-1.46	-4.31	1.53	-0.79	-2.04	0.43
1.05	-0.01	-0.57	5.93	0.15	0.07	0.98
0.25	0.19	-0.16	-2.56	0.68	0.43	-0.43
0.33	-0.31	-0.29	-2.45	0.7	0.41	-0.59
0.59	-1.22	-1.71	0.68	-0.41	-0.89	-0.01
0.39	1.49	0.88	1.34	-0.68	-0.02	-0.12
0.39	0.39	0.02	-3.3	0.52	0.07	-0.63
1.71	1.17	0.28	1.02	-0.47	0.72	-0.68
0.1	0.11	0.33	0.6	0.74	0.3	-1.18
0.18	-0.6	1.3	1.24	-0.28	-0.3	-0.79
0.1	0.19	-0.41	0.05	-0.19	0.74	0.08
0.52	-3.41	-2.72	-2.4	-0.42	-0.42	-0.27
0.22	-6.11	5.81	-2.16	-0.93	0.61	-0.54
0.22	2.07	-1.59	2.54	1.34	-0.63	0.99
0.18	-1.18	1.02	-0.76	0.76	-0.1	0.37
0.27	-0.08	0.16	0.27	0.38	-1.95	-0.98
0.16	3.04	-1.03	-0.24	-0.01	-0.27	-0.09
0.17	-0.48	-1.46	1.17	0.2	0.56	0.09
0.35	-3.62	0.17	-2.78	-0.71	0.39	-0.52
0.7	0.22	-0.56	0.09	-0.29	1.51	0.14
0.8	-3.4	-0.77	-2.86	-0.38	-0.54	-0.31
0.11	-2.58	5.09	0.39	-0.45	0.29	-0.21
1.12	0.23	-0.56	0.09	-0.2	1.3	-0.12
0.3	0.13	-0.15	-2.46	0.12	-0.39	-1.29
0.18	-0.12	0.6	0.81	0.94	-0.69	-0.63
0.54	-0.52	-2.53	-2.64	-0.21	-0.21	-0.58
0.16	-2.57	1.84	-0.63	-0.19	-0.38	-0.66
0.18	-0.35	0.7	1.09	-0.64	0.96	0.98
0.64	4.33	1.23	0.41	0.27	0.09	-0.22
0.4	0.27	0.78	0.4	1.32	0.2	1.09
0.37	-1.64	0.29	-0.62	-1.1	-0.04	-0.93
0.17	-3.13	-1.45	-2.33	-0.6	-0.29	-0.14
0.17	0.66	-0.59	-0.57	0.35	-0.64	-0.23
0.13	-0.05	-0.07	-0.12	0.9	-0.05	-0.39
0.4	0.94	-3.12	0.43	-0.41	-0.29	-0.18
0.14	-0.74	-0.62	0.18	0.0	-0.24	0.16
0.1	-0.69	1.13	-0.02	-0.88	0.61	-0.65
0.16	-4.36	-7.91	-6.62	-0.85	-1.19	-1.12
3.01	-0.26	-0.3	0.59	-1.32	1.37	-1.06
0.49	-0.27	-0.3	0.61	-0.54	0.94	-0.58
0.86	0.61	-0.1	0.79	-1.67	-0.15	-0.77
2.32	0.27	0.26	0.73	-0.75	0.49	0.27
0.22	0.42	-0.16	0.23	0.66	0.45	-1.64
0.18	0.52	0.06	-1.01	0.51	-0.6	-0.81
0.28	-0.02	0.16	0.71	0.21	3.57	0.53
0.18	-0.71	1.13	0.2	-0.3	-0.83	-0.98
0.3	-1.32	2.81	6.18	0.14	0.47	0.74
0.17	0.64	-0.04	0.19	0.06	0.92	0.8
1.17	3.8	1.58	1.49	0.22	0.29	0.03
0.18	1.75	0.24	0.44	-0.74	-0.34	-0.61
0.11	3.34	-0.19	4.22	0.3	0.21	0.41
34.38	0.14	0.1	0.49	-0.99	-0.49	-0.38
5.3	0.14	0.11	0.5	-0.34	2.68	0.03
0.54	-0.27	-0.23	0.19	-0.38	1.8	1.08
0.58	0.96	-0.13	0.46	0.74	0.59	-1.42
0.1	-0.49	0.01	0.47	-0.97	-1.97	0.52
