Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.2	-0.98	-5.5	0.07	-0.11	-0.37
0.13	-0.33	1.32	-1.89	0.18	-0.08	0.29
0.22	-0.28	-0.41	-0.61	-0.56	0.98	-0.67
0.16	0.55	-0.78	-0.61	1.17	-0.28	0.0
0.15	0.62	1.34	0.94	0.44	-0.75	-0.62
0.34	0.54	-1.03	2.62	0.21	0.45	-0.0
0.27	-1.79	1.9	2.29	-0.48	-0.12	0.28
0.1	4.6	2.21	1.12	-0.07	0.15	0.13
0.27	2.08	1.15	-2.93	0.52	0.21	0.12
0.57	0.56	-0.61	0.52	-0.91	-0.91	-1.16
0.15	-2.08	-1.7	-5.13	-0.25	-0.18	-0.23
0.11	-0.52	0.94	0.42	-0.12	-0.69	-0.63
0.29	-0.11	0.13	0.22	-1.8	1.01	2.04
0.35	-2.22	0.56	-0.13	-0.81	-0.27	-0.08
0.15	-0.37	-0.04	-0.22	-0.01	-1.43	0.9
0.14	-3.55	-1.53	-1.79	0.08	0.03	0.12
0.47	-4.11	-11.07	2.9	-0.74	-1.89	0.38
1.05	0.5	-0.27	8.98	0.14	0.09	0.8
0.25	2.02	1.11	-2.77	0.36	0.31	0.18
0.33	1.95	0.99	-3.15	0.55	0.31	0.1
0.59	-1.73	-3.31	0.27	0.03	-0.14	-0.18
0.39	-0.48	-2.21	-0.94	0.05	-0.7	-0.41
0.39	1.94	0.14	-4.58	0.37	0.01	-0.18
1.71	-1.53	-1.39	-0.42	0.27	-0.68	0.09
0.1	0.16	0.56	0.18	0.3	-0.43	0.38
0.18	3.01	-0.23	1.18	1.21	0.12	0.74
0.1	-0.1	0.04	-0.51	-0.21	-0.16	0.36
0.52	-4.53	-3.85	-3.05	-0.25	-0.25	-0.12
0.22	-9.22	7.82	-3.99	-0.87	0.55	-0.52
0.22	6.33	-3.47	5.56	1.16	-0.5	0.8
0.18	-0.13	-0.9	1.06	0.21	-1.58	1.15
0.27	1.13	-0.78	-0.52	-0.43	0.22	0.33
0.16	1.68	-1.38	-0.34	-0.83	0.11	0.06
0.17	1.24	2.0	-1.52	0.36	0.52	-0.81
0.35	-5.58	1.42	-4.19	-0.46	0.33	-0.33
0.7	-0.46	0.29	0.97	-1.36	-1.08	1.55
0.8	-5.04	-1.58	-3.55	-0.38	0.26	-0.23
0.11	-3.93	5.7	-0.35	-0.33	0.08	-0.21
1.12	-0.46	0.29	0.97	0.19	0.42	1.11
0.3	0.3	-1.44	-5.86	0.01	-0.34	-0.77
0.18	-0.14	0.23	0.22	0.51	0.67	3.44
0.54	-1.2	-2.61	-4.02	-0.16	0.19	-0.18
0.16	-2.15	-0.24	-2.36	0.43	-0.73	-0.23
0.18	-1.08	1.86	1.97	-0.0	0.0	-0.22
0.64	4.57	1.38	-0.28	-0.11	-0.0	-0.18
0.4	1.75	-0.5	1.7	-0.11	-0.4	-0.12
0.37	-3.71	0.17	-3.26	-0.32	-0.03	-0.62
0.17	-4.48	-2.46	-2.93	-0.25	-0.22	-0.1
0.17	0.91	0.71	0.36	0.82	0.02	0.03
0.13	-0.95	0.31	-0.37	0.82	0.0	-0.46
0.4	-0.67	-2.78	-0.26	-0.44	0.52	-0.18
0.14	-0.04	1.4	1.36	-0.39	0.01	0.07
0.1	-1.89	0.92	-1.26	0.09	-0.46	-0.1
0.16	-7.29	-11.99	-10.46	-0.83	-1.16	-1.09
3.01	-0.55	0.3	0.38	-0.86	1.08	-0.95
0.49	-0.53	0.3	0.34	-1.11	1.36	-0.51
0.86	-0.76	0.95	0.02	-0.18	-0.09	-0.08
2.32	0.35	0.63	-0.42	0.04	-0.04	-0.08
0.22	0.63	-0.17	-0.01	0.04	-0.24	-0.07
0.18	1.13	-1.43	-1.23	-0.14	-0.13	0.44
0.28	0.99	0.34	0.32	0.61	0.1	0.26
0.18	1.13	-2.14	0.1	0.58	-0.21	0.49
0.3	-0.77	4.32	8.48	0.17	0.4	0.6
0.17	0.6	0.4	0.26	-0.59	0.14	0.88
1.17	3.87	2.82	1.84	-0.09	0.17	0.33
0.18	0.04	0.46	-3.21	0.05	0.24	-0.92
0.11	4.05	0.55	5.23	0.12	0.21	0.18
34.38	-0.04	0.2	0.25	2.14	4.68	-1.52
5.3	-0.79	-0.27	-0.13	-0.08	0.43	0.03
0.54	-0.09	0.13	-0.04	-0.34	-0.32	1.46
0.58	-0.04	1.22	-2.36	-0.58	0.11	-0.27
0.1	-0.42	-3.18	0.06	0.26	-0.31	-0.29
