Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	0.97	0.82	1.86	-0.5	-0.05	0.89
0.13	-0.64	0.61	-0.38	0.5	0.31	1.65
0.22	0.65	0.07	1.16	-1.68	0.63	0.09
0.16	0.7	0.07	1.05	-1.13	0.58	-0.32
0.15	0.0	-0.27	-0.18	-0.46	1.15	-0.22
0.34	0.93	1.29	1.7	0.02	0.95	-0.24
0.27	-0.49	0.42	-0.0	-1.0	0.28	-0.86
0.1	-1.16	1.21	-0.03	0.17	-0.22	0.74
0.27	1.29	0.63	0.87	-0.42	0.49	1.59
0.57	0.17	0.33	0.48	0.47	0.42	-0.17
0.15	0.58	0.77	1.63	-0.75	0.16	0.69
0.11	0.79	0.17	1.12	-1.41	1.27	0.11
0.29	0.84	0.04	1.02	-0.53	0.45	-0.35
0.35	-0.08	-0.22	0.8	0.22	-1.17	1.36
0.15	0.26	-0.18	0.05	-0.56	1.26	0.43
0.14	0.69	0.63	1.53	-0.56	-0.3	0.64
0.47	0.12	-0.22	-0.13	-0.79	0.43	1.2
1.05	0.77	0.12	1.09	-1.47	0.88	0.0
0.25	1.4	0.73	0.91	-0.42	0.33	1.01
0.33	1.44	0.72	0.84	-0.61	0.43	1.24
0.59	-0.08	0.61	0.62	0.11	0.39	-0.15
0.39	0.47	-0.57	0.03	0.22	-0.99	0.55
0.39	1.4	0.52	0.87	-0.0	0.28	1.14
1.71	0.46	-0.45	-0.23	-0.18	-0.08	1.15
0.1	-1.03	0.11	-0.23	1.99	2.32	-0.43
0.18	-0.99	0.05	-0.33	0.32	-0.79	1.21
0.1	0.08	-0.48	-0.23	-0.63	0.2	0.53
0.52	1.2	0.51	0.79	-0.71	0.36	0.55
0.22	0.79	0.28	1.1	-1.67	2.07	0.22
0.22	0.92	0.11	1.19	-0.33	2.17	0.98
0.18	-0.07	0.37	0.6	0.26	-0.19	-0.21
0.27	-1.14	0.87	-0.08	0.9	0.35	-0.31
0.16	0.15	-0.04	-0.65	-0.57	-0.48	1.81
0.17	0.93	0.03	1.02	-0.67	0.95	0.84
0.35	0.63	0.87	2.15	0.1	0.28	0.06
0.7	0.98	0.04	1.2	0.56	2.32	0.7
0.8	1.18	0.49	0.81	-0.91	0.16	0.93
0.11	0.96	0.33	1.11	-0.49	2.37	0.34
1.12	0.98	0.04	1.2	-0.92	1.74	1.25
0.3	-0.03	-0.35	-0.1	-0.19	0.88	0.41
0.18	-1.0	-0.11	-0.14	0.11	0.38	1.79
0.54	0.98	0.06	1.18	0.25	2.17	0.62
0.16	1.34	-0.16	1.18	-0.05	0.93	1.29
0.18	-0.92	-0.07	-0.19	0.21	0.52	1.98
0.64	-0.97	0.62	-0.36	0.65	-0.49	0.13
0.4	0.27	-0.5	-0.09	0.23	-0.01	0.1
0.37	-0.2	0.4	0.39	-0.39	0.49	0.11
0.17	1.05	0.57	0.92	-0.35	0.17	1.46
0.17	0.77	0.46	1.1	-0.48	0.81	-0.14
0.13	-0.31	0.29	0.23	-0.69	1.07	0.35
0.4	-1.19	0.2	-0.06	-0.22	1.07	1.3
0.14	0.43	-0.5	-0.12	-0.27	0.89	0.33
0.1	0.73	0.54	1.69	-0.58	0.11	0.58
0.16	0.04	-0.3	0.1	0.04	0.63	0.61
3.01	0.18	-0.12	-0.64	-0.08	-0.0	1.41
0.49	0.14	-0.1	-0.69	-0.25	-0.0	1.43
0.86	0.15	-0.4	-0.28	-0.05	0.84	0.75
2.32	-1.16	0.88	-0.07	0.79	-0.1	0.25
0.22	-0.32	-0.44	0.4	0.24	-1.19	-0.04
0.18	0.16	-0.05	-0.65	-0.47	-0.68	1.5
0.28	-0.09	0.15	-0.25	-0.68	0.58	0.75
0.18	0.35	-0.65	-0.27	-0.1	-0.0	0.78
0.3	-0.31	-0.44	-0.71	-1.62	-0.26	1.72
0.17	-1.01	0.01	-0.2	-0.46	0.54	2.41
1.17	-0.21	0.43	0.4	-0.27	0.73	0.27
0.18	0.07	-0.59	0.08	-0.4	1.01	0.92
0.11	-1.15	0.92	-0.42	0.95	-0.16	-0.07
34.38	-1.02	0.09	-0.26	0.42	0.51	1.32
5.3	-1.05	0.03	-0.33	0.19	1.05	0.84
0.54	0.28	0.73	1.7	-1.09	-0.03	-0.37
0.58	1.03	0.34	0.99	-0.85	1.07	-0.62
0.1	-0.26	0.43	0.48	0.06	0.88	0.18
0.17	-1.07	-0.1	-0.27	0.44	0.71	1.54
0.24	1.41	0.6	0.97	-0.68	0.25	0.95
