Mass	x	y	z	vx	vy	vz
M_sol	Parsecs	Parsecs	Parsecs	km/s	km/s	km/s

0.11	-0.06	-0.55	-3.34	0.11	-0.12	-0.9
0.13	-0.73	0.5	-0.88	0.11	0.46	-1.05
0.22	0.47	-0.27	1.17	0.45	-0.97	0.66
0.16	0.62	1.19	1.86	-0.72	0.25	-0.18
0.15	-1.14	1.82	1.78	0.32	0.38	0.13
0.34	-0.31	-1.45	0.96	0.18	-0.48	0.97
0.27	0.63	0.69	0.53	-0.49	1.38	1.18
0.1	4.17	1.42	0.61	0.32	0.29	0.14
0.27	-0.29	-0.14	-2.16	0.72	0.47	-0.65
0.57	0.72	2.28	1.42	0.39	-0.3	0.23
0.15	-0.96	-0.87	-3.68	-0.36	-0.28	-0.62
0.11	-0.72	0.17	0.34	0.59	-0.85	-0.06
0.29	-0.77	0.55	1.26	-0.3	-0.12	-0.02
0.35	1.5	-1.01	1.62	-0.11	0.53	-0.57
0.15	-0.19	-0.85	-0.24	-0.14	-0.38	-0.41
0.14	-3.05	-1.28	-1.87	-0.37	-0.18	-0.09
0.47	-1.3	-3.89	1.44	-0.8	-2.07	0.43
1.05	-0.04	-0.58	5.72	0.14	0.07	1.0
0.25	0.05	-0.25	-2.46	0.69	0.44	-0.5
0.33	-0.45	-0.37	-2.33	0.7	0.41	-0.65
0.59	-1.13	-1.52	0.68	-0.47	-0.97	0.02
0.39	1.62	0.88	1.36	-0.59	0.03	-0.07
0.39	0.29	0.0	-3.17	0.53	0.08	-0.67
1.71	1.25	0.13	1.15	-0.3	0.73	-0.58
0.1	0.0	0.06	0.73	-0.1	1.99	0.71
0.18	-0.54	1.35	1.39	-0.34	-0.2	-0.71
0.1	0.22	-0.53	0.06	-0.09	0.49	-0.16
0.52	-3.32	-2.63	-2.34	-0.44	-0.44	-0.29
0.22	-5.92	5.69	-2.05	-0.94	0.62	-0.54
0.22	1.79	-1.46	2.34	1.37	-0.65	1.02
0.18	-1.33	1.03	-0.83	0.69	-0.04	0.31
0.27	-0.15	0.4	0.42	0.26	-0.63	-0.79
0.16	3.04	-0.97	-0.22	0.04	-0.28	-0.09
0.17	-0.52	-1.56	1.15	0.16	0.46	0.15
0.35	-3.48	0.09	-2.67	-0.73	0.39	-0.55
0.7	0.27	-0.81	0.11	-0.24	1.24	-0.04
0.8	-3.27	-0.72	-2.79	-0.76	-0.26	-0.31
0.11	-2.49	5.03	0.44	-0.46	0.3	-0.21
1.12	0.27	-0.81	0.11	-0.12	1.04	-0.3
0.3	0.1	-0.07	-2.19	0.13	-0.38	-1.35
0.18	-0.3	0.7	0.91	0.75	-0.36	-0.37
0.54	-0.47	-2.48	-2.52	-0.22	-0.24	-0.61
0.16	-2.53	1.92	-0.5	-0.23	-0.35	-0.66
0.18	-0.2	0.48	0.86	-0.85	1.21	1.29
0.64	4.27	1.21	0.45	0.3	0.1	-0.22
0.4	0.0	0.7	0.19	1.27	0.54	0.95
0.37	-1.41	0.3	-0.42	-1.2	-0.03	-1.02
0.17	-3.01	-1.39	-2.3	-0.59	-0.29	-0.16
0.17	0.58	-0.45	-0.51	0.48	-0.71	-0.35
0.13	-0.25	-0.06	0.01	1.08	-0.09	-0.89
0.4	1.02	-3.06	0.47	-0.4	-0.33	-0.18
0.14	-0.72	-0.54	0.15	-0.25	-0.53	0.18
0.1	-0.51	0.98	0.11	-0.93	0.87	-0.63
0.16	-4.19	-7.67	-6.39	-0.86	-1.2	-1.13
3.01	-0.05	-0.55	0.77	-0.9	1.01	-0.68
0.49	-0.07	-0.54	0.74	-1.22	1.16	-0.62
0.86	0.91	-0.07	0.92	-1.29	-0.17	-0.56
2.32	0.33	0.17	0.66	0.23	0.16	0.24
0.22	0.24	-0.23	0.59	1.04	0.06	-1.73
0.18	0.41	0.18	-0.83	0.57	-0.56	-0.95
0.28	0.09	0.16	0.63	1.22	3.55	4.62
0.18	-0.64	1.28	0.4	-0.4	-0.67	-0.97
0.3	-1.35	2.71	6.03	0.14	0.47	0.75
0.17	0.6	-0.22	0.06	0.38	0.86	0.54
1.17	3.76	1.5	1.48	0.21	0.27	0.05
0.18	1.89	0.31	0.56	-0.61	-0.33	-0.6
0.11	3.28	-0.23	4.13	0.31	0.21	0.43
34.38	0.11	0.1	0.55	1.02	0.51	-1.4
5.3	0.11	0.11	0.56	1.41	-0.18	-0.45
0.54	-0.18	-0.55	-0.02	-0.41	1.3	0.95
0.58	0.77	-0.24	0.74	1.12	0.5	-1.34
0.1	-0.23	0.39	0.34	-1.63	-1.44	0.64
